security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
ABNB,Consumer Discretionary,Leisure and Recreation Services,40__0,40,2,0.0,1. p999999_trade_value,1302500.0,1302500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
ABNB,Consumer Discretionary,Leisure and Recreation Services,40__0,40,2,0.0,4. p999_trade_value,755450.0,360580.0,7.0,9.0,0.7777777777777778,0.55,1. ABOVE BASELINE,8.0,10.0,0.8
ABNB,Consumer Discretionary,Leisure and Recreation Services,40__0,40,2,0.0,5. p99_trade_value,358688.0,118580.0,39.0,84.0,0.4642857142857143,0.55,2. BELOW BASELINE,47.0,94.0,0.5
ABNB,Consumer Discretionary,Leisure and Recreation Services,40__0,40,2,0.0,6. p95_trade_value,118275.0,27400.0,208.0,374.0,0.5561497326203209,0.55,2. BELOW BASELINE,255.0,468.0,0.5448717948717948
ABNB,Consumer Discretionary,Leisure and Recreation Services,40__0,40,2,0.0,7. p90_trade_value,27359.999999999996,16800.0,268.0,468.0,0.5726495726495726,0.55,2. BELOW BASELINE,523.0,936.0,0.5587606837606838
ABNB,Consumer Discretionary,Leisure and Recreation Services,40__0,40,2,0.0,8. p75_trade_value,16770.0,8625.0,785.0,1403.0,0.5595153243050606,0.55,2. BELOW BASELINE,1308.0,2339.0,0.5592133390337751
AMC,Consumer Discretionary,Leisure and Recreation Services,35__0,35,2,0.0,1. p999999_trade_value,89240.00000000001,89240.00000000001,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
AMC,Consumer Discretionary,Leisure and Recreation Services,35__0,35,2,0.0,4. p999_trade_value,62972.0,62192.00000000001,1.0,2.0,0.5,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
AMC,Consumer Discretionary,Leisure and Recreation Services,35__0,35,2,0.0,5. p99_trade_value,59049.0,25542.0,5.0,19.0,0.2631578947368421,0.55,2. BELOW BASELINE,6.0,22.0,0.2727272727272727
AMC,Consumer Discretionary,Leisure and Recreation Services,35__0,35,2,0.0,6. p95_trade_value,25164.0,13437.0,32.0,88.0,0.36363636363636365,0.55,2. BELOW BASELINE,38.0,110.0,0.34545454545454546
AMC,Consumer Discretionary,Leisure and Recreation Services,35__0,35,2,0.0,7. p90_trade_value,13392.000000000002,9700.0,38.0,110.0,0.34545454545454546,0.55,2. BELOW BASELINE,76.0,220.0,0.34545454545454546
