security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,4. p999_trade_value,229104.0,552000.0,O:UNH240906C00595000,UNH,C,595.0,2024-09-06,235,0,300,5.5,1724768911751000000,500,275000.0,2024-08-27,3000.0,30,True,Multi Leg floor trade,Medical,Medical - HMOs,589.47,592.34,583.78,587.35,60,5.439332693830263,20,1,1,1,1,0
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,3. p9999_trade_value,565000.0,1426503.0,O:UNH240913C00595000,UNH,C,595.0,2024-09-13,235,0,300,9.0,1724768911752000000,1000,900000.0,2024-08-27,3000.0,30,True,Multi Leg floor trade,Medical,Medical - HMOs,589.47,592.34,583.78,587.35,4,5.954242509439325,20,1,1,1,0,0
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,4. p999_trade_value,229104.0,552000.0,O:UNH240920C00600000,UNH,C,600.0,2024-09-20,235,0,300,7.78,1724949357935000000,350,272300.0,2024-08-29,3000.0,30,True,Multi Leg floor trade,Medical,Medical - HMOs,590.68,592.61,584.37,591.57,62,5.435047641339964,20,1,1,0,0,0
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,5. p99_trade_value,69450.0,227500.0,O:UNH240920P00590000,UNH,P,590.0,2024-09-20,209,0,307,7.75,1725469542518000000,96,74400.0,2024-09-04,3000.0,30,True,Automatic Execution,Medical,Medical - HMOs,600.0,607.94,597.88,604.18,715,4.871572935545879,20,1,1,1,1,0
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,5. p99_trade_value,69450.0,227500.0,O:UNH240913P00570000,UNH,P,570.0,2024-09-13,227,0,323,2.5,1725890210468000000,845,211250.0,2024-09-09,3000.0,30,True,Single Leg Auction Non ISO,Medical,Medical - HMOs,598.32,599.48,575.27,594.1,98,5.32479671762173,20,1,0,0,0,1
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,5. p99_trade_value,69450.0,227500.0,O:UNH240913C00610000,UNH,C,610.0,2024-09-13,209,0,313,3.15,1725992384171000000,246,77490.0,2024-09-10,3000.0,30,True,Automatic Execution,Medical,Medical - HMOs,595.21,604.7992,591.15,599.03,664,4.889245660892979,20,1,0,0,0,1
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,5. p99_trade_value,69450.0,227500.0,O:UNH240920C00597500,UNH,C,597.5,2024-09-20,209,0,313,3.3,1726064328096000000,250,82500.0,2024-09-11,3000.0,30,True,Automatic Execution,Medical,Medical - HMOs,589.14,591.4,578.97,589.75,578,4.9164539485499255,20,1,1,0,0,0
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,5. p99_trade_value,69450.0,227500.0,O:UNH240920C00597500,UNH,C,597.5,2024-09-20,209,0,313,4.4,1726084430655000000,498,219120.00000000003,2024-09-11,3000.0,30,True,Automatic Execution,Medical,Medical - HMOs,589.14,591.4,578.97,589.75,90,5.3406820192459055,20,1,1,0,0,0
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,5. p99_trade_value,69450.0,227500.0,O:UNH240920P00575000,UNH,P,575.0,2024-09-20,209,0,316,8.25,1726064888605000000,95,78375.0,2024-09-11,3000.0,30,True,Automatic Execution,Medical,Medical - HMOs,589.14,591.4,578.97,589.75,644,4.894177553838773,20,1,1,1,1,0
UNH,Medical,Medical - HMOs,50__4,50,1,4.0,5. p99_trade_value,69450.0,227500.0,O:UNH241018P00560000,UNH,P,560.0,2024-10-18,209,0,307,9.45,1726841306308000000,87,82215.0,2024-09-20,3000.0,30,True,Automatic Execution,Medical,Medical - HMOs,571.695,578.84,569.65,575.0,582,4.914951061127882,20,1,1,0,0,0
