security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AAPL,Computer and Technology,Computer - Micro Computers,0.55,781200.0,3. p9999_trade_value,44.0,437502,55__0,55,0.0,16600.0,25380.0,64500.0,245129.06,776766.91,1644399.4,2375305.03
ACIW,Computer and Technology,Computer - Software,0.55,5216.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,5044.4,5130.2,5198.84,5214.28,5215.83,5215.98,5216.0
ADBE,Computer and Technology,Computer - Software,0.55,,,,46976,45__2,45,2.0,16260.0,25725.0,71242.5,252693.98,944166.25,1652632.37,1694768.24
AGYS,Computer and Technology,Computer - Integrated Systems,0.55,,,,16,10__0,10,0.0,9000.0,17350.0,29230.0,31903.0,32170.3,32197.03,32199.7
AMD,Computer and Technology,Computer - Integrated Systems,0.55,,,,233088,55__0,55,0.0,15000.0,23084.65,60000.0,323895.6,1159951.14,1919140.41,2573888.4
ANSS,Computer and Technology,Computer - Software,0.55,,,,281,25__1,25,1.0,9000.0,15200.0,55000.0,198960.0,222396.0,224739.6,224973.96
BLKB,Computer and Technology,Computer - Software,0.55,7600.0,1. p999999_trade_value,2.0,6,10__0,10,0.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0
CACI,Computer and Technology,Computer - Services,0.55,7950.0,8. p75_trade_value,53.0,211,25__1,25,1.0,12077.0,24645.0,84409.5,262825.35,264746.54,264938.65,264957.87
CDNS,Computer and Technology,Computer - Software,0.55,332464.0,1. p999999_trade_value,1.0,2318,35__0,35,0.0,15268.5,22732.0,75656.0,213756.2,305071.5,329724.75,332190.07
CRM,Computer and Technology,Computer - Software,0.55,,,,44564,45__1,45,1.0,18025.0,28350.0,71228.85,256612.29,1066962.14,3194570.85,4279457.08
CSCO,Computer and Technology,Computer - Networking,0.55,,,,4686,35__0,35,0.0,14928.5,22391.5,66904.6,291248.97,831065.75,1153999.48,1186292.85
