security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
BGS,Consumer Staples,Food - Miscellaneous,0.75,10430.0,7. p90_trade_value,2.0,12,10__0,10,0.0,10021.0,11118.5,11791.7,11943.17,11958.32,11959.83,11959.98
BRBR,Consumer Staples,Food - Miscellaneous,0.75,,,,14,10__3,10,3.0,23125.0,70010.0,136882.0,151928.2,153432.82,153583.28,153598.33
BRFS,Consumer Staples,Food - Miscellaneous,0.75,,,,1,0__2,0,2.0,4920.0,4920.0,4920.0,4920.0,4920.0,4920.0,4920.0
BYND,Consumer Staples,Food - Meat Products,0.75,,,,463,25__0,25,0.0,13549.0,21000.0,99883.08,157104.2,174110.42,175811.04,175981.1
CAG,Consumer Staples,Food - Miscellaneous,0.75,16379.999999999998,7. p90_trade_value,14.0,133,20__0,20,0.0,16304.0,22800.0,37500.0,48350.0,49835.0,49983.5,49998.35
CELH,Consumer Staples,Food - Miscellaneous,0.75,900000.0,1. p999999_trade_value,1.0,11244,40__3,40,3.0,14498.5,21930.0,59568.22,271640.85,542978.28,860424.64,896042.46
CHEF,Consumer Staples,Food - Miscellaneous,0.75,38750.0,7. p90_trade_value,2.0,19,15__0,15,0.0,37750.0,40633.5,54194.7,57245.97,57551.1,57581.61,57584.66
CPB,Consumer Staples,Food - Miscellaneous,0.75,,,,200,25__0,25,0.0,21155.5,40460.55,141841.38,278853.8,309192.98,312226.9,312530.29
DAR,Consumer Staples,Food - Miscellaneous,0.75,8064.0,8. p75_trade_value,43.0,170,20__0,20,0.0,14063.0,29345.55,62108.0,76107.2,77810.72,77981.07,77998.11
FLO,Consumer Staples,Food - Miscellaneous,0.75,,,,1,0__2,0,2.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0
FRPT,Consumer Staples,Food - Miscellaneous,0.75,247625.0,5. p99_trade_value,5.0,451,25__0,25,0.0,18000.0,41327.5,211225.0,526327.5,553077.75,555752.77,556020.28
GIS,Consumer Staples,Food - Miscellaneous,0.75,300000.0,1. p999999_trade_value,1.0,462,25__0,25,0.0,17833.5,26136.75,102680.7,239701.2,293970.12,299397.01,299939.7
HAIN,Consumer Staples,Food - Miscellaneous,0.75,4860.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,4754.0,4807.0,4849.4,4858.94,4859.89,4859.99,4860.0
HRL,Consumer Staples,Food - Meat Products,0.75,6800.0,8. p75_trade_value,21.0,81,20__2,20,2.0,15000.0,63000.0,319916.0,372416.6,377666.66,378191.67,378244.17
HSY,Consumer Staples,Food - Confectionery,0.75,31150.0,6. p95_trade_value,71.0,1419,30__2,30,2.0,17176.0,30115.0,127500.0,249550.0,370707.8,387170.78,388817.08
INGR,Consumer Staples,Food - Miscellaneous,0.75,,,,7,10__0,10,0.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0
JJSF,Consumer Staples,Food - Miscellaneous,0.75,55000.0,1. p999999_trade_value,1.0,4,5__1,5,1.0,39760.0,47380.0,53476.0,54847.6,54984.76,54998.48,54999.85
KHC,Consumer Staples,Food - Miscellaneous,0.75,100000.0,4. p999_trade_value,2.0,1004,30__2,30,2.0,12000.0,18000.0,56109.9,99999.85,150383.2,155438.32,155943.83
LANC,Consumer Staples,Food - Miscellaneous,0.75,4300.0,8. p75_trade_value,5.0,10,10__0,10,0.0,10173.5,12236.75,13887.35,14258.73,14295.87,14299.59,14299.96
LW,Consumer Staples,Food - Miscellaneous,0.75,,,,1163,30__0,30,0.0,15186.0,26576.0,124145.0,440280.0,1598940.0,1734894.0,1748489.4
MAMA,Consumer Staples,Food - Miscellaneous,0.75,10700.0,1. p999999_trade_value,1.0,7,10__0,10,0.0,7280.0,8990.0,10358.0,10665.8,10696.58,10699.66,10699.97
MDLZ,Consumer Staples,Food - Miscellaneous,0.75,72000.0,1. p999999_trade_value,1.0,260,25__0,25,0.0,17070.0,22385.55,50221.75,68892.0,71689.2,71968.92,71996.89
MED,Consumer Staples,Food - Miscellaneous,0.75,9504.0,7. p90_trade_value,2.0,15,10__0,10,0.0,9202.4,9952.8,10790.56,10979.06,10997.91,10999.79,10999.98
MKC,Consumer Staples,Food - Miscellaneous,0.75,312500.0,1. p999999_trade_value,1.0,117,20__2,20,2.0,12031.2,22294.8,215732.0,302152.8,311465.28,312396.53,312489.65
OTLY,Consumer Staples,Food - Dairy Products,0.75,,,,25,15__0,15,0.0,44004.0,72464.0,99098.8,105309.88,105930.99,105993.1,105999.31
POST,Consumer Staples,Food - Miscellaneous,0.75,8400.0,8. p75_trade_value,4.0,14,10__0,10,0.0,8526.0,12137.75,17423.55,18612.86,18731.79,18743.68,18744.87
PPC,Consumer Staples,Food - Meat Products,0.75,,,,61,20__0,20,0.0,8800.0,16356.0,30150.0,44865.0,46336.5,46483.65,46498.36
SJM,Consumer Staples,Food - Miscellaneous,0.75,86000.0,5. p99_trade_value,3.0,218,25__0,25,0.0,15238.5,27233.0,81197.5,320187.32,351293.73,354404.37,354715.44
SMPL,Consumer Staples,Food - Confectionery,0.75,,,,12,10__0,10,0.0,15500.0,19786.0,23957.2,24895.72,24989.57,24998.96,24999.9
SYY,Consumer Staples,Food - Miscellaneous,0.75,,,,179,25__2,25,2.0,16205.0,42630.0,366912.0,444600.0,444600.0,444600.0,444600.0
THS,Consumer Staples,Food - Miscellaneous,0.75,50000.0,7. p90_trade_value,2.0,20,15__1,15,1.0,45500.0,68750.0,353750.0,417875.0,424287.5,424928.75,424992.87
TR,Consumer Staples,Food - Confectionery,0.75,7500.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
TSN,Consumer Staples,Food - Meat Products,0.75,28750.0,5. p99_trade_value,3.0,259,25__0,25,0.0,13107.0,17500.0,27787.2,33387.5,34838.75,34983.88,34998.39
UNFI,Consumer Staples,Food - Miscellaneous,0.75,54466.0,1. p999999_trade_value,1.0,146,20__0,20,0.0,17423.0,21681.5,34360.5,51623.13,54181.71,54437.57,54463.16
USFD,Consumer Staples,Food - Miscellaneous,0.75,84525.0,1. p999999_trade_value,1.0,87,20__0,20,0.0,12240.0,15908.6,50533.5,81125.85,84185.08,84491.01,84521.6
UTZ,Consumer Staples,Food - Miscellaneous,0.75,,,,18,15__0,15,0.0,16200.0,19300.0,20660.0,20966.0,20996.6,20999.66,20999.97
VITL,Consumer Staples,Food - Miscellaneous,0.75,65675.0,5. p99_trade_value,2.0,156,20__2,20,2.0,13945.0,27667.5,58654.25,268445.42,301920.54,305268.05,305602.81
