security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ABAT,Computer and Technology,Electronics - Miscellaneous Products,0.65,8000.0,1. p999999_trade_value,1.0,21,15__0,15,0.0,6895.0,7000.0,7800.0,7980.0,7998.0,7999.8,7999.98
DAKT,Computer and Technology,Electronics - Miscellaneous Products,0.65,42500.0,6. p95_trade_value,3.0,23,15__0,15,0.0,41000.0,42500.0,79479.8,88866.98,89805.7,89899.57,89908.96
FTV,Computer and Technology,Electronics - Testing Equipment,0.65,82390.00000000001,6. p95_trade_value,3.0,46,15__0,15,0.0,12127.5,70792.5,86135.0,86135.0,86135.0,86135.0,86135.0
INDI,Computer and Technology,Electronics - Semiconductors,0.65,,,,26,15__0,15,0.0,14660.0,16787.5,19287.5,19928.75,19992.87,19999.29,19999.93
ITRI,Computer and Technology,Electronics - Testing Equipment,0.65,13000.0,1. p999999_trade_value,1.0,31,15__0,15,0.0,9000.0,9795.0,12067.0,12906.7,12990.67,12999.07,12999.91
KLIC,Computer and Technology,Electronics - Manufacturing Machinery,0.65,,,,24,15__0,15,0.0,29683.3,40469.85,51873.03,54489.3,54750.93,54777.09,54779.71
KOPN,Computer and Technology,Electronics - Miscellaneous Products,0.65,20000.0,1. p999999_trade_value,1.0,33,15__0,15,0.0,12776.0,16900.0,19920.0,19992.0,19999.2,19999.92,19999.99
SANM,Computer and Technology,Electronics - Manufacturing Services,0.65,23400.0,1. p999999_trade_value,1.0,41,15__0,15,0.0,15367.0,15589.0,20384.0,23098.4,23369.84,23396.98,23399.7
SGML,Computer and Technology,Electronics - Miscellaneous Products,0.65,,,,34,15__0,15,0.0,50910.0,59210.0,99398.0,117039.8,118803.98,118980.4,118998.04
SNX,Computer and Technology,Electronics - Miscellaneous Products,0.65,,,,54,15__0,15,0.0,7920.0,9072.0,11046.0,11904.6,11990.46,11999.05,11999.9
SYNA,Computer and Technology,Electronics - Semiconductors,0.65,,,,42,15__0,15,0.0,13770.0,16881.0,122375.0,182337.5,188333.75,188933.38,188993.34
TKR,Computer and Technology,Electronics - Miscellaneous Products,0.65,,,,40,15__0,15,0.0,7935.0,15808.5,120328.8,147032.88,149703.29,149970.33,149997.03
UMC,Computer and Technology,Electronics - Semiconductors,0.65,45000.0,6. p95_trade_value,2.0,23,15__0,15,0.0,34552.0,44031.5,107400.0,123240.0,124824.0,124982.4,124998.24
VECO,Computer and Technology,Electronics - Manufacturing Machinery,0.65,20520.0,8. p75_trade_value,6.0,21,15__0,15,0.0,32500.0,34300.0,41132.0,42669.2,42822.92,42838.29,42839.83
VPG,Computer and Technology,Electronics - Miscellaneous Components,0.65,,,,34,15__0,15,0.0,14654.5,16310.45,19642.71,20864.27,20986.43,20998.64,20999.86
