security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ADI,Computer and Technology,Semiconductor - Analog and Mixed,0.55,,,,2582,35__3,35,3.0,20294.0,34000.0,90213.75,367829.09,451861.32,460986.13,461898.61
INTC,Computer and Technology,Semiconductor - General,0.55,826200.0,3. p9999_trade_value,4.0,38854,45__0,45,0.0,14500.0,22344.0,56875.64,178383.99,599386.14,1708742.25,1944774.23
MCHP,Computer and Technology,Semiconductor - Analog and Mixed,0.55,,,,2180,35__3,35,3.0,17403.8,28409.75,90252.0,348272.0,555330.5,595533.05,599553.3
MPWR,Computer and Technology,Semiconductor - Analog and Mixed,0.55,380000.0,1. p999999_trade_value,1.0,3904,35__3,35,3.0,20400.0,31559.5,68585.6,192823.9,372662.36,379266.24,379926.62
MTSI,Computer and Technology,Semiconductor - Analog and Mixed,0.55,451248.00000000006,1. p999999_trade_value,1.0,154,20__1,20,1.0,19165.0,51387.0,242820.65,424296.59,448552.86,450978.49,451221.05
MXL,Computer and Technology,Semiconductor - Analog and Mixed,0.55,,,,88,20__0,20,0.0,24000.0,32062.5,43952.03,66135.2,68353.52,68575.35,68597.54
NVDA,Computer and Technology,Semiconductor - General,0.55,2240000.0,3. p9999_trade_value,180.0,1782232,65__0,65,0.0,19885.0,31622.0,87000.0,393000.0,2240000.0,8144154.91,21746335.1
NXPI,Computer and Technology,Semiconductor - Analog and Mixed,0.55,,,,2387,35__3,35,3.0,16608.0,25173.0,55765.38,222649.0,615016.0,709501.6,718950.16
ON,Computer and Technology,Semiconductor - Analog and Mixed,0.55,,,,3230,35__3,35,3.0,15677.3,25657.85,69710.0,398227.85,876927.19,951692.72,959169.27
SLAB,Computer and Technology,Semiconductor - Analog and Mixed,0.55,,,,66,20__0,20,0.0,9920.0,13582.5,17079.0,17277.9,17297.79,17299.78,17299.98
SMTC,Computer and Technology,Semiconductor - Analog and Mixed,0.55,11000.000000000002,8. p75_trade_value,180.0,717,30__0,30,0.0,21000.0,34015.0,75987.84,225923.52,233192.35,233919.24,233991.92
STM,Computer and Technology,Semiconductor - General,0.55,30560.000000000004,6. p95_trade_value,13.0,241,25__1,25,1.0,21970.0,30560.0,150044.0,220000.0,220000.0,220000.0,220000.0
TSM,Computer and Technology,Semiconductor - Circuit Foundry,0.55,,,,90484,50__3,50,3.0,18525.0,30000.0,91851.63,429034.0,1220786.34,2109235.78,2136923.58
TXN,Computer and Technology,Semiconductor - General,0.55,450000.0,4. p999_trade_value,8.0,7578,40__1,40,1.0,13931.8,21115.75,56146.82,414514.5,1095011.02,1144294.1,1149222.41
VSH,Computer and Technology,Semiconductor - Discretes,0.55,6435.000000000001,8. p75_trade_value,18.0,69,20__0,20,0.0,8755.0,13078.0,146400.0,158640.0,159864.0,159986.4,159998.64
WOLF,Computer and Technology,Semiconductor - Discretes,0.55,450000.0,4. p999_trade_value,4.0,3658,35__1,35,1.0,17811.6,33767.8,144972.0,420435.0,781100.06,815917.41,819399.14
