security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
AXTA,Basic Materials,Chemical - Specialty,10__0,10,0.0,1. p999999_trade_value,14500.0,14500.0,O:AXTA250516C00033000,AXTA,C,33.0,2025-05-16,227,0,301,0.29,1747245759097000000,500,14500.0,2025-05-14,3000.0,30,True,Single Leg Auction Non ISO,Basic Materials,Chemical - Specialty,32.9,32.96,32.46,32.84,1,4.161368002234975,20,1,1,0,0,0
CBT,Basic Materials,Chemical - Diversified ,10__0,10,0.0,1. p999999_trade_value,21000.0,21000.0,O:CBT250221P00085000,CBT,P,85.0,2025-02-21,209,0,302,2.1,1738177282660000000,100,21000.0,2025-01-29,3000.0,30,True,Automatic Execution,Basic Materials,Chemical - Diversified ,87.44,88.59,86.86,87.49,1,4.3222192947339195,20,1,1,1,1,0
