security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
MANU,Consumer Discretionary,Leisure and Recreation Services,5__0,5,3,0.0,1. p999999_trade_value,7000.0,7000.0,O:MANU241129P00017000,MANU,P,17.0,2024-11-29,227,0,323,0.25,1732551065937000000,280,7000.0,2024-11-25,3000.0,30,True,Single Leg Auction Non ISO,Consumer Discretionary,Leisure and Recreation Services,17.54,17.59,17.13,17.21,1,3.845098040014257,20,1,1,1,1,0
MCS,Consumer Discretionary,Leisure and Recreation Services,0__2,0,3,2.0,1. p999999_trade_value,4000.0,4000.0,O:MCS241115C00017500,MCS,C,17.5,2024-11-15,209,0,320,0.4,1730312099173000000,100,4000.0,2024-10-30,3000.0,30,True,Automatic Execution,Consumer Discretionary,Leisure and Recreation Services,16.79,17.35,16.76,17.17,1,3.6020599913279625,20,1,1,1,1,0
MSGS,Consumer Discretionary,Leisure and Recreation Services,15__0,15,3,0.0,1. p999999_trade_value,22656.0,22656.0,O:MSGS250516P00185000,MSGS,P,185.0,2025-05-16,232,0,303,7.08,1744825545021000000,32,22656.0,2025-04-16,3000.0,30,True,Multi Leg auto-electronic trade,Consumer Discretionary,Leisure and Recreation Services,192.11,192.11,186.29,188.83,1,4.355183236009675,20,1,1,0,0,0
PRKS,Consumer Discretionary,Leisure and Recreation Services,15__0,15,3,0.0,1. p999999_trade_value,100000.0,100000.0,O:PRKS241115P00055000,PRKS,P,55.0,2024-11-15,240,0,304,1.6,1730923789303000000,625,100000.0,2024-11-06,3000.0,30,True,Stock Options auto-electronic trade,Consumer Discretionary,Leisure and Recreation Services,56.92,58.015,55.63,56.85,1,5.0,20,1,1,0,0,0
TNL,Consumer Discretionary,Leisure and Recreation Services,15__0,15,3,0.0,1. p999999_trade_value,34100.0,34100.0,O:TNL250321P00047500,TNL,P,47.5,2025-03-21,209,0,301,1.0,1741717581706000000,341,34100.0,2025-03-11,3000.0,30,True,Automatic Execution,Consumer Discretionary,Leisure and Recreation Services,50.91,50.95,47.99,48.21,1,4.532754378992498,20,1,1,1,1,0
VAC,Consumer Discretionary,Leisure and Recreation Services,15__1,15,3,1.0,1. p999999_trade_value,670000.0,670000.0,O:VAC250221C00090000,VAC,C,90.0,2025-02-21,241,0,323,2.0,1737746968745000000,3350,670000.0,2025-01-24,3000.0,30,True,Stock Options Cross,Consumer Discretionary,Leisure and Recreation Services,86.79,87.35,86.01,86.75,1,5.826074802700826,20,1,1,0,0,0
