security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
ACMR,Computer and Technology,Semiconductor Equipment - Material Services,25__0,25,2,0.0,1. p999999_trade_value,73000.0,73000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
ACMR,Computer and Technology,Semiconductor Equipment - Material Services,25__0,25,2,0.0,5. p99_trade_value,60800.0,48336.0,4.0,4.0,1.0,0.55,2. BELOW BASELINE,4.0,5.0,0.8
ACMR,Computer and Technology,Semiconductor Equipment - Material Services,25__0,25,2,0.0,6. p95_trade_value,48000.0,23430.0,18.0,20.0,0.9,0.55,2. BELOW BASELINE,22.0,25.0,0.88
ACMR,Computer and Technology,Semiconductor Equipment - Material Services,25__0,25,2,0.0,7. p90_trade_value,23400.0,18000.0,16.0,24.0,0.6666666666666666,0.55,2. BELOW BASELINE,38.0,49.0,0.7755102040816326
ACMR,Computer and Technology,Semiconductor Equipment - Material Services,25__0,25,2,0.0,8. p75_trade_value,17820.0,8519.999999999998,41.0,74.0,0.5540540540540541,0.55,2. BELOW BASELINE,79.0,123.0,0.6422764227642277
AEIS,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,20__3,20,2,3.0,1. p999999_trade_value,487620.00000000006,487620.00000000006,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AEIS,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,20__3,20,2,3.0,5. p99_trade_value,256050.0,256050.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
AEIS,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,20__3,20,2,3.0,6. p95_trade_value,219119.99999999997,36675.0,4.0,6.0,0.6666666666666666,0.55,1. ABOVE BASELINE,6.0,8.0,0.75
AEIS,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,20__3,20,2,3.0,7. p90_trade_value,36450.0,19740.0,6.0,6.0,1.0,0.55,1. ABOVE BASELINE,12.0,14.0,0.8571428571428571
AEIS,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,20__3,20,2,3.0,8. p75_trade_value,18620.0,13769.999999999998,20.0,20.0,1.0,0.55,1. ABOVE BASELINE,32.0,34.0,0.9411764705882353
