data_date,options_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-28,O:HBAN250620C00016000,189,0.25,4725.0,<$0.1M,1748443560684000000,209,0,318,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,555.2625,8
2025-05-28,O:HBAN250620C00016000,111,0.25,2775.0,<$0.1M,1748443560684000000,209,0,318,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,555.2625,8
2025-05-28,O:HBAN250620C00016000,31,0.25,775.0,<$0.1M,1748443560685000000,209,0,304,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,555.2625,8
2025-05-28,O:HBAN250620C00016000,29,0.25,725.0,<$0.1M,1748443560685000000,209,0,304,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,555.2625,8
2025-05-28,O:HBAN250620C00016000,29,0.25,725.0,<$0.1M,1748443560685000000,209,0,309,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,555.2625,8
2025-05-28,O:HBAN250620C00016000,82,0.25,2050.0,<$0.1M,1748444144528000000,209,0,318,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,555.2625,8
2025-05-28,O:HBAN250620C00016000,83,0.25,2075.0,<$0.1M,1748444144796000000,209,0,318,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,555.2625,8
2025-05-28,O:HBAN250620P00015000,297,0.25,7425.0,<$0.1M,1748440874193000000,209,0,304,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2005,39,9,555.2625,8
2025-05-28,O:HBAN250620P00015000,121,0.25,3025.0,<$0.1M,1748440874193000000,209,0,316,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2005,39,9,555.2625,8
2025-05-28,O:HBAN250620P00015000,116,0.25,2900.0,<$0.1M,1748440874193000000,209,0,323,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2005,39,9,555.2625,8
2025-05-28,O:HBAN250620P00015000,236,0.25,5900.0,<$0.1M,1748440874193000000,209,0,309,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2005,39,9,555.2625,8
2025-05-28,O:HBAN250620P00015000,133,0.25,3325.0,<$0.1M,1748440876283000000,209,0,323,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2005,39,9,555.2625,8
2025-05-28,O:HBAN250620P00015000,210,0.25,5250.0,<$0.1M,1748440876283000000,209,0,312,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2005,39,9,555.2625,8
2025-05-28,O:HBAN250620P00016000,195,0.7,13650.0,<$0.1M,1748457207892000000,209,0,312,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,725,9,9,555.2625,8
2025-05-28,O:HBAN250620P00016000,189,0.7,13229.999999999998,<$0.1M,1748457207892000000,209,0,316,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,725,9,9,555.2625,8
2025-06-03,O:HBAN250620P00016000,183,0.55,10065.0,<$0.1M,1748962184888000000,209,0,300,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
2025-06-03,O:HBAN250620P00016000,101,0.55,5555.0,<$0.1M,1748962184889000000,209,0,316,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
2025-06-03,O:HBAN250620P00016000,88,0.55,4840.000000000001,<$0.1M,1748962184889000000,209,0,319,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
2025-06-03,O:HBAN250620P00016000,74,0.55,4070.0000000000005,<$0.1M,1748962186806000000,209,0,316,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
2025-06-03,O:HBAN250620P00016000,73,0.55,4015.0000000000005,<$0.1M,1748962186806000000,209,0,319,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
2025-06-03,O:HBAN250620P00016000,66,0.55,3630.0000000000005,<$0.1M,1748962188949000000,209,0,316,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
2025-06-03,O:HBAN250620P00016000,145,0.5,7250.0,<$0.1M,1748962192335000000,209,0,309,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
2025-06-03,O:HBAN250620P00016000,144,0.5,7200.0,<$0.1M,1748962221281000000,209,0,318,209,Automatic Execution,sale_condition,trade,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,555.2625,4
