data_date,options_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-27,O:BK250620C00092500,28,1.05,2940.0,<$0.1M,1748368576331000000,209,0,325,209,Automatic Execution,sale_condition,trade,BK,O:BK250620C00092500,2025-06-20,C,92.5,107,18,9,82.798,9
2025-05-27,O:BK250718C00095000,146,1.35,19710.000000000004,<$0.1M,1748367111542000000,240,0,302,240,Stock Options auto-electronic trade,sale_condition,trade,BK,O:BK250718C00095000,2025-07-18,C,95.0,172,14,9,82.798,9
2025-05-27,O:BK250718C00097500,50,0.85,4250.0,<$0.1M,1748373552471000000,209,0,316,209,Automatic Execution,sale_condition,trade,BK,O:BK250718C00097500,2025-07-18,C,97.5,174,8,9,82.798,9
2025-05-27,O:BK250718C00097500,50,0.85,4250.0,<$0.1M,1748375172791000000,209,0,316,209,Automatic Execution,sale_condition,trade,BK,O:BK250718C00097500,2025-07-18,C,97.5,174,8,9,82.798,9
2025-05-28,O:BK250620C00094000,25,0.4,1000.0,<$0.1M,1748451154396000000,219,0,322,219,Intermarket Sweep Order,sale_condition,trade,BK,O:BK250620C00094000,2025-06-20,C,94.0,143,26,9,82.798,8
2025-05-28,O:BK250620C00094000,19,0.4,760.0,<$0.1M,1748451154396000000,219,0,322,219,Intermarket Sweep Order,sale_condition,trade,BK,O:BK250620C00094000,2025-06-20,C,94.0,143,26,9,82.798,8
2025-05-28,O:BK250620C00094000,24,0.4,960.0000000000001,<$0.1M,1748451154396000000,219,0,303,219,Intermarket Sweep Order,sale_condition,trade,BK,O:BK250620C00094000,2025-06-20,C,94.0,143,26,9,82.798,8
2025-05-28,O:BK250620C00094000,24,0.4,960.0000000000001,<$0.1M,1748451154398000000,219,0,301,219,Intermarket Sweep Order,sale_condition,trade,BK,O:BK250620C00094000,2025-06-20,C,94.0,143,26,9,82.798,8
2025-05-28,O:BK250620C00095000,68,0.2,1360.0000000000002,<$0.1M,1748445792473000000,209,0,302,209,Automatic Execution,sale_condition,trade,BK,O:BK250620C00095000,2025-06-20,C,95.0,386,12,9,82.798,8
2025-05-28,O:BK250620C00095000,69,0.2,1380.0,<$0.1M,1748445792473000000,209,0,302,209,Automatic Execution,sale_condition,trade,BK,O:BK250620C00095000,2025-06-20,C,95.0,386,12,9,82.798,8
2025-05-28,O:BK250620C00095000,75,0.2,1500.0,<$0.1M,1748445792473000000,209,0,304,209,Automatic Execution,sale_condition,trade,BK,O:BK250620C00095000,2025-06-20,C,95.0,386,12,9,82.798,8
2025-06-02,O:BK250718C00095000,236,0.85,20060.0,<$0.1M,1748889729214000000,227,0,300,227,Single Leg Auction Non ISO,sale_condition,trade,BK,O:BK250718C00095000,2025-07-18,C,95.0,675,18,9,82.798,5
2025-06-02,O:BK250718C00095000,96,0.85,8159.999999999999,<$0.1M,1748889729214000000,227,0,300,227,Single Leg Auction Non ISO,sale_condition,trade,BK,O:BK250718C00095000,2025-07-18,C,95.0,675,18,9,82.798,5
2025-06-02,O:BK250718C00095000,96,0.85,8159.999999999999,<$0.1M,1748889729214000000,227,0,300,227,Single Leg Auction Non ISO,sale_condition,trade,BK,O:BK250718C00095000,2025-07-18,C,95.0,675,18,9,82.798,5
2025-06-02,O:BK250718C00095000,84,0.85,7139.999999999999,<$0.1M,1748889729214000000,227,0,300,227,Single Leg Auction Non ISO,sale_condition,trade,BK,O:BK250718C00095000,2025-07-18,C,95.0,675,18,9,82.798,5
2025-06-04,O:BK250620P00085000,45,0.4,1800.0,<$0.1M,1749061059056000000,209,0,300,209,Automatic Execution,sale_condition,trade,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-06-04,O:BK250620P00085000,24,0.4,960.0000000000001,<$0.1M,1749061059056000000,209,0,300,209,Automatic Execution,sale_condition,trade,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-06-04,O:BK250620P00085000,42,0.4,1680.0,<$0.1M,1749061059056000000,209,0,300,209,Automatic Execution,sale_condition,trade,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-06-04,O:BK250620P00085000,40,0.4,1600.0,<$0.1M,1749061059056000000,209,0,312,209,Automatic Execution,sale_condition,trade,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-06-04,O:BK250620P00085000,136,0.4,5440.000000000001,<$0.1M,1749061059056000000,209,0,312,209,Automatic Execution,sale_condition,trade,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-06-04,O:BK250620P00085000,41,0.4,1640.0000000000002,<$0.1M,1749061059056000000,209,0,312,209,Automatic Execution,sale_condition,trade,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-06-04,O:BK250620P00085000,113,0.4,4520.0,<$0.1M,1749061059056000000,209,0,308,209,Automatic Execution,sale_condition,trade,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-05-29,O:BK250718C00090000,10,3.0,3000.0,<$0.1M,1748530635706000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,4,3.02,1208.0,<$0.1M,1748530654599000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,5,3.02,1510.0,<$0.1M,1748530700504000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,10,3.05,3050.0,<$0.1M,1748530766704000000,233,0,312,233,Multi Leg Auction,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,5,3.01,1505.0,<$0.1M,1748530849219000000,232,0,323,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,7,3.01,2107.0,<$0.1M,1748530958322000000,232,0,323,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,7,3.03,2120.9999999999995,<$0.1M,1748530970807000000,232,0,302,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,5,3.12,1560.0000000000002,<$0.1M,1748532111672000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00090000,4,3.2,1280.0,<$0.1M,1748536946172000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,O:BK250718C00092500,10,1.87,1870.0000000000002,<$0.1M,1748530635706000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,4,1.87,748.0,<$0.1M,1748530654599000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,5,1.87,935.0000000000001,<$0.1M,1748530700504000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,10,1.91,1909.9999999999998,<$0.1M,1748530766704000000,233,0,312,233,Multi Leg Auction,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,5,1.88,939.9999999999999,<$0.1M,1748530849219000000,232,0,323,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,7,1.88,1316.0,<$0.1M,1748530958322000000,232,0,323,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,7,1.9,1330.0,<$0.1M,1748530970807000000,232,0,302,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,5,1.97,985.0,<$0.1M,1748532111672000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-05-29,O:BK250718C00092500,4,2.05,819.9999999999999,<$0.1M,1748536946172000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
