data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-16,COOP,O:COOP250117C00100000,2025-01-17,C,100.0,341,21,21,199.38850000000002,98
2025-02-13,COOP,O:COOP250221C00105000,2025-02-21,C,105.0,352,4,21,199.38850000000002,79
2025-01-16,COOP,O:COOP250221C00105000,2025-02-21,C,105.0,358,6,21,199.38850000000002,98
2025-02-11,COOP,O:COOP250221C00110000,2025-02-21,C,110.0,224,29,21,199.38850000000002,81
2025-03-12,COOP,O:COOP250321C00115000,2025-03-21,C,115.0,416,2,21,199.38850000000002,61
2025-02-28,COOP,O:COOP250321C00115000,2025-03-21,C,115.0,533,6,21,199.38850000000002,69
2025-02-13,COOP,O:COOP250321C00115000,2025-03-21,C,115.0,426,10,21,199.38850000000002,79
2025-03-31,COOP,O:COOP250417C00105000,2025-04-17,C,105.0,1099,11,21,199.38850000000002,48
2025-03-12,COOP,O:COOP250417C00105000,2025-04-17,C,105.0,530,4,21,199.38850000000002,61
2025-04-15,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,754,90,21,199.38850000000002,37
2025-04-11,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,603,64,21,199.38850000000002,39
2025-04-01,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,627,95,21,199.38850000000002,47
2025-03-31,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,758,148,21,199.38850000000002,48
2025-04-15,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,1047,168,21,199.38850000000002,37
2025-04-11,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,338,40,21,199.38850000000002,39
2025-04-07,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,324,67,21,199.38850000000002,43
2025-04-01,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,638,95,21,199.38850000000002,47
2025-03-31,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,607,135,21,199.38850000000002,48
2025-04-16,COOP,O:COOP250417C00125000,2025-04-17,C,125.0,230,25,21,199.38850000000002,36
2025-04-04,COOP,O:COOP250417C00125000,2025-04-17,C,125.0,301,52,21,199.38850000000002,44
2025-04-04,COOP,O:COOP250417P00100000,2025-04-17,P,100.0,399,8,21,199.38850000000002,44
2025-03-31,COOP,O:COOP250417P00100000,2025-04-17,P,100.0,412,99,21,199.38850000000002,48
2025-04-08,COOP,O:COOP250417P00115000,2025-04-17,P,115.0,212,15,21,199.38850000000002,42
2025-04-08,COOP,O:COOP250417P00120000,2025-04-17,P,120.0,354,30,21,199.38850000000002,42
2025-05-12,COOP,O:COOP250516C00110000,2025-05-16,C,110.0,609,2,21,199.38850000000002,19
2025-05-13,COOP,O:COOP250516C00140000,2025-05-16,C,140.0,253,2,21,199.38850000000002,18
2025-04-25,COOP,O:COOP250516C00140000,2025-05-16,C,140.0,250,3,21,199.38850000000002,30
2025-04-25,COOP,O:COOP250516P00110000,2025-05-16,P,110.0,204,35,21,199.38850000000002,30
2025-05-22,COOP,O:COOP250620C00170000,2025-06-20,C,170.0,741,51,21,199.38850000000002,11
