data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-21,CMA,O:CMA250221C00065000,2025-02-21,C,65.0,151,20,9,141.334,21
2025-01-17,CMA,O:CMA250221C00065000,2025-02-21,C,65.0,3145,62,9,141.334,22
2025-01-15,CMA,O:CMA250221C00065000,2025-02-21,C,65.0,3150,71,9,141.334,24
2025-02-06,CMA,O:CMA250221C00067500,2025-02-21,C,67.5,1542,216,9,141.334,10
2025-02-05,CMA,O:CMA250221C00067500,2025-02-21,C,67.5,1420,179,9,141.334,11
2025-01-31,CMA,O:CMA250221C00067500,2025-02-21,C,67.5,1047,10,9,141.334,14
2025-01-30,CMA,O:CMA250221C00067500,2025-02-21,C,67.5,2597,144,9,141.334,15
2025-01-17,CMA,O:CMA250221C00067500,2025-02-21,C,67.5,2563,54,9,141.334,23
2025-02-06,CMA,O:CMA250221C00070000,2025-02-21,C,70.0,587,24,9,141.334,8
2025-01-30,CMA,O:CMA250221C00070000,2025-02-21,C,70.0,241,27,9,141.334,13
2025-03-06,CMA,O:CMA250307P00064000,2025-03-07,P,64.0,630,1,9,141.334,1
2025-04-10,CMA,O:CMA250411C00052000,2025-04-11,C,52.0,170,13,9,141.334,1
2025-02-03,CMA,O:CMA250221P00065000,2025-02-21,P,65.0,809,85,9,141.334,12
2025-01-31,CMA,O:CMA250221P00065000,2025-02-21,P,65.0,2000,1,9,141.334,13
2025-04-10,CMA,O:CMA250425P00044000,2025-04-25,P,44.0,180,20,9,141.334,7
2025-04-21,CMA,O:CMA250425P00047000,2025-04-25,P,47.0,225,6,9,141.334,1
2025-04-17,CMA,O:CMA250425P00047000,2025-04-25,P,47.0,209,5,9,141.334,2
2025-06-05,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,216,48,9,141.334,1
2025-02-07,CMA,O:CMA250214C00066000,2025-02-14,C,66.0,142,5,9,141.334,1
2025-01-17,CMA,O:CMA250214C00066000,2025-02-14,C,66.0,142,48,9,141.334,15
2025-03-25,CMA,O:CMA250328C00060000,2025-03-28,C,60.0,400,9,9,141.334,1
2025-03-17,CMA,O:CMA250328C00060000,2025-03-28,C,60.0,430,56,9,141.334,7
2025-03-03,CMA,O:CMA250404C00067000,2025-04-04,C,67.0,522,7,9,141.334,1
2025-01-31,CMA,O:CMA250221C00069000,2025-02-21,C,69.0,303,15,9,141.334,11
2025-02-05,CMA,O:CMA250221P00067500,2025-02-21,P,67.5,323,50,9,141.334,1
2025-02-07,CMA,O:CMA250228C00066000,2025-02-28,C,66.0,430,12,9,141.334,14
2025-05-12,CMA,O:CMA250516C00060000,2025-05-16,C,60.0,146,11,9,141.334,2
2025-04-17,CMA,O:CMA250516C00060000,2025-05-16,C,60.0,401,25,9,141.334,18
2025-04-21,CMA,O:CMA250516P00050000,2025-05-16,P,50.0,349,50,9,141.334,14
2025-04-17,CMA,O:CMA250516P00050000,2025-05-16,P,50.0,251,10,9,141.334,15
2025-06-03,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,165,16,9,141.334,4
2025-05-27,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,378,9,9,141.334,9
2025-05-16,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,531,162,9,141.334,15
2025-01-22,CMA,O:CMA250131C00065000,2025-01-31,C,65.0,172,16,9,141.334,6
2025-01-17,CMA,O:CMA250131C00065000,2025-01-31,C,65.0,523,366,9,141.334,8
2025-01-31,CMA,O:CMA250221P00063000,2025-02-21,P,63.0,2000,1,9,141.334,11
2025-03-06,CMA,O:CMA250307P00068000,2025-03-07,P,68.0,220,1,9,141.334,1
2025-04-17,CMA,O:CMA250425P00045000,2025-04-25,P,45.0,150,14,9,141.334,2
2025-04-10,CMA,O:CMA250425P00045000,2025-04-25,P,45.0,188,34,9,141.334,7
2025-05-07,CMA,O:CMA250516P00047500,2025-05-16,P,47.5,600,24,9,141.334,1
2025-04-17,CMA,O:CMA250516P00047500,2025-05-16,P,47.5,606,26,9,141.334,14
2025-01-16,CMA,O:CMA250117P00065000,2025-01-17,P,65.0,456,10,9,141.334,1
2025-01-21,CMA,O:CMA250124C00065000,2025-01-24,C,65.0,801,173,9,141.334,3
2025-01-17,CMA,O:CMA250124C00065000,2025-01-24,C,65.0,179,55,9,141.334,4
2025-01-15,CMA,O:CMA250124C00065000,2025-01-24,C,65.0,149,113,9,141.334,6
2025-01-14,CMA,O:CMA250124C00065000,2025-01-24,C,65.0,821,28,9,141.334,7
2025-01-21,CMA,O:CMA250221C00062500,2025-02-21,C,62.5,1000,103,9,141.334,20
2025-01-15,CMA,O:CMA250221C00062500,2025-02-21,C,62.5,3171,76,9,141.334,23
2025-02-03,CMA,O:CMA250221C00067000,2025-02-21,C,67.0,357,38,9,141.334,13
2025-03-04,CMA,O:CMA250307P00059000,2025-03-07,P,59.0,3323,124,9,141.334,2
2025-01-21,CMA,O:CMA250131C00073000,2025-01-31,C,73.0,801,173,9,141.334,1
2025-02-04,CMA,O:CMA250207C00072000,2025-02-07,C,72.0,294,13,9,141.334,1
2025-01-31,CMA,O:CMA250207C00072000,2025-02-07,C,72.0,195,12,9,141.334,3
2025-01-30,CMA,O:CMA250207C00072000,2025-02-07,C,72.0,2000,77,9,141.334,4
2025-02-24,CMA,O:CMA250228P00065000,2025-02-28,P,65.0,161,10,9,141.334,1
2025-04-07,CMA,O:CMA250411C00059000,2025-04-11,C,59.0,187,8,9,141.334,1
2025-04-17,CMA,O:CMA250425C00056000,2025-04-25,C,56.0,1395,169,9,141.334,4
2025-04-09,CMA,O:CMA250425C00056000,2025-04-25,C,56.0,1002,40,9,141.334,10
2025-01-16,CMA,O:CMA250117C00066000,2025-01-17,C,66.0,214,29,9,141.334,1
2025-01-23,CMA,O:CMA250131P00060000,2025-01-31,P,60.0,500,30,9,141.334,5
2025-02-06,CMA,O:CMA250221C00068000,2025-02-21,C,68.0,906,29,9,141.334,5
2025-02-05,CMA,O:CMA250221C00068000,2025-02-21,C,68.0,418,206,9,141.334,6
2025-02-05,CMA,O:CMA250221C00071000,2025-02-21,C,71.0,308,38,9,141.334,6
2025-01-30,CMA,O:CMA250221C00071000,2025-02-21,C,71.0,291,34,9,141.334,10
2025-02-05,CMA,O:CMA250221C00072000,2025-02-21,C,72.0,915,11,9,141.334,4
