data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-02-10,PNFP,O:PNFP250221C00105000,2025-02-21,C,105.0,105,3,9,75.804,1
2025-02-18,PNFP,O:PNFP250221C00125000,2025-02-21,C,125.0,141,125,9,75.804,1
2025-01-23,PNFP,O:PNFP250221C00125000,2025-02-21,C,125.0,122,4,9,75.804,18
2025-04-09,PNFP,O:PNFP250417C00090000,2025-04-17,C,90.0,150,114,9,75.804,5
2025-04-04,PNFP,O:PNFP250417C00090000,2025-04-17,C,90.0,150,2,9,75.804,8
2025-04-10,PNFP,O:PNFP250417C00095000,2025-04-17,C,95.0,100,34,9,75.804,4
2025-04-15,PNFP,O:PNFP250417C00100000,2025-04-17,C,100.0,102,43,9,75.804,2
2025-04-14,PNFP,O:PNFP250417C00100000,2025-04-17,C,100.0,96,33,9,75.804,3
2025-04-09,PNFP,O:PNFP250417C00100000,2025-04-17,C,100.0,100,100,9,75.804,6
2025-04-09,PNFP,O:PNFP250417C00110000,2025-04-17,C,110.0,100,100,9,75.804,1
