data_date,options_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-06-02,O:CMA250620C00057500,40,0.95,3800.0,<$0.1M,1748883151618000000,209,0,300,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,59,4,9,54.456,5
2025-06-02,O:CMA250620P00075000,329,19.06,627074.0,$0.3M-$1.0M,1748886278870000000,232,0,308,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250620P00075000,2025-06-20,P,75.0,442,4,9,54.456,5
2025-06-03,O:CMA250620C00060000,39,0.35,1364.9999999999998,<$0.1M,1748964551301000000,209,0,320,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,165,16,9,54.456,4
2025-06-03,O:CMA250620C00060000,39,0.35,1364.9999999999998,<$0.1M,1748964551305000000,209,0,320,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,165,16,9,54.456,4
2025-06-03,O:CMA250620C00060000,34,0.35,1189.9999999999998,<$0.1M,1748964581648000000,209,0,320,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,165,16,9,54.456,4
2025-06-03,O:CMA250718C00060000,40,1.75,7000.0,<$0.1M,1748970101249000000,227,0,302,227,Single Leg Auction Non ISO,sale_condition,trade,CMA,O:CMA250718C00060000,2025-07-18,C,60.0,57,8,9,54.456,4
2025-06-03,O:CMA250718P00062500,10,6.7,6700.0,<$0.1M,1748958080743000000,209,0,313,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,87,20,9,54.456,4
2025-06-03,O:CMA250718P00062500,10,6.7,6700.0,<$0.1M,1748958080743000000,209,0,313,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,87,20,9,54.456,4
2025-06-03,O:CMA250718P00062500,10,6.7,6700.0,<$0.1M,1748958080743000000,209,0,313,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,87,20,9,54.456,4
2025-06-03,O:CMA250718P00062500,10,6.7,6700.0,<$0.1M,1748958080743000000,209,0,313,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,87,20,9,54.456,4
2025-06-03,O:CMA250718P00062500,10,6.7,6700.0,<$0.1M,1748958080743000000,209,0,313,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,87,20,9,54.456,4
2025-06-03,O:CMA250718P00062500,10,6.7,6700.0,<$0.1M,1748958080743000000,209,0,313,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,87,20,9,54.456,4
2025-06-03,O:CMA250718P00062500,10,6.2,6200.0,<$0.1M,1748966583084000000,232,0,303,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250718P00062500,2025-07-18,P,62.5,87,20,9,54.456,4
2025-05-27,O:CMA250620C00060000,144,0.63,9072.0,<$0.1M,1748362901916000000,227,0,312,227,Single Leg Auction Non ISO,sale_condition,trade,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,378,9,9,54.456,9
2025-05-27,O:CMA250620C00060000,143,0.63,9009.0,<$0.1M,1748362901916000000,227,0,312,227,Single Leg Auction Non ISO,sale_condition,trade,CMA,O:CMA250620C00060000,2025-06-20,C,60.0,378,9,9,54.456,9
2025-06-05,O:CMA250620C00057500,14,1.25,1750.0,<$0.1M,1749134276691000000,209,0,304,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,216,48,9,54.456,2
2025-06-05,O:CMA250620C00057500,50,1.25,6250.0,<$0.1M,1749134276691000000,209,0,302,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,216,48,9,54.456,2
2025-06-05,O:CMA250620C00057500,12,1.25,1500.0,<$0.1M,1749134276692000000,209,0,323,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,216,48,9,54.456,2
2025-06-05,O:CMA250620C00057500,14,1.25,1750.0,<$0.1M,1749134276700000000,209,0,303,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,216,48,9,54.456,2
2025-06-05,O:CMA250620C00057500,13,1.25,1625.0,<$0.1M,1749134276700000000,209,0,303,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,216,48,9,54.456,2
2025-06-05,O:CMA250620C00057500,13,1.25,1625.0,<$0.1M,1749134276706000000,209,0,323,209,Automatic Execution,sale_condition,trade,CMA,O:CMA250620C00057500,2025-06-20,C,57.5,216,48,9,54.456,2
2025-05-29,O:CMA250718C00057500,8,2.42,1936.0,<$0.1M,1748531289409000000,232,0,322,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250718C00057500,2025-07-18,C,57.5,92,43,9,54.456,7
2025-05-29,O:CMA250718C00057500,8,2.42,1936.0,<$0.1M,1748531289409000000,232,0,322,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250718C00057500,2025-07-18,C,57.5,92,43,9,54.456,7
2025-05-29,O:CMA250718C00057500,11,2.42,2661.9999999999995,<$0.1M,1748531289514000000,232,0,322,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250718C00057500,2025-07-18,C,57.5,92,43,9,54.456,7
2025-05-29,O:CMA250718C00057500,5,2.42,1210.0,<$0.1M,1748531289514000000,232,0,322,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250718C00057500,2025-07-18,C,57.5,92,43,9,54.456,7
2025-05-29,O:CMA250718C00057500,7,2.42,1693.9999999999998,<$0.1M,1748531289619000000,232,0,322,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250718C00057500,2025-07-18,C,57.5,92,43,9,54.456,7
2025-05-29,O:CMA250718C00057500,6,2.42,1452.0,<$0.1M,1748531289619000000,232,0,322,232,Multi Leg auto-electronic trade,sale_condition,trade,CMA,O:CMA250718C00057500,2025-07-18,C,57.5,92,43,9,54.456,7
