data_date,options_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-29,O:FHN250620C00020000,105,0.65,6825.0,<$0.1M,1748529772679000000,209,0,325,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00020000,2025-06-20,C,20.0,1301,38,9,479.6085,7
2025-05-29,O:FHN250620C00020000,105,0.65,6825.0,<$0.1M,1748529772679000000,209,0,316,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00020000,2025-06-20,C,20.0,1301,38,9,479.6085,7
2025-05-29,O:FHN250620C00020000,90,0.65,5850.0,<$0.1M,1748529772679000000,209,0,313,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00020000,2025-06-20,C,20.0,1301,38,9,479.6085,7
2025-05-29,O:FHN250620C00020000,231,0.65,15015.0,<$0.1M,1748529772680000000,209,0,316,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00020000,2025-06-20,C,20.0,1301,38,9,479.6085,7
2025-05-29,O:FHN250620C00020000,121,0.65,7865.000000000001,<$0.1M,1748529772680000000,209,0,316,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00020000,2025-06-20,C,20.0,1301,38,9,479.6085,7
2025-05-29,O:FHN250620C00020000,96,0.65,6240.000000000001,<$0.1M,1748529772683000000,209,0,320,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00020000,2025-06-20,C,20.0,1301,38,9,479.6085,7
2025-06-03,O:FHN250620C00021000,226,0.2,4520.0,<$0.1M,1748962328585000000,209,0,312,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,103,0.2,2060.0,<$0.1M,1748962328585000000,209,0,309,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,169,0.2,3380.0000000000005,<$0.1M,1748962328585000000,209,0,318,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,418,0.2,8360.0,<$0.1M,1748962328586000000,209,0,301,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,215,0.2,4300.0,<$0.1M,1748962421481000000,209,0,304,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,109,0.2,2180.0,<$0.1M,1748962421481000000,209,0,304,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,120,0.2,2400.0,<$0.1M,1748962421481000000,209,0,312,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,211,0.2,4220.0,<$0.1M,1748962421481000000,209,0,323,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,164,0.2,3280.0000000000005,<$0.1M,1748962421481000000,209,0,318,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,115,0.2,2300.0,<$0.1M,1748963659660000000,209,0,300,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,118,0.2,2360.0,<$0.1M,1748963659660000000,209,0,300,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,118,0.2,2360.0,<$0.1M,1748963659661000000,209,0,302,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,105,0.2,2100.0,<$0.1M,1748963659661000000,209,0,304,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,151,0.2,3020.0000000000005,<$0.1M,1748963659661000000,209,0,319,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,121,0.2,2420.0000000000005,<$0.1M,1748963659662000000,209,0,303,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
2025-06-03,O:FHN250620C00021000,99,0.2,1980.0,<$0.1M,1748963665322000000,209,0,320,209,Automatic Execution,sale_condition,trade,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,479.6085,4
