data_date,options_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-28,O:BOH250718C00070000,10,1.45,1450.0,<$0.1M,1748444526604000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BOH,O:BOH250718C00070000,2025-07-18,C,70.0,40,11,9,25.341,8
2025-05-28,O:BOH250718C00070000,20,1.37,2740.0,<$0.1M,1748446215729000000,227,0,302,227,Single Leg Auction Non ISO,sale_condition,trade,BOH,O:BOH250718C00070000,2025-07-18,C,70.0,40,11,9,25.341,8
