data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-02-18,UMBF,O:UMBF250321C00125000,2025-03-21,C,125.0,100,69,9,59.051,1
2025-02-03,UMBF,O:UMBF250221C00115000,2025-02-21,C,115.0,85,6,9,59.051,3
