data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-23,NTRS,O:NTRS250221C00105000,2025-02-21,C,105.0,196,28,9,132.708,6
2025-01-22,NTRS,O:NTRS250221C00105000,2025-02-21,C,105.0,165,27,9,132.708,7
2025-04-14,NTRS,O:NTRS250417C00100000,2025-04-17,C,100.0,161,83,9,132.708,1
2025-03-31,NTRS,O:NTRS250417C00100000,2025-04-17,C,100.0,168,29,9,132.708,11
2025-04-08,NTRS,O:NTRS250417P00075000,2025-04-17,P,75.0,348,336,9,132.708,1
2025-05-16,NTRS,O:NTRS250620P00100000,2025-06-20,P,100.0,151,2,9,132.708,13
2025-04-15,NTRS,O:NTRS250417C00095000,2025-04-17,C,95.0,160,160,9,132.708,1
2025-04-21,NTRS,O:NTRS250516P00075000,2025-05-16,P,75.0,524,34,9,132.708,10
2025-03-20,NTRS,O:NTRS250321P00115000,2025-03-21,P,115.0,466,4,9,132.708,1
2025-03-19,NTRS,O:NTRS250321P00115000,2025-03-21,P,115.0,150,1,9,132.708,2
2025-03-17,NTRS,O:NTRS250321P00115000,2025-03-21,P,115.0,210,5,9,132.708,4
2025-04-10,NTRS,O:NTRS250417P00092500,2025-04-17,P,92.5,134,30,9,132.708,1
2025-04-16,NTRS,O:NTRS250417P00100000,2025-04-17,P,100.0,190,2,9,132.708,1
2025-03-19,NTRS,O:NTRS250417P00100000,2025-04-17,P,100.0,161,3,9,132.708,21
2025-03-17,NTRS,O:NTRS250417P00100000,2025-04-17,P,100.0,160,6,9,132.708,23
2025-04-03,NTRS,O:NTRS250417P00105000,2025-04-17,P,105.0,640,1,9,132.708,10
2025-01-31,NTRS,O:NTRS250221P00110000,2025-02-21,P,110.0,381,5,9,132.708,1
2025-05-05,NTRS,O:NTRS250516P00095000,2025-05-16,P,95.0,206,6,9,132.708,2
2025-04-15,NTRS,O:NTRS250516P00095000,2025-05-16,P,95.0,200,2,9,132.708,15
2025-01-22,NTRS,O:NTRS250221P00105000,2025-02-21,P,105.0,205,28,9,132.708,21
2025-03-17,NTRS,O:NTRS250321C00100000,2025-03-21,C,100.0,219,22,9,132.708,4
2025-03-20,NTRS,O:NTRS250321P00105000,2025-03-21,P,105.0,940,1,9,132.708,1
2025-03-06,NTRS,O:NTRS250321P00105000,2025-03-21,P,105.0,161,23,9,132.708,11
2025-03-05,NTRS,O:NTRS250321P00105000,2025-03-21,P,105.0,174,60,9,132.708,12
2025-03-04,NTRS,O:NTRS250321P00105000,2025-03-21,P,105.0,2496,130,9,132.708,13
2025-02-28,NTRS,O:NTRS250321P00105000,2025-03-21,P,105.0,770,97,9,132.708,15
2025-02-26,NTRS,O:NTRS250321P00105000,2025-03-21,P,105.0,532,33,9,132.708,17
2025-02-25,NTRS,O:NTRS250321P00105000,2025-03-21,P,105.0,1575,153,9,132.708,18
2025-01-22,NTRS,O:NTRS250221P00097500,2025-02-21,P,97.5,879,151,9,132.708,2
2025-04-15,NTRS,O:NTRS250417C00105000,2025-04-17,C,105.0,160,160,9,132.708,1
2025-03-31,NTRS,O:NTRS250417C00105000,2025-04-17,C,105.0,162,9,9,132.708,12
2025-03-24,NTRS,O:NTRS250417C00105000,2025-04-17,C,105.0,319,319,9,132.708,17
2025-05-09,NTRS,O:NTRS250516C00105000,2025-05-16,C,105.0,215,47,9,132.708,2
2025-04-23,NTRS,O:NTRS250516C00105000,2025-05-16,C,105.0,330,273,9,132.708,14
2025-03-12,NTRS,O:NTRS250321P00100000,2025-03-21,P,100.0,213,213,9,132.708,1
2025-04-03,NTRS,O:NTRS250417P00110000,2025-04-17,P,110.0,640,1,9,132.708,10
2025-04-23,NTRS,O:NTRS250516C00100000,2025-05-16,C,100.0,334,277,9,132.708,1
2025-04-21,NTRS,O:NTRS250516C00100000,2025-05-16,C,100.0,322,145,9,132.708,3
