data_date,options_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-29,O:KEY250613C00016500,19,0.1,190.0,<$0.1M,1748534444530000000,233,0,304,233,Multi Leg Auction,sale_condition,trade,KEY,O:KEY250613C00016500,2025-06-13,C,16.5,219,29,9,92.053,7
2025-05-29,O:KEY250613C00016500,48,0.14,672.0000000000001,<$0.1M,1748541897267000000,236,0,313,236,Multi Leg auto-electronic trade against single leg(s),sale_condition,trade,KEY,O:KEY250613C00016500,2025-06-13,C,16.5,219,29,9,92.053,7
2025-05-29,O:KEY250613C00016500,35,0.14,490.00000000000006,<$0.1M,1748541897645000000,236,0,322,236,Multi Leg auto-electronic trade against single leg(s),sale_condition,trade,KEY,O:KEY250613C00016500,2025-06-13,C,16.5,219,29,9,92.053,7
2025-05-29,O:KEY250620C00016500,39,0.17,663.0000000000001,<$0.1M,1748528206037000000,209,0,322,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,421,43,9,92.053,7
2025-05-29,O:KEY250620C00016500,27,0.19,513.0,<$0.1M,1748532299421000000,209,0,307,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,421,43,9,92.053,7
2025-05-29,O:KEY250620C00016500,43,0.18,773.9999999999999,<$0.1M,1748533250181000000,209,0,322,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,421,43,9,92.053,7
2025-05-29,O:KEY250620C00016500,30,0.17,510.00000000000006,<$0.1M,1748534254947000000,209,0,313,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,421,43,9,92.053,7
2025-05-29,O:KEY250620C00016500,30,0.17,510.00000000000006,<$0.1M,1748534926818000000,209,0,322,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,421,43,9,92.053,7
2025-05-29,O:KEY250620C00016500,56,0.21,1176.0,<$0.1M,1748542005432000000,209,0,313,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,421,43,9,92.053,7
2025-05-29,O:KEY250620P00015000,68,0.14,952.0000000000001,<$0.1M,1748526856805000000,209,0,309,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620P00015000,2025-06-20,P,15.0,203,17,9,92.053,7
2025-05-29,O:KEY250620P00015000,60,0.14,840.0,<$0.1M,1748526870174000000,209,0,309,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620P00015000,2025-06-20,P,15.0,203,17,9,92.053,7
2025-05-28,O:KEY250613C00017500,27,0.04,108.0,<$0.1M,1748445254269000000,227,0,312,227,Single Leg Auction Non ISO,sale_condition,trade,KEY,O:KEY250613C00017500,2025-06-13,C,17.5,127,24,9,92.053,8
2025-05-28,O:KEY250613C00017500,27,0.04,108.0,<$0.1M,1748445254269000000,227,0,312,227,Single Leg Auction Non ISO,sale_condition,trade,KEY,O:KEY250613C00017500,2025-06-13,C,17.5,127,24,9,92.053,8
2025-05-28,O:KEY250620C00018000,31,0.03,93.0,<$0.1M,1748445232922000000,209,0,304,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00018000,2025-06-20,C,18.0,174,30,9,92.053,8
2025-05-28,O:KEY250620C00018000,43,0.01,43.0,<$0.1M,1748446159326000000,209,0,300,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00018000,2025-06-20,C,18.0,174,30,9,92.053,8
2025-05-28,O:KEY250718C00017000,260,0.22,5720.0,<$0.1M,1748445056764000000,209,0,313,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250718C00017000,2025-07-18,C,17.0,283,13,9,92.053,8
2025-06-03,O:KEY250613C00016000,50,0.22,1100.0,<$0.1M,1748957762308000000,233,0,300,233,Multi Leg Auction,sale_condition,trade,KEY,O:KEY250613C00016000,2025-06-13,C,16.0,214,15,9,92.053,4
2025-06-03,O:KEY250613C00016000,140,0.35,4900.0,<$0.1M,1748973900722000000,209,0,320,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250613C00016000,2025-06-13,C,16.0,214,15,9,92.053,4
2025-06-03,O:KEY250627P00015000,65,0.15,975.0,<$0.1M,1748977909542000000,209,0,325,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250627P00015000,2025-06-27,P,15.0,143,5,9,92.053,4
2025-06-03,O:KEY250627P00015000,59,0.15,885.0,<$0.1M,1748978589915000000,209,0,316,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250627P00015000,2025-06-27,P,15.0,143,5,9,92.053,4
2025-05-27,O:KEY250620C00016000,50,0.3,1500.0,<$0.1M,1748358836940000000,227,0,302,227,Single Leg Auction Non ISO,sale_condition,trade,KEY,O:KEY250620C00016000,2025-06-20,C,16.0,176,24,9,92.053,9
2025-05-27,O:KEY250620C00016000,50,0.3,1500.0,<$0.1M,1748358836940000000,227,0,302,227,Single Leg Auction Non ISO,sale_condition,trade,KEY,O:KEY250620C00016000,2025-06-20,C,16.0,176,24,9,92.053,9
2025-05-27,O:KEY250620C00016500,38,0.12,455.99999999999994,<$0.1M,1748354057373000000,209,0,316,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,190,13,9,92.053,9
2025-05-27,O:KEY250620C00016500,50,0.13,650.0,<$0.1M,1748357162038000000,209,0,325,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,190,13,9,92.053,9
2025-06-04,O:KEY250620C00016000,80,0.35,2800.0,<$0.1M,1749058184472000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,O:KEY250620C00016000,2025-06-20,C,16.0,109,6,9,92.053,3
2025-06-06,O:KEY250613C00016500,71,0.11,781.0,<$0.1M,1749235321780000000,209,0,300,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250613C00016500,2025-06-13,C,16.5,277,17,9,92.053,1
2025-06-06,O:KEY250613C00016500,71,0.13,923.0,<$0.1M,1749237087563000000,219,0,320,219,Intermarket Sweep Order,sale_condition,trade,KEY,O:KEY250613C00016500,2025-06-13,C,16.5,277,17,9,92.053,1
2025-06-06,O:KEY250613C00016500,60,0.14,840.0,<$0.1M,1749238924231000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,O:KEY250613C00016500,2025-06-13,C,16.5,277,17,9,92.053,1
2025-06-06,O:KEY250613P00016000,16,0.16,256.0,<$0.1M,1749230852526000000,219,0,316,219,Intermarket Sweep Order,sale_condition,trade,KEY,O:KEY250613P00016000,2025-06-13,P,16.0,135,22,9,92.053,1
2025-06-06,O:KEY250613P00016000,34,0.17,578.0,<$0.1M,1749231682373000000,227,0,302,227,Single Leg Auction Non ISO,sale_condition,trade,KEY,O:KEY250613P00016000,2025-06-13,P,16.0,135,22,9,92.053,1
2025-06-06,O:KEY250613P00016000,15,0.17,255.00000000000003,<$0.1M,1749231682373000000,227,0,302,227,Single Leg Auction Non ISO,sale_condition,trade,KEY,O:KEY250613P00016000,2025-06-13,P,16.0,135,22,9,92.053,1
2025-06-06,O:KEY250620C00016500,24,0.18,432.0,<$0.1M,1749223425224000000,209,0,313,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,192,26,9,92.053,1
2025-06-06,O:KEY250620C00016500,15,0.18,270.0,<$0.1M,1749223425228000000,209,0,320,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,192,26,9,92.053,1
2025-06-06,O:KEY250620C00016500,32,0.18,576.0,<$0.1M,1749224582277000000,209,0,313,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,192,26,9,92.053,1
2025-06-06,O:KEY250620C00016500,15,0.17,255.00000000000003,<$0.1M,1749230326062000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,192,26,9,92.053,1
2025-06-06,O:KEY250620C00016500,15,0.18,270.0,<$0.1M,1749230872873000000,209,0,325,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,192,26,9,92.053,1
2025-06-06,O:KEY250620C00016500,28,0.18,504.0,<$0.1M,1749232089958000000,233,0,302,233,Multi Leg Auction,sale_condition,trade,KEY,O:KEY250620C00016500,2025-06-20,C,16.5,192,26,9,92.053,1
2025-06-06,O:KEY250620C00017000,48,0.07,336.00000000000006,<$0.1M,1749218810937000000,232,0,312,232,Multi Leg auto-electronic trade,sale_condition,trade,KEY,O:KEY250620C00017000,2025-06-20,C,17.0,112,7,9,92.053,1
2025-06-06,O:KEY250627C00015500,30,0.85,2550.0,<$0.1M,1749218656414000000,209,0,312,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250627C00015500,2025-06-27,C,15.5,210,15,9,92.053,1
2025-06-06,O:KEY250627C00015500,64,0.85,5440.0,<$0.1M,1749218656414000000,209,0,312,209,Automatic Execution,sale_condition,trade,KEY,O:KEY250627C00015500,2025-06-27,C,15.5,210,15,9,92.053,1
