data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-06-06,BK,O:BK250613P00088000,2025-06-13,P,88.0,97,7,9,82.798,1
2025-05-27,BK,O:BK250613P00092000,2025-06-13,P,92.0,115,16,9,82.798,9
2025-06-04,BK,O:BK250620C00070000,2025-06-20,C,70.0,100,1,9,82.798,3
2025-05-27,BK,O:BK250620C00092500,2025-06-20,C,92.5,107,18,9,82.798,9
2025-05-29,BK,O:BK250620C00094000,2025-06-20,C,94.0,101,11,9,82.798,7
2025-05-28,BK,O:BK250620C00094000,2025-06-20,C,94.0,143,26,9,82.798,8
2025-05-28,BK,O:BK250620C00095000,2025-06-20,C,95.0,386,12,9,82.798,8
2025-06-04,BK,O:BK250620P00085000,2025-06-20,P,85.0,672,60,9,82.798,3
2025-05-29,BK,O:BK250718C00090000,2025-07-18,C,90.0,182,120,9,82.798,7
2025-05-29,BK,O:BK250718C00092500,2025-07-18,C,92.5,183,122,9,82.798,7
2025-06-02,BK,O:BK250718C00095000,2025-07-18,C,95.0,675,18,9,82.798,5
2025-05-27,BK,O:BK250718C00095000,2025-07-18,C,95.0,172,14,9,82.798,9
2025-05-27,BK,O:BK250718C00097500,2025-07-18,C,97.5,174,8,9,82.798,9
