data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-16,HBAN,O:HBAN250117C00016000,2025-01-17,C,16.0,333,28,9,185.662,1
2025-05-15,HBAN,O:HBAN250516C00015000,2025-05-16,C,15.0,5012,4,9,185.662,1
2025-05-12,HBAN,O:HBAN250516C00015000,2025-05-16,C,15.0,224,26,9,185.662,4
2025-04-29,HBAN,O:HBAN250516C00015000,2025-05-16,C,15.0,311,28,9,185.662,13
2025-04-23,HBAN,O:HBAN250516C00015000,2025-05-16,C,15.0,217,41,9,185.662,17
2025-04-17,HBAN,O:HBAN250516C00015000,2025-05-16,C,15.0,5129,32,9,185.662,20
2025-05-14,HBAN,O:HBAN250516C00016000,2025-05-16,C,16.0,454,20,9,185.662,1
2025-05-12,HBAN,O:HBAN250516C00016000,2025-05-16,C,16.0,198,34,9,185.662,3
2025-04-28,HBAN,O:HBAN250516C00016000,2025-05-16,C,16.0,251,2,9,185.662,13
2025-04-09,HBAN,O:HBAN250516P00009000,2025-05-16,P,9.0,218,6,9,185.662,1
2025-02-06,HBAN,O:HBAN250221P00016000,2025-02-21,P,16.0,1010,13,9,185.662,10
2025-02-05,HBAN,O:HBAN250221P00016000,2025-02-21,P,16.0,517,266,9,185.662,11
2025-02-04,HBAN,O:HBAN250221P00016000,2025-02-21,P,16.0,2006,55,9,185.662,12
2025-03-28,HBAN,O:HBAN250417C00015000,2025-04-17,C,15.0,517,32,9,185.662,14
2025-03-26,HBAN,O:HBAN250417C00016000,2025-04-17,C,16.0,189,18,9,185.662,14
2025-03-25,HBAN,O:HBAN250417C00016000,2025-04-17,C,16.0,1654,11,9,185.662,15
2025-03-21,HBAN,O:HBAN250417C00016000,2025-04-17,C,16.0,5416,16,9,185.662,17
2025-01-16,HBAN,O:HBAN250117P00016000,2025-01-17,P,16.0,2079,26,9,185.662,1
2025-01-27,HBAN,O:HBAN250221C00018000,2025-02-21,C,18.0,189,22,9,185.662,17
2025-01-21,HBAN,O:HBAN250221C00018000,2025-02-21,C,18.0,1857,75,9,185.662,21
2025-01-17,HBAN,O:HBAN250221C00018000,2025-02-21,C,18.0,5183,37,9,185.662,22
2025-01-15,HBAN,O:HBAN250221C00018000,2025-02-21,C,18.0,485,15,9,185.662,24
2025-04-03,HBAN,O:HBAN250417P00017000,2025-04-17,P,17.0,1001,12,9,185.662,1
2025-05-28,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2005,39,9,185.662,8
2025-05-23,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,1215,57,9,185.662,10
2025-05-19,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,1350,73,9,185.662,14
2025-05-16,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2158,25,9,185.662,15
2025-05-15,HBAN,O:HBAN250620P00015000,2025-06-20,P,15.0,2574,48,9,185.662,16
2025-06-03,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1740,53,9,185.662,1
2025-05-28,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,725,9,9,185.662,5
2025-05-19,HBAN,O:HBAN250620P00016000,2025-06-20,P,16.0,1029,36,9,185.662,11
2025-01-16,HBAN,O:HBAN250117C00017000,2025-01-17,C,17.0,1582,127,9,185.662,1
2025-01-15,HBAN,O:HBAN250117C00017000,2025-01-17,C,17.0,925,62,9,185.662,2
2025-01-14,HBAN,O:HBAN250117C00017000,2025-01-17,C,17.0,424,38,9,185.662,3
2025-04-09,HBAN,O:HBAN250417C00014000,2025-04-17,C,14.0,397,35,9,185.662,6
2025-04-08,HBAN,O:HBAN250417C00014000,2025-04-17,C,14.0,197,23,9,185.662,7
2025-05-28,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,714,53,9,185.662,8
2025-05-22,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,941,11,9,185.662,11
2025-05-16,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,290,26,9,185.662,15
2025-05-14,HBAN,O:HBAN250620C00016000,2025-06-20,C,16.0,558,27,9,185.662,17
2025-02-20,HBAN,O:HBAN250321P00017000,2025-03-21,P,17.0,1001,9,9,185.662,2
2025-04-16,HBAN,O:HBAN250417C00013000,2025-04-17,C,13.0,1210,80,9,185.662,1
2025-01-14,HBAN,O:HBAN250117C00018000,2025-01-17,C,18.0,282,1,9,185.662,3
2025-01-16,HBAN,O:HBAN250221C00020000,2025-02-21,C,20.0,600,11,9,185.662,1
2025-02-19,HBAN,O:HBAN250221P00017000,2025-02-21,P,17.0,1102,80,9,185.662,2
2025-02-06,HBAN,O:HBAN250221P00017000,2025-02-21,P,17.0,4330,87,9,185.662,10
2025-02-05,HBAN,O:HBAN250221P00017000,2025-02-21,P,17.0,7114,679,9,185.662,11
2025-01-31,HBAN,O:HBAN250221P00017000,2025-02-21,P,17.0,543,34,9,185.662,14
2025-01-29,HBAN,O:HBAN250221P00017000,2025-02-21,P,17.0,2707,37,9,185.662,16
2025-02-28,HBAN,O:HBAN250321C00017000,2025-03-21,C,17.0,244,20,9,185.662,8
2025-02-27,HBAN,O:HBAN250321C00017000,2025-03-21,C,17.0,397,15,9,185.662,9
2025-02-26,HBAN,O:HBAN250321C00017000,2025-03-21,C,17.0,293,20,9,185.662,10
2025-02-24,HBAN,O:HBAN250321C00017000,2025-03-21,C,17.0,695,46,9,185.662,12
2025-04-09,HBAN,O:HBAN250516C00012000,2025-05-16,C,12.0,261,3,9,185.662,6
2025-02-21,HBAN,O:HBAN250321C00018000,2025-03-21,C,18.0,5338,16,9,185.662,16
2025-04-28,HBAN,O:HBAN250516C00014000,2025-05-16,C,14.0,254,5,9,185.662,14
2025-04-22,HBAN,O:HBAN250516C00014000,2025-05-16,C,14.0,385,36,9,185.662,18
2025-04-21,HBAN,O:HBAN250516C00014000,2025-05-16,C,14.0,1340,31,9,185.662,19
2025-04-17,HBAN,O:HBAN250516C00014000,2025-05-16,C,14.0,931,28,9,185.662,20
2025-02-11,HBAN,O:HBAN250221C00017000,2025-02-21,C,17.0,5075,9,9,185.662,7
2025-01-24,HBAN,O:HBAN250221C00017000,2025-02-21,C,17.0,279,26,9,185.662,19
2025-01-22,HBAN,O:HBAN250221C00017000,2025-02-21,C,17.0,5337,44,9,185.662,21
2025-01-21,HBAN,O:HBAN250221C00017000,2025-02-21,C,17.0,209,29,9,185.662,22
2025-01-17,HBAN,O:HBAN250221C00017000,2025-02-21,C,17.0,330,56,9,185.662,23
2025-01-16,HBAN,O:HBAN250221C00017000,2025-02-21,C,17.0,254,51,9,185.662,24
2025-01-14,HBAN,O:HBAN250221C00017000,2025-02-21,C,17.0,291,22,9,185.662,26
2025-01-29,HBAN,O:HBAN250221P00015000,2025-02-21,P,15.0,2654,31,9,185.662,4
