data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-23,FHN,O:FHN250620P00019000,2025-06-20,P,19.0,1089,189,9,64.446,7
2025-01-17,FHN,O:FHN250221C00021000,2025-02-21,C,21.0,168,24,9,64.446,23
2025-01-16,FHN,O:FHN250221C00021000,2025-02-21,C,21.0,88,17,9,64.446,24
2025-01-15,FHN,O:FHN250221C00021000,2025-02-21,C,21.0,130,22,9,64.446,25
2025-06-03,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,5158,118,9,64.446,1
2025-05-23,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,69,5,9,64.446,7
2025-05-20,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,746,53,9,64.446,10
2025-05-19,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,565,29,9,64.446,11
2025-05-16,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,2278,69,9,64.446,12
2025-05-15,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,1440,100,9,64.446,13
2025-05-13,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,1640,32,9,64.446,15
2025-05-12,FHN,O:FHN250620C00021000,2025-06-20,C,21.0,2717,51,9,64.446,16
2025-02-06,FHN,O:FHN250221P00024000,2025-02-21,P,24.0,66,13,9,64.446,1
2025-03-25,FHN,O:FHN250417P00019000,2025-04-17,P,19.0,504,16,9,64.446,8
2025-05-12,FHN,O:FHN250516C00019000,2025-05-16,C,19.0,1770,11,9,64.446,4
2025-05-09,FHN,O:FHN250516C00019000,2025-05-16,C,19.0,543,7,9,64.446,5
2025-05-08,FHN,O:FHN250516C00019000,2025-05-16,C,19.0,110,12,9,64.446,6
2025-05-07,FHN,O:FHN250516C00019000,2025-05-16,C,19.0,1281,65,9,64.446,7
2025-01-16,FHN,O:FHN250117C00020000,2025-01-17,C,20.0,72,17,9,64.446,1
2025-01-15,FHN,O:FHN250117C00020000,2025-01-17,C,20.0,148,31,9,64.446,2
2025-01-16,FHN,O:FHN250117C00022000,2025-01-17,C,22.0,193,23,9,64.446,1
2025-01-15,FHN,O:FHN250117C00022000,2025-01-17,C,22.0,754,114,9,64.446,2
2025-01-14,FHN,O:FHN250117C00022000,2025-01-17,C,22.0,564,4,9,64.446,3
2025-01-16,FHN,O:FHN250117P00021000,2025-01-17,P,21.0,144,27,9,64.446,1
2025-01-15,FHN,O:FHN250117P00021000,2025-01-17,P,21.0,332,50,9,64.446,2
2025-02-06,FHN,O:FHN250221C00020000,2025-02-21,C,20.0,101,2,9,64.446,10
2025-01-31,FHN,O:FHN250221C00020000,2025-02-21,C,20.0,103,4,9,64.446,14
2025-01-29,FHN,O:FHN250221C00020000,2025-02-21,C,20.0,107,3,9,64.446,16
2025-01-23,FHN,O:FHN250221C00020000,2025-02-21,C,20.0,102,9,9,64.446,20
2025-01-15,FHN,O:FHN250221C00020000,2025-02-21,C,20.0,81,10,9,64.446,25
2025-04-02,FHN,O:FHN250417C00020000,2025-04-17,C,20.0,80,13,9,64.446,5
2025-03-24,FHN,O:FHN250417C00020000,2025-04-17,C,20.0,1121,62,9,64.446,12
2025-05-27,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,147,5,9,64.446,8
2025-05-23,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,75,6,9,64.446,9
2025-05-20,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,69,26,9,64.446,12
2025-05-19,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,2434,111,9,64.446,13
2025-05-16,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,85,17,9,64.446,14
2025-05-14,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,4119,106,9,64.446,16
2025-05-13,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,5740,48,9,64.446,17
2025-05-12,FHN,O:FHN250620C00022000,2025-06-20,C,22.0,287,33,9,64.446,18
2025-04-16,FHN,O:FHN250417C00018000,2025-04-17,C,18.0,325,16,9,64.446,1
2025-04-15,FHN,O:FHN250417C00018000,2025-04-17,C,18.0,1957,190,9,64.446,2
2025-03-10,FHN,O:FHN250417C00018000,2025-04-17,C,18.0,76,4,9,64.446,28
2025-05-13,FHN,O:FHN250516C00020000,2025-05-16,C,20.0,3003,2,9,64.446,3
2025-05-12,FHN,O:FHN250516C00020000,2025-05-16,C,20.0,413,61,9,64.446,4
2025-05-09,FHN,O:FHN250516C00020000,2025-05-16,C,20.0,1265,41,9,64.446,5
2025-05-08,FHN,O:FHN250516C00020000,2025-05-16,C,20.0,2199,46,9,64.446,6
2025-02-20,FHN,O:FHN250221P00022000,2025-02-21,P,22.0,532,39,9,64.446,1
2025-04-16,FHN,O:FHN250417C00017000,2025-04-17,C,17.0,102,24,9,64.446,1
2025-04-15,FHN,O:FHN250417C00017000,2025-04-17,C,17.0,1295,282,9,64.446,2
2025-04-14,FHN,O:FHN250417C00017000,2025-04-17,C,17.0,754,82,9,64.446,3
2025-04-07,FHN,O:FHN250417C00017000,2025-04-17,C,17.0,102,3,9,64.446,8
2025-04-04,FHN,O:FHN250417C00017000,2025-04-17,C,17.0,2246,395,9,64.446,9
2025-01-16,FHN,O:FHN250117C00021000,2025-01-17,C,21.0,562,48,9,64.446,1
2025-01-15,FHN,O:FHN250117C00021000,2025-01-17,C,21.0,498,78,9,64.446,2
2025-04-15,FHN,O:FHN250516P00018000,2025-05-16,P,18.0,110,10,9,64.446,20
2025-04-14,FHN,O:FHN250516P00018000,2025-05-16,P,18.0,223,4,9,64.446,21
2025-01-15,FHN,O:FHN250117P00020000,2025-01-17,P,20.0,117,20,9,64.446,2
2025-01-15,FHN,O:FHN250221C00023000,2025-02-21,C,23.0,151,22,9,64.446,22
2025-02-25,FHN,O:FHN250321C00022000,2025-03-21,C,22.0,99,5,9,64.446,11
2025-02-24,FHN,O:FHN250321C00022000,2025-03-21,C,22.0,69,6,9,64.446,12
2025-02-21,FHN,O:FHN250321C00022000,2025-03-21,C,22.0,109,13,9,64.446,13
