data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-14,ZION,O:ZION250516C00047500,2025-05-16,C,47.5,2463,14,9,252.77800000000002,1
2025-04-21,ZION,O:ZION250516C00047500,2025-05-16,C,47.5,461,87,9,252.77800000000002,18
2025-05-14,ZION,O:ZION250516P00045000,2025-05-16,P,45.0,545,78,9,252.77800000000002,1
2025-05-06,ZION,O:ZION250516P00045000,2025-05-16,P,45.0,370,29,9,252.77800000000002,7
2025-05-02,ZION,O:ZION250516P00045000,2025-05-16,P,45.0,333,23,9,252.77800000000002,9
2025-04-22,ZION,O:ZION250516P00045000,2025-05-16,P,45.0,403,3,9,252.77800000000002,17
2025-05-22,ZION,O:ZION250620P00060000,2025-06-20,P,60.0,738,3,9,252.77800000000002,1
2025-05-15,ZION,O:ZION250620P00060000,2025-06-20,P,60.0,1319,6,9,252.77800000000002,6
2025-01-14,ZION,O:ZION250117C00057500,2025-01-17,C,57.5,321,51,9,252.77800000000002,3
2025-02-12,ZION,O:ZION250221C00047500,2025-02-21,C,47.5,475,5,9,252.77800000000002,1
2025-03-20,ZION,O:ZION250321P00055000,2025-03-21,P,55.0,610,1,9,252.77800000000002,1
2025-03-24,ZION,O:ZION250417P00045000,2025-04-17,P,45.0,860,27,9,252.77800000000002,9
2025-03-21,ZION,O:ZION250417P00045000,2025-04-17,P,45.0,874,18,9,252.77800000000002,10
2025-04-14,ZION,O:ZION250417P00047500,2025-04-17,P,47.5,641,78,9,252.77800000000002,1
2025-04-11,ZION,O:ZION250417P00047500,2025-04-17,P,47.5,638,6,9,252.77800000000002,2
2025-04-02,ZION,O:ZION250417P00047500,2025-04-17,P,47.5,427,2,9,252.77800000000002,9
2025-03-24,ZION,O:ZION250417P00047500,2025-04-17,P,47.5,896,27,9,252.77800000000002,16
2025-04-21,ZION,O:ZION250516P00032500,2025-05-16,P,32.5,717,47,9,252.77800000000002,1
2025-06-04,ZION,O:ZION250620P00045000,2025-06-20,P,45.0,1000,1,9,252.77800000000002,1
2025-05-27,ZION,O:ZION250620P00045000,2025-06-20,P,45.0,276,11,9,252.77800000000002,7
2025-05-20,ZION,O:ZION250620P00045000,2025-06-20,P,45.0,1017,4,9,252.77800000000002,11
2025-05-22,ZION,O:ZION250620P00057500,2025-06-20,P,57.5,721,2,9,252.77800000000002,1
2025-05-15,ZION,O:ZION250620P00057500,2025-06-20,P,57.5,780,2,9,252.77800000000002,6
2025-02-12,ZION,O:ZION250221C00050000,2025-02-21,C,50.0,1325,5,9,252.77800000000002,1
2025-02-20,ZION,O:ZION250221C00055000,2025-02-21,C,55.0,287,11,9,252.77800000000002,1
2025-02-13,ZION,O:ZION250221C00055000,2025-02-21,C,55.0,439,32,9,252.77800000000002,5
2025-03-10,ZION,O:ZION250321P00045000,2025-03-21,P,45.0,290,35,9,252.77800000000002,8
2025-04-11,ZION,O:ZION250417P00030000,2025-04-17,P,30.0,324,320,9,252.77800000000002,1
2025-04-09,ZION,O:ZION250417P00030000,2025-04-17,P,30.0,537,4,9,252.77800000000002,3
2025-04-11,ZION,O:ZION250417P00035000,2025-04-17,P,35.0,323,322,9,252.77800000000002,2
2025-04-09,ZION,O:ZION250417P00035000,2025-04-17,P,35.0,624,6,9,252.77800000000002,4
2025-04-04,ZION,O:ZION250417P00035000,2025-04-17,P,35.0,1058,548,9,252.77800000000002,7
