data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-16,COOP,O:COOP250117C00100000,2025-01-17,C,100.0,341,21,9,136.23000000000002,1
2025-02-11,COOP,O:COOP250221C00110000,2025-02-21,C,110.0,224,29,9,136.23000000000002,7
2025-03-12,COOP,O:COOP250321C00115000,2025-03-21,C,115.0,416,2,9,136.23000000000002,1
2025-02-28,COOP,O:COOP250321C00115000,2025-03-21,C,115.0,533,6,9,136.23000000000002,9
2025-02-13,COOP,O:COOP250321C00115000,2025-03-21,C,115.0,426,10,9,136.23000000000002,19
2025-05-13,COOP,O:COOP250516C00140000,2025-05-16,C,140.0,253,2,9,136.23000000000002,3
2025-04-25,COOP,O:COOP250516C00140000,2025-05-16,C,140.0,250,3,9,136.23000000000002,15
2025-04-08,COOP,O:COOP250417P00120000,2025-04-17,P,120.0,354,30,9,136.23000000000002,6
2025-04-04,COOP,O:COOP250417P00120000,2025-04-17,P,120.0,187,4,9,136.23000000000002,8
2025-03-31,COOP,O:COOP250417P00120000,2025-04-17,P,120.0,196,62,9,136.23000000000002,12
2025-02-13,COOP,O:COOP250221C00105000,2025-02-21,C,105.0,352,4,9,136.23000000000002,5
2025-01-16,COOP,O:COOP250221C00105000,2025-02-21,C,105.0,358,6,9,136.23000000000002,24
2025-04-15,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,754,90,9,136.23000000000002,1
2025-04-11,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,603,64,9,136.23000000000002,3
2025-04-01,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,627,95,9,136.23000000000002,11
2025-03-31,COOP,O:COOP250417C00115000,2025-04-17,C,115.0,758,148,9,136.23000000000002,12
2025-04-15,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,1047,168,9,136.23000000000002,1
2025-04-11,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,338,40,9,136.23000000000002,3
2025-04-07,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,324,67,9,136.23000000000002,7
2025-04-01,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,638,95,9,136.23000000000002,11
2025-03-31,COOP,O:COOP250417C00120000,2025-04-17,C,120.0,607,135,9,136.23000000000002,12
2025-04-08,COOP,O:COOP250417P00115000,2025-04-17,P,115.0,212,15,9,136.23000000000002,2
2025-05-22,COOP,O:COOP250620C00170000,2025-06-20,C,170.0,741,51,9,136.23000000000002,10
2025-03-31,COOP,O:COOP250417P00095000,2025-04-17,P,95.0,156,26,9,136.23000000000002,8
2025-04-04,COOP,O:COOP250417P00100000,2025-04-17,P,100.0,399,8,9,136.23000000000002,6
2025-04-02,COOP,O:COOP250417P00100000,2025-04-17,P,100.0,174,17,9,136.23000000000002,8
2025-03-31,COOP,O:COOP250417P00100000,2025-04-17,P,100.0,412,99,9,136.23000000000002,10
2025-05-12,COOP,O:COOP250516C00110000,2025-05-16,C,110.0,609,2,9,136.23000000000002,1
2025-04-25,COOP,O:COOP250516P00110000,2025-05-16,P,110.0,204,35,9,136.23000000000002,8
2025-03-31,COOP,O:COOP250417C00105000,2025-04-17,C,105.0,1099,11,9,136.23000000000002,7
2025-03-12,COOP,O:COOP250417C00105000,2025-04-17,C,105.0,530,4,9,136.23000000000002,20
2025-04-16,COOP,O:COOP250417C00125000,2025-04-17,C,125.0,230,25,9,136.23000000000002,1
2025-04-04,COOP,O:COOP250417C00125000,2025-04-17,C,125.0,301,52,9,136.23000000000002,9
