data_date,options_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-05-27,O:BANC250718C00012500,70,1.64,11480.0,<$0.1M,1748360051547000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718C00012500,100,1.62,16200.0,<$0.1M,1748360210733000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718C00012500,100,1.63,16300.0,<$0.1M,1748363715455000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718C00012500,100,1.64,16400.0,<$0.1M,1748364606211000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718C00012500,100,1.62,16200.0,<$0.1M,1748365255115000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718C00012500,100,1.62,16200.0,<$0.1M,1748365750087000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718C00012500,78,1.63,12713.999999999998,<$0.1M,1748365970857000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718C00012500,100,1.67,16700.0,<$0.1M,1748371147006000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718C00012500,2025-07-18,C,12.5,1524,46,9,462.81399999999996,9
2025-05-27,O:BANC250718P00012500,100,0.27,2700.0,<$0.1M,1748360713011000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718P00012500,2025-07-18,P,12.5,496,14,9,462.81399999999996,9
2025-05-27,O:BANC250718P00012500,100,0.27,2700.0,<$0.1M,1748365758226000000,227,0,323,227,Single Leg Auction Non ISO,sale_condition,trade,BANC,O:BANC250718P00012500,2025-07-18,P,12.5,496,14,9,462.81399999999996,9
