data_date,option_ticker,size,price,trade_value,trade_value_bracket,sip_timestamp,conditions,correction,exchange,id,name,type,data_types,security,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-21,O:ONB250620C00025000,128,1.15,14719.999999999998,<$0.1M,1737471788291000000,209,0,313,209,Automatic Execution,sale_condition,trade,ONB,2025-06-20,C,25.0,564,17,50,444.381,96
2025-01-21,O:ONB250620C00025000,128,1.15,14719.999999999998,<$0.1M,1737471788291000000,209,0,313,209,Automatic Execution,sale_condition,trade,ONB,2025-06-20,C,25.0,564,17,50,444.381,96
2025-01-21,O:ONB250620C00025000,127,1.15,14604.999999999998,<$0.1M,1737471788291000000,209,0,313,209,Automatic Execution,sale_condition,trade,ONB,2025-06-20,C,25.0,564,17,50,444.381,96
2025-01-21,O:ONB250620C00025000,115,1.15,13225.0,<$0.1M,1737471788291000000,209,0,313,209,Automatic Execution,sale_condition,trade,ONB,2025-06-20,C,25.0,564,17,50,444.381,96
