data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-14,CFG,O:CFG250117C00045000,2025-01-17,C,45.0,2319,412,21,647.145,100
2025-01-15,CFG,O:CFG250117C00050000,2025-01-17,C,50.0,1155,107,21,647.145,99
2025-01-30,CFG,O:CFG250221C00037500,2025-02-21,C,37.5,1434,21,21,647.145,89
2025-01-30,CFG,O:CFG250221C00042500,2025-02-21,C,42.5,1401,12,21,647.145,89
2025-01-21,CFG,O:CFG250221C00050000,2025-02-21,C,50.0,809,35,21,647.145,96
2025-01-17,CFG,O:CFG250221C00050000,2025-02-21,C,50.0,2058,58,21,647.145,97
2025-03-12,CFG,O:CFG250321C00050000,2025-03-21,C,50.0,1074,10,21,647.145,61
2025-02-21,CFG,O:CFG250321C00050000,2025-03-21,C,50.0,1975,84,21,647.145,74
2025-03-07,CFG,O:CFG250321P00037500,2025-03-21,P,37.5,1279,30,21,647.145,64
2025-02-24,CFG,O:CFG250321P00037500,2025-03-21,P,37.5,1194,18,21,647.145,73
2025-02-24,CFG,O:CFG250321P00042500,2025-03-21,P,42.5,1076,9,21,647.145,73
2025-04-15,CFG,O:CFG250417C00035000,2025-04-17,C,35.0,835,125,21,647.145,37
2025-04-14,CFG,O:CFG250417C00035000,2025-04-17,C,35.0,895,106,21,647.145,38
2025-04-10,CFG,O:CFG250417C00035000,2025-04-17,C,35.0,1080,84,21,647.145,40
2025-04-15,CFG,O:CFG250417C00037500,2025-04-17,C,37.5,3095,270,21,647.145,37
2025-03-26,CFG,O:CFG250417C00042500,2025-04-17,C,42.5,1368,81,21,647.145,51
2025-03-14,CFG,O:CFG250417C00042500,2025-04-17,C,42.5,1014,102,21,647.145,59
2025-03-21,CFG,O:CFG250417C00045000,2025-04-17,C,45.0,1843,151,21,647.145,54
2025-04-16,CFG,O:CFG250417C00050000,2025-04-17,C,50.0,685,1,21,647.145,36
2025-04-14,CFG,O:CFG250417P00030000,2025-04-17,P,30.0,965,55,21,647.145,38
2025-04-14,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,914,18,21,647.145,38
2025-04-04,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,716,21,21,647.145,44
2025-03-28,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,1510,121,21,647.145,49
2025-04-14,CFG,O:CFG250417P00040000,2025-04-17,P,40.0,851,2,21,647.145,38
2025-04-16,CFG,O:CFG250516C00035000,2025-05-16,C,35.0,1132,235,21,647.145,36
2025-04-15,CFG,O:CFG250516C00037500,2025-05-16,C,37.5,681,32,21,647.145,37
2025-05-15,CFG,O:CFG250516C00040000,2025-05-16,C,40.0,1841,5,21,647.145,16
2025-04-17,CFG,O:CFG250516C00040000,2025-05-16,C,40.0,1816,3,21,647.145,35
2025-05-20,CFG,O:CFG250620C00042500,2025-06-20,C,42.5,839,61,21,647.145,13
2025-05-15,CFG,O:CFG250620C00045000,2025-06-20,C,45.0,1816,2,21,647.145,16
2025-06-06,CFG,O:CFG250620P00035000,2025-06-20,P,35.0,1086,554,21,647.145,1
2025-06-06,CFG,O:CFG250620P00040000,2025-06-20,P,40.0,1077,552,21,647.145,1
