data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-01-30,CFG,O:CFG250221C00042500,2025-02-21,C,42.5,1401,12,9,385.692,1
2025-03-07,CFG,O:CFG250321P00037500,2025-03-21,P,37.5,1279,30,9,385.692,3
2025-02-26,CFG,O:CFG250321P00037500,2025-03-21,P,37.5,533,111,9,385.692,10
2025-02-24,CFG,O:CFG250321P00037500,2025-03-21,P,37.5,1194,18,9,385.692,12
2025-04-16,CFG,O:CFG250417C00050000,2025-04-17,C,50.0,685,1,9,385.692,1
2025-05-15,CFG,O:CFG250516C00040000,2025-05-16,C,40.0,1841,5,9,385.692,1
2025-04-17,CFG,O:CFG250516C00040000,2025-05-16,C,40.0,1816,3,9,385.692,20
2025-06-06,CFG,O:CFG250620P00040000,2025-06-20,P,40.0,1077,552,9,385.692,1
2025-01-16,CFG,O:CFG250221P00040000,2025-02-21,P,40.0,490,78,9,385.692,22
2025-04-14,CFG,O:CFG250417P00030000,2025-04-17,P,30.0,965,55,9,385.692,1
2025-04-07,CFG,O:CFG250417P00030000,2025-04-17,P,30.0,463,214,9,385.692,6
2025-05-12,CFG,O:CFG250620C00040000,2025-06-20,C,40.0,637,66,9,385.692,19
2025-01-16,CFG,O:CFG250117P00045000,2025-01-17,P,45.0,497,98,9,385.692,1
2025-01-30,CFG,O:CFG250221C00037500,2025-02-21,C,37.5,1434,21,9,385.692,3
2025-03-27,CFG,O:CFG250417C00042500,2025-04-17,C,42.5,551,64,9,385.692,15
2025-03-26,CFG,O:CFG250417C00042500,2025-04-17,C,42.5,1368,81,9,385.692,16
2025-03-14,CFG,O:CFG250417C00042500,2025-04-17,C,42.5,1014,102,9,385.692,24
2025-03-21,CFG,O:CFG250417C00045000,2025-04-17,C,45.0,1843,151,9,385.692,10
2025-05-15,CFG,O:CFG250620C00045000,2025-06-20,C,45.0,1816,2,9,385.692,8
2025-04-15,CFG,O:CFG250417C00035000,2025-04-17,C,35.0,835,125,9,385.692,2
2025-04-14,CFG,O:CFG250417C00035000,2025-04-17,C,35.0,895,106,9,385.692,3
2025-04-10,CFG,O:CFG250417C00035000,2025-04-17,C,35.0,1080,84,9,385.692,5
2025-01-16,CFG,O:CFG250117C00047500,2025-01-17,C,47.5,496,127,9,385.692,1
2025-01-15,CFG,O:CFG250117C00050000,2025-01-17,C,50.0,1155,107,9,385.692,2
2025-01-21,CFG,O:CFG250221C00050000,2025-02-21,C,50.0,809,35,9,385.692,20
2025-01-17,CFG,O:CFG250221C00050000,2025-02-21,C,50.0,2058,58,9,385.692,21
2025-04-15,CFG,O:CFG250417C00037500,2025-04-17,C,37.5,3095,270,9,385.692,2
2025-05-06,CFG,O:CFG250516P00035000,2025-05-16,P,35.0,603,90,9,385.692,1
2025-05-02,CFG,O:CFG250516P00035000,2025-05-16,P,35.0,541,4,9,385.692,3
2025-04-29,CFG,O:CFG250516P00035000,2025-05-16,P,35.0,389,27,9,385.692,6
2025-04-25,CFG,O:CFG250516P00035000,2025-05-16,P,35.0,534,4,9,385.692,8
2025-04-22,CFG,O:CFG250516P00035000,2025-05-16,P,35.0,502,3,9,385.692,11
2025-04-16,CFG,O:CFG250516P00035000,2025-05-16,P,35.0,486,35,9,385.692,14
2025-03-20,CFG,O:CFG250321P00040000,2025-03-21,P,40.0,426,46,9,385.692,1
2025-03-12,CFG,O:CFG250321P00042500,2025-03-21,P,42.5,532,98,9,385.692,7
2025-02-24,CFG,O:CFG250321P00042500,2025-03-21,P,42.5,1076,9,9,385.692,19
2025-04-14,CFG,O:CFG250417P00040000,2025-04-17,P,40.0,851,2,9,385.692,1
2025-03-21,CFG,O:CFG250417P00040000,2025-04-17,P,40.0,574,88,9,385.692,17
2025-05-02,CFG,O:CFG250516C00037500,2025-05-16,C,37.5,555,70,9,385.692,10
2025-04-29,CFG,O:CFG250516C00037500,2025-05-16,C,37.5,440,30,9,385.692,13
2025-04-17,CFG,O:CFG250516C00037500,2025-05-16,C,37.5,468,27,9,385.692,20
2025-04-15,CFG,O:CFG250516C00037500,2025-05-16,C,37.5,681,32,9,385.692,22
2025-04-14,CFG,O:CFG250417P00032500,2025-04-17,P,32.5,441,5,9,385.692,3
2025-04-07,CFG,O:CFG250417P00032500,2025-04-17,P,32.5,459,219,9,385.692,8
2025-03-12,CFG,O:CFG250417P00032500,2025-04-17,P,32.5,532,98,9,385.692,26
2025-05-20,CFG,O:CFG250620C00042500,2025-06-20,C,42.5,839,61,9,385.692,7
2025-02-24,CFG,O:CFG250321C00045000,2025-03-21,C,45.0,489,11,9,385.692,14
2025-03-21,CFG,O:CFG250417P00037500,2025-04-17,P,37.5,543,85,9,385.692,19
2025-03-12,CFG,O:CFG250417P00037500,2025-04-17,P,37.5,557,118,9,385.692,26
