data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-04-14,PNC,O:PNC250425P00155000,2025-04-25,P,155.0,165,21,9,160.253,3
2025-06-04,PNC,O:PNC250613P00170000,2025-06-13,P,170.0,538,115,9,160.253,2
2025-01-14,PNC,O:PNC250117C00145000,2025-01-17,C,145.0,760,12,9,160.253,1
2025-01-15,PNC,O:PNC250117C00212500,2025-01-17,C,212.5,667,137,9,160.253,1
2025-01-16,PNC,O:PNC250117P00210000,2025-01-17,P,210.0,312,3,9,160.253,1
2025-02-14,PNC,O:PNC250221P00190000,2025-02-21,P,190.0,443,287,9,160.253,3
2025-03-06,PNC,O:PNC250321P00150000,2025-03-21,P,150.0,500,67,9,160.253,1
2025-02-27,PNC,O:PNC250328C00190000,2025-03-28,C,190.0,242,50,9,160.253,4
2025-04-14,PNC,O:PNC250417C00165000,2025-04-17,C,165.0,220,48,9,160.253,3
2025-04-10,PNC,O:PNC250417C00165000,2025-04-17,C,165.0,557,2,9,160.253,5
2025-04-23,PNC,O:PNC250516P00145000,2025-05-16,P,145.0,178,166,9,160.253,7
2025-04-17,PNC,O:PNC250516P00145000,2025-05-16,P,145.0,164,5,9,160.253,10
2025-05-21,PNC,O:PNC250530P00160000,2025-05-30,P,160.0,271,211,9,160.253,3
2025-01-29,PNC,O:PNC250131P00200000,2025-01-31,P,200.0,298,271,9,160.253,2
2025-02-07,PNC,O:PNC250221C00207500,2025-02-21,C,207.5,251,34,9,160.253,5
2025-01-31,PNC,O:PNC250221C00207500,2025-02-21,C,207.5,412,44,9,160.253,10
2025-03-06,PNC,O:PNC250321C00220000,2025-03-21,C,220.0,382,6,9,160.253,1
2025-02-21,PNC,O:PNC250328C00205000,2025-03-28,C,205.0,440,21,9,160.253,2
2025-03-21,PNC,O:PNC250404C00190000,2025-04-04,C,190.0,189,30,9,160.253,1
2025-04-02,PNC,O:PNC250404P00172500,2025-04-04,P,172.5,214,2,9,160.253,1
2025-04-14,PNC,O:PNC250417P00124000,2025-04-17,P,124.0,348,7,9,160.253,1
2025-04-16,PNC,O:PNC250417P00165000,2025-04-17,P,165.0,331,4,9,160.253,1
2025-04-16,PNC,O:PNC250417P00175000,2025-04-17,P,175.0,1802,3,9,160.253,1
2025-03-31,PNC,O:PNC250417P00175000,2025-04-17,P,175.0,1030,92,9,160.253,13
2025-04-16,PNC,O:PNC250417P00210000,2025-04-17,P,210.0,380,2,9,160.253,1
2025-04-28,PNC,O:PNC250502P00155000,2025-05-02,P,155.0,230,219,9,160.253,1
2025-04-14,PNC,O:PNC250516P00135000,2025-05-16,P,135.0,202,25,9,160.253,2
2025-05-09,PNC,O:PNC250516P00157500,2025-05-16,P,157.5,162,162,9,160.253,2
2025-05-02,PNC,O:PNC250516P00157500,2025-05-16,P,157.5,169,125,9,160.253,7
2025-05-21,PNC,O:PNC250530P00170000,2025-05-30,P,170.0,272,213,9,160.253,6
2025-01-14,PNC,O:PNC250117C00135000,2025-01-17,C,135.0,760,12,9,160.253,1
2025-01-14,PNC,O:PNC250117C00175000,2025-01-17,C,175.0,3897,54,9,160.253,3
2025-01-16,PNC,O:PNC250117C00207500,2025-01-17,C,207.5,196,28,9,160.253,1
2025-01-15,PNC,O:PNC250117C00207500,2025-01-17,C,207.5,707,83,9,160.253,2
2025-01-16,PNC,O:PNC250117P00182500,2025-01-17,P,182.5,714,79,9,160.253,1
2025-01-29,PNC,O:PNC250131P00195000,2025-01-31,P,195.0,269,268,9,160.253,1
2025-01-27,PNC,O:PNC250131P00195000,2025-01-31,P,195.0,234,7,9,160.253,3
2025-01-24,PNC,O:PNC250131P00195000,2025-01-31,P,195.0,406,111,9,160.253,4
2025-02-21,PNC,O:PNC250228P00185000,2025-02-28,P,185.0,192,41,9,160.253,5
2025-04-15,PNC,O:PNC250417P00152500,2025-04-17,P,152.5,257,64,9,160.253,2
2025-04-17,PNC,O:PNC250425P00145000,2025-04-25,P,145.0,168,43,9,160.253,3
2025-05-08,PNC,O:PNC250516P00185000,2025-05-16,P,185.0,206,4,9,160.253,2
2025-05-01,PNC,O:PNC250516P00185000,2025-05-16,P,185.0,240,3,9,160.253,7
2025-04-24,PNC,O:PNC250516P00185000,2025-05-16,P,185.0,240,3,9,160.253,12
2025-04-16,PNC,O:PNC250516P00185000,2025-05-16,P,185.0,280,2,9,160.253,17
2025-06-03,PNC,O:PNC250620C00192500,2025-06-20,C,192.5,223,25,9,160.253,1
