data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-06-06,USB,O:USB250613C00045000,2025-06-13,C,45.0,398,79,9,163.719,1
2025-06-06,USB,O:USB250613C00045500,2025-06-13,C,45.5,190,41,9,163.719,1
2025-06-02,USB,O:USB250613C00046500,2025-06-13,C,46.5,291,2,9,163.719,5
2025-06-02,USB,O:USB250613P00038000,2025-06-13,P,38.0,703,125,9,163.719,5
2025-06-05,USB,O:USB250613P00043000,2025-06-13,P,43.0,1292,2,9,163.719,2
2025-06-06,USB,O:USB250613P00045000,2025-06-13,P,45.0,500,1,9,163.719,1
2025-06-02,USB,O:USB250620C00042500,2025-06-20,C,42.5,175,3,9,163.719,5
2025-05-28,USB,O:USB250620C00044000,2025-06-20,C,44.0,351,9,9,163.719,8
2025-06-04,USB,O:USB250620C00045000,2025-06-20,C,45.0,407,23,9,163.719,3
2025-06-02,USB,O:USB250620P00035000,2025-06-20,P,35.0,275,38,9,163.719,5
2025-06-05,USB,O:USB250620P00039000,2025-06-20,P,39.0,1291,1,9,163.719,2
2025-06-05,USB,O:USB250620P00042500,2025-06-20,P,42.5,416,20,9,163.719,2
2025-06-06,USB,O:USB250620P00043000,2025-06-20,P,43.0,419,21,9,163.719,1
2025-06-03,USB,O:USB250620P00043000,2025-06-20,P,43.0,229,8,9,163.719,4
2025-06-03,USB,O:USB250620P00045000,2025-06-20,P,45.0,266,25,9,163.719,4
2025-05-28,USB,O:USB250627C00044000,2025-06-27,C,44.0,254,3,9,163.719,8
2025-06-04,USB,O:USB250627P00042000,2025-06-27,P,42.0,800,10,9,163.719,3
2025-06-02,USB,O:USB250703C00042000,2025-07-03,C,42.0,331,5,9,163.719,5
2025-06-04,USB,O:USB250703P00043000,2025-07-03,P,43.0,512,36,9,163.719,3
2025-06-02,USB,O:USB250718C00042500,2025-07-18,C,42.5,734,36,9,163.719,5
2025-06-04,USB,O:USB250718C00045000,2025-07-18,C,45.0,186,27,9,163.719,3
2025-05-29,USB,O:USB250718C00045000,2025-07-18,C,45.0,236,13,9,163.719,7
2025-06-03,USB,O:USB250718C00047500,2025-07-18,C,47.5,170,14,9,163.719,4
2025-06-05,USB,O:USB250718P00040000,2025-07-18,P,40.0,280,15,9,163.719,2
2025-06-06,USB,O:USB250718P00042500,2025-07-18,P,42.5,255,47,9,163.719,1
2025-05-27,USB,O:USB250718P00042500,2025-07-18,P,42.5,196,49,9,163.719,9
2025-06-06,USB,O:USB250725P00046000,2025-07-25,P,46.0,500,1,9,163.719,1
