security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ABL,Finance,Insurance - Life Insurance,0.55,,,,1,0__2,0,3,2.0,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0
ACIC,Finance,Insurance - Property and Casualty,0.55,4990.000000000001,8. p75_trade_value,5.0,17,10__0,10,3,0.0,6300.0,7230.0,7326.0,7347.6,7349.76,7349.98,7350.0
AFG,Finance,Insurance - Property and Casualty,0.55,3750.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0
AGO,Finance,Insurance - Multi line,0.55,,,,42,15__0,15,3,0.0,5036.0,9019.0,155722.1,240293.21,248750.32,249596.03,249680.6
AIZ,Finance,Insurance - Multi line,0.55,15480.000000000002,1. p999999_trade_value,1.0,4,5__3,5,3,3.0,12078.0,13779.0,15139.8,15445.98,15476.6,15479.66,15479.97
AMBC,Finance,Insurance - Property and Casualty,0.55,,,,45,15__0,15,3,0.0,47988.0,90024.0,197470.0,199747.0,199974.7,199997.47,199999.75
AXS,Finance,Insurance - Property and Casualty,0.55,,,,4,5__0,5,3,0.0,4663.0,4849.0,4997.8,5031.28,5034.63,5034.96,5035.0
BRO,Finance,Insurance - Brokerage,0.55,191040.0,1. p999999_trade_value,1.0,42,15__0,15,3,0.0,15150.4,85821.85,167395.71,188675.57,190803.56,191016.36,191037.64
CIA,Finance,Insurance - Life Insurance,0.55,3240.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0
CINF,Finance,Insurance - Property and Casualty,0.55,38000.0,6. p95_trade_value,3.0,41,15__0,15,3,0.0,11600.0,38000.0,252574.0,266214.4,267578.44,267714.84,267728.48
CNA,Finance,Insurance - Property and Casualty,0.55,36000.0,1. p999999_trade_value,1.0,2,5__3,5,3,3.0,33700.0,34850.0,35770.0,35977.0,35997.7,35999.77,35999.98
CNO,Finance,Insurance - Multi line,0.55,,,,2,5__3,5,3,3.0,16635.0,17317.5,17863.5,17986.35,17998.64,17999.86,17999.99
EHTH,Finance,Insurance - Brokerage,0.55,,,,6,10__0,10,3,0.0,6791.5,7095.75,7339.15,7393.92,7399.39,7399.94,7399.99
EQH,Finance,Insurance - Multi line,0.55,7650.0,8. p75_trade_value,4.0,15,10__2,10,3,2.0,11736.0,75024.0,190204.8,216120.48,218712.05,218971.2,218997.12
