security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
CCOI,Computer and Technology,Wireless National,0.75,,,,25,15__0,15,0.0,7085.0,8425.0,48249.6,59472.96,60595.3,60707.53,60718.75
GOGO,Computer and Technology,Wireless National,0.75,19800.0,1. p999999_trade_value,1.0,90,20__0,20,0.0,11253.6,13978.5,16008.6,19420.86,19762.09,19796.21,19799.62
LILA,Computer and Technology,Wireless National,0.75,,,,1,0__2,0,2.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0
T,Computer and Technology,Wireless National,0.75,168000.00000000003,4. p999_trade_value,3.0,2199,35__0,35,0.0,16322.0,25489.9,73590.8,162371.65,632228.26,715070.33,723354.53
TMUS,Computer and Technology,Wireless National,0.75,,,,3923,35__1,35,1.0,14424.0,22640.4,66912.0,236781.47,1326636.53,1834001.15,1884737.62
USM,Computer and Technology,Wireless National,0.75,53535.0,1. p999999_trade_value,1.0,12,10__0,10,0.0,38500.0,46090.75,52046.15,53386.12,53520.11,53533.51,53534.85
VZ,Computer and Technology,Wireless National,0.75,214957.00000000003,4. p999_trade_value,5.0,3926,35__0,35,0.0,13000.0,21225.75,59272.25,214957.0,329010.0,338901.0,339890.1
