security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
CTAS,Business Services,Business - Services,30__2,30,2,2.0,1. p999999_trade_value,316260.0,316260.0,O:CTAS250417P00190000,CTAS,P,190.0,2025-04-17,233,0,302,3.15,1743785348733000000,1004,316260.0,2025-04-04,3000.0,30,True,Multi Leg Auction,Business Services,Business - Services,204.57,204.57,190.14,190.33,1,5.500044266598601,20,1,1,0,0,0
DNB,Business Services,Business - Information Services,20__0,20,2,0.0,1. p999999_trade_value,79820.0,79820.0,O:DNB250221C00012500,DNB,C,12.5,2025-02-21,231,0,313,0.2,1737568587744000000,3991,79820.0,2025-01-22,3000.0,30,True,Single Leg Floor Trade,Business Services,Business - Information Services,11.44,11.61,11.43,11.6,1,4.902111723448004,20,1,1,0,0,0
FDS,Business Services,Business - Information Services,25__0,25,2,0.0,1. p999999_trade_value,34629.0,34629.0,O:FDS250620P00420000,FDS,P,420.0,2025-06-20,232,0,322,3.57,1748971700947000000,97,34629.0,2025-06-03,3000.0,30,True,Multi Leg auto-electronic trade,Business Services,Business - Information Services,454.84,455.725,431.16,434.52,1,4.539439950378438,20,1,1,0,0,0
FDS,Business Services,Business - Information Services,25__0,25,2,0.0,5. p99_trade_value,20880.0,20880.0,O:FDS250620P00420000,FDS,P,420.0,2025-06-20,232,0,322,3.6,1748971696071000000,58,20880.0,2025-06-03,3000.0,30,True,Multi Leg auto-electronic trade,Business Services,Business - Information Services,454.84,455.725,431.16,434.52,2,4.319730494330225,20,1,1,0,0,0
IRM,Business Services,Business - Information Services,25__0,25,2,0.0,1. p999999_trade_value,276675.0,276675.0,O:IRM241018C00120000,IRM,C,120.0,2024-10-18,239,0,302,2.17,1727374559979000000,1275,276675.0,2024-09-26,3000.0,30,True,Multi Leg floor trade against single leg(s),Business Services,Business - Information Services,119.32,119.5,116.71,117.31,1,5.441969918618503,20,1,1,1,1,0
WNS,Business Services,Business - Services,20__3,20,2,3.0,6. p95_trade_value,86580.0,243460.0,O:WNS250221C00065000,WNS,C,65.0,2025-02-21,231,0,301,1.4,1737736217464000000,1739,243460.0,2025-01-24,3000.0,30,True,Single Leg Floor Trade,Business Services,Business - Services,61.63,63.58,61.13,62.41,2,5.38642761768095,20,1,1,0,0,0
WNS,Business Services,Business - Services,20__3,20,2,3.0,1. p999999_trade_value,462500.0,462500.0,O:WNS250321P00055000,WNS,P,55.0,2025-03-21,235,0,301,1.85,1740080048942000000,2500,462500.0,2025-02-20,3000.0,30,True,Multi Leg floor trade,Business Services,Business - Services,58.09,58.421,56.6,57.67,1,5.665111737075051,20,1,1,0,0,0
WNS,Business Services,Business - Services,20__3,20,2,3.0,6. p95_trade_value,86580.0,243460.0,O:WNS250516P00065000,WNS,P,65.0,2025-05-16,235,0,300,3.2,1744912369226000000,271,86720.0,2025-04-17,3000.0,30,True,Multi Leg floor trade,Business Services,Business - Services,66.44,67.99,65.67,66.58,4,4.938119269194312,20,1,1,1,1,0
WNS,Business Services,Business - Services,20__3,20,2,3.0,6. p95_trade_value,86580.0,243460.0,O:WNS250516P00060000,WNS,P,60.0,2025-05-16,234,0,302,1.95,1745433003205000000,444,86580.0,2025-04-23,3000.0,30,True,Multi Leg Cross,Business Services,Business - Services,65.3,66.0,64.03,64.9,5,4.9374175814771375,20,1,1,1,1,0
WNS,Business Services,Business - Services,20__3,20,2,3.0,6. p95_trade_value,86580.0,243460.0,O:WNS250516P00050000,WNS,P,50.0,2025-05-16,239,0,302,0.6,1745941128046000000,2500,150000.0,2025-04-29,3000.0,30,True,Multi Leg floor trade against single leg(s),Business Services,Business - Services,59.0,60.73,58.45,60.0,3,5.176091259055681,20,1,0,0,0,1
