security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
CNM,Industrial Products,Manufacturing - Tools & Related Products,0.55,,,,371,25__0,25,0.0,41030.0,82600.0,205796.2,465931.26,562968.13,572671.81,573642.18
CR,Industrial Products,Manufacturing - General Industrial ,0.55,742500.0,1. p999999_trade_value,1.0,225,25__0,25,0.0,53640.0,89014.0,190321.68,634980.0,731748.0,741424.8,742392.48
DOV,Industrial Products,Manufacturing - General Industrial ,0.55,387000.0,1. p999999_trade_value,1.0,255,25__0,25,0.0,47210.4,93033.5,148380.0,352202.0,383520.2,386652.02,386965.2
FERG,Industrial Products,Manufacturing - General Industrial ,0.55,62500.0,5. p99_trade_value,3.0,253,25__1,25,1.0,10644.4,14390.0,57245.4,678793.0,865279.3,883927.93,885792.79
GTLS,Industrial Products,Manufacturing - General Industrial ,0.55,7700.0,8. p75_trade_value,134.0,530,25__1,25,1.0,13011.0,17906.75,29500.0,302168.5,360966.85,366846.69,367434.67
HUBB,Industrial Products,Manufacturing - Electrical Utilities ,0.55,10869.999999999998,8. p75_trade_value,80.0,318,25__1,25,1.0,18966.0,45210.0,182219.6,438726.8,495672.68,501367.27,501936.73
IR,Industrial Products,Manufacturing - General Industrial ,0.55,31500.0,6. p95_trade_value,13.0,254,25__1,25,1.0,16570.0,29658.55,83317.8,133981.92,147498.19,148849.82,148984.98
PLUG,Industrial Products,Manufacturing - Electronics,0.55,175800.0,1. p999999_trade_value,1.0,414,25__1,25,1.0,13496.9,19673.95,61992.5,134568.56,171676.86,175387.69,175758.77
RRX,Industrial Products,Manufacturing - General Industrial ,0.55,,,,193,25__0,25,0.0,22368.0,61840.0,256995.6,305704.0,312270.4,312927.04,312992.7
SWK,Industrial Products,Manufacturing - Tools & Related Products,0.55,140000.0,1. p999999_trade_value,1.0,466,25__1,25,1.0,16128.0,29153.75,62222.65,121180.52,138118.05,139811.81,139981.18
TRMB,Industrial Products,Manufacturing - General Industrial ,0.55,216840.0,5. p99_trade_value,2.0,190,25__1,25,1.0,11758.5,54379.4,208723.2,332602.14,356882.21,359310.22,359553.02
ZBRA,Industrial Products,Manufacturing - Thermal Products,0.55,78000.0,1. p999999_trade_value,1.0,244,25__1,25,1.0,13887.0,26067.5,49570.0,75084.0,77708.4,77970.84,77997.08
