security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AESI,Oils-Energy,Oil and Gas - Integrated - United States,0.65,10000.0,1. p999999_trade_value,1.0,16,10__0,10,0.0,7450.0,8125.0,9625.0,9962.5,9996.25,9999.63,9999.96
AM,Oils-Energy,Oil and Gas - Integrated - United States,0.65,5145.0,8. p75_trade_value,2.0,8,10__0,10,0.0,6001.5,7000.75,7800.15,7980.02,7998.0,7999.8,7999.98
DKL,Oils-Energy,Oil and Gas - Production Pipeline - MLB,0.65,31680.0,8. p75_trade_value,2.0,6,10__0,10,0.0,32340.0,32670.0,32934.0,32993.4,32999.34,32999.93,32999.99
EC,Oils-Energy,Oil and Gas - Integrated - International,0.65,5135.0,8. p75_trade_value,2.0,7,10__0,10,0.0,5975.0,6605.0,7109.0,7222.4,7233.74,7234.87,7234.99
GPOR,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.65,,,,7,10__3,10,3.0,81600.0,103800.0,121560.0,125556.0,125955.6,125995.56,125999.56
IMO,Oils-Energy,Oil and Gas - Integrated - Canadian,0.65,,,,6,10__0,10,0.0,7087.5,7293.75,7458.75,7495.88,7499.59,7499.96,7500.0
KOS,Oils-Energy,Oil and Gas - Exploration and Production - International,0.65,5000.0,8. p75_trade_value,3.0,9,10__0,10,0.0,8318.4,13141.2,16999.44,17867.54,17954.35,17963.04,17963.9
NINE,Oils-Energy,Oil and Gas - Field Services,0.65,,,,10,10__0,10,0.0,6711.0,7075.5,7367.1,7432.71,7439.27,7439.93,7439.99
NOV,Oils-Energy,Oil and Gas - Mechanical and and Equipment,0.65,87071.99999999999,1. p999999_trade_value,1.0,12,10__3,10,3.0,57605.0,73392.4,84336.08,86798.41,87044.64,87069.26,87071.73
OII,Oils-Energy,Oil and Gas - Field Services,0.65,12750.0,1. p999999_trade_value,1.0,14,10__0,10,0.0,10000.0,10962.5,12392.5,12714.25,12746.43,12749.64,12749.96
PAGP,Oils-Energy,Oil and Gas - Production and Pipelines,0.65,,,,10,10__0,10,0.0,5942.4,6043.2,6123.84,6141.98,6143.8,6143.98,6144.0
SUN,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,0.65,,,,14,10__0,10,0.0,19667.0,32030.0,45446.0,48464.6,48766.46,48796.65,48799.66
VET,Oils-Energy,Oil and Gas - Exploration and Production - International,0.65,,,,6,10__0,10,0.0,7440.0,7700.0,7908.0,7954.8,7959.48,7959.95,7959.99
VTS,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.65,5400.0,8. p75_trade_value,2.0,6,10__0,10,0.0,8700.0,10350.0,11670.0,11967.0,11996.7,11999.67,11999.97
