security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ACA,Construction,Building Products - Miscellaneous,0.55,30000.0,8. p75_trade_value,3.0,11,10__0,10,3,0.0,46575.0,60637.5,71887.5,74418.75,74671.88,74697.19,74699.72
AWI,Construction,Building Products - Miscellaneous,0.55,6250.0,8. p75_trade_value,5.0,18,15__0,15,3,0.0,15402.0,25976.0,29675.2,30507.52,30590.75,30599.08,30599.91
BCC,Construction,Building Products - Wood,0.55,4500.0,8. p75_trade_value,2.0,7,10__0,10,3,0.0,4740.0,4920.0,5064.0,5096.4,5099.64,5099.96,5100.0
BZH,Construction,Building Products - Home Builders,0.55,,,,48,15__0,15,3,0.0,14164.5,19535.25,32474.4,33523.44,33628.34,33638.83,33639.88
CCS,Construction,Building Products - Home Builders,0.55,60000.0,1. p999999_trade_value,1.0,25,15__0,15,3,0.0,8520.0,21720.0,51600.0,59160.0,59916.0,59991.6,59999.16
CVCO,Construction,Building Products - Mobile Homes and RV Builders,0.55,,,,51,15__0,15,3,0.0,12980.0,20820.0,123900.0,187530.0,193893.0,194529.3,194592.93
CX,Construction,Building Products - Concrete and Aggregates,0.55,8151.000000000001,8. p75_trade_value,6.0,23,15__0,15,3,0.0,16877.2,17960.0,62460.0,73746.0,74874.6,74987.46,74998.75
DFH,Construction,Building Products - Home Builders,0.55,,,,14,10__0,10,3,0.0,15540.0,21092.5,25018.5,25901.85,25990.18,25999.02,25999.9
EXP,Construction,Building Products - Concrete and Aggregates,0.55,,,,45,15__0,15,3,0.0,12672.0,14782.0,16112.8,16461.28,16496.13,16499.61,16499.96
FTDR,Construction,Building Products - Miscellaneous,0.55,,,,15,10__2,10,3,2.0,49427.6,64492.2,92578.44,98897.84,99529.78,99592.98,99599.3
GLDD,Construction,Building Products - Heavy Construction,0.55,5625.0,1. p999999_trade_value,1.0,2,5__0,5,3,0.0,5503.5,5564.25,5612.85,5623.79,5624.88,5624.99,5625.0
GVA,Construction,Building Products - Heavy Construction,0.55,21560.0,1. p999999_trade_value,1.0,17,10__0,10,3,0.0,13700.0,20312.0,21310.4,21535.04,21557.5,21559.75,21559.98
IBP,Construction,Building Products - Miscellaneous,0.55,,,,19,15__0,15,3,0.0,7089.6,9750.0,15150.0,16365.0,16486.5,16498.65,16499.86
JELD,Construction,Building Products - Wood,0.55,,,,3,5__0,5,3,0.0,3918.0,3939.0,3955.8,3959.58,3959.96,3960.0,3960.0
JHX,Construction,Building Products - Miscellaneous,0.55,14800.0,8. p75_trade_value,3.0,10,10__2,10,3,2.0,51000.0,78000.0,99600.0,104460.0,104946.0,104994.6,104999.46
LOMA,Construction,Building Products - Home Builders,0.55,8294.999999999998,8. p75_trade_value,2.0,9,10__0,10,3,0.0,11636.0,18318.0,23663.6,24866.36,24986.64,24998.66,24999.87
MTH,Construction,Building Products - Home Builders,0.55,,,,40,15__0,15,3,0.0,9312.0,10633.0,37281.84,51161.78,52549.78,52688.58,52702.46
NX,Construction,Building Products - Miscellaneous,0.55,,,,28,15__0,15,3,0.0,27414.0,35832.0,66645.4,76846.54,77866.65,77968.67,77978.87
ORN,Construction,Building Products - Heavy Construction,0.55,,,,2,5__0,5,3,0.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0
PATK,Construction,Building Products - Mobile Homes and RV Builders,0.55,349800.0,1. p999999_trade_value,1.0,24,15__1,15,3,1.0,96400.0,181290.0,313368.0,346156.8,349435.68,349763.57,349796.36
PCH,Construction,Building Products - Wood,0.55,6789.999999999999,8. p75_trade_value,2.0,6,10__0,10,3,0.0,31395.0,43697.5,53539.5,55753.95,55975.4,55997.54,55999.75
ROAD,Construction,Building Products - Miscellaneous,0.55,17640.0,8. p75_trade_value,6.0,22,15__0,15,3,0.0,22572.0,31771.5,91697.5,105919.75,107341.98,107484.2,107498.42
ROCK,Construction,Building Products - Miscellaneous,0.55,7325.0,8. p75_trade_value,4.0,13,10__2,10,3,2.0,31465.0,69500.0,107900.0,116540.0,117404.0,117490.4,117499.04
SSD,Construction,Building Products - Miscellaneous,0.55,,,,9,10__0,10,3,0.0,9120.0,10860.0,12252.0,12565.2,12596.52,12599.65,12599.97
TMHC,Construction,Building Products - Home Builders,0.55,4290.0,8. p75_trade_value,3.0,10,10__0,10,3,0.0,6306.0,7953.0,9270.6,9567.06,9596.71,9599.67,9599.97
TPC,Construction,Building Products - Heavy Construction,0.55,,,,28,15__0,15,3,0.0,8800.0,10260.5,11605.86,11917.39,11948.54,11951.65,11951.97
TPH,Construction,Building Products - Home Builders,0.55,4160.0,1. p999999_trade_value,1.0,2,5__0,5,3,0.0,4064.0,4112.0,4150.4,4159.04,4159.9,4159.99,4160.0
UFPI,Construction,Building Products - Wood,0.55,19500.0,1. p999999_trade_value,1.0,4,5__3,5,3,3.0,16044.0,17772.0,19154.4,19465.44,19496.54,19499.65,19499.97
USLM,Construction,Building Products - Concrete and Aggregates,0.55,4144.0,1. p999999_trade_value,1.0,3,5__0,5,3,0.0,4052.4,4098.2,4134.84,4143.08,4143.91,4143.99,4144.0
WFG,Construction,Building Products - Wood,0.55,7761.0,8. p75_trade_value,8.0,31,15__0,15,3,0.0,8400.0,8400.0,16380.0,19458.0,19765.8,19796.58,19799.66
WMS,Construction,Building Products - Miscellaneous,0.55,258000.0,1. p999999_trade_value,1.0,43,15__0,15,3,0.0,19594.4,44617.5,179040.0,250104.0,257210.4,257921.04,257992.1
WOR,Construction,Building Products - Wood,0.55,13500.0,1. p999999_trade_value,1.0,18,15__0,15,3,0.0,8871.5,9598.5,12719.7,13421.97,13492.2,13499.22,13499.92
WY,Construction,Building Products - Wood,0.55,,,,43,15__0,15,3,0.0,9495.0,10436.0,26597.0,36859.7,37885.97,37988.6,37998.86
