security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
PATK,Construction,Building Products - Mobile Homes and RV Builders,15__1,15,3,1.0,1. p999999_trade_value,349800.0,349800.0,O:PATK250221P00090000,PATK,P,90.0,2025-02-21,235,0,301,2.65,1738773557255000000,1320,349800.0,2025-02-05,3000.0,30,True,Multi Leg floor trade,Construction,Building Products - Mobile Homes and RV Builders,96.45,98.6,96.265,97.69,1,5.5438198051426575,20,1,1,1,0,0
PCH,Construction,Building Products - Wood,10__0,10,3,0.0,8. p75_trade_value,6789.999999999999,6789.999999999999,O:PCH241018P00045000,PCH,P,45.0,2024-10-18,209,0,313,0.7,1727103411093000000,97,6789.999999999999,2024-09-23,3000.0,30,True,Automatic Execution,Construction,Building Products - Wood,45.61,45.965,45.075,45.13,2,3.8318697742805017,20,2,1,1,1,0
PCH,Construction,Building Products - Wood,10__0,10,3,0.0,1. p999999_trade_value,56000.0,56000.0,O:PCH241018P00045000,PCH,P,45.0,2024-10-18,231,0,313,0.8,1727103458013000000,700,56000.0,2024-09-23,3000.0,30,True,Single Leg Floor Trade,Construction,Building Products - Wood,45.61,45.965,45.075,45.13,1,4.748188027006201,20,1,1,1,1,0
ROAD,Construction,Building Products - Miscellaneous,15__0,15,3,0.0,7. p90_trade_value,22680.0,22680.0,O:ROAD250221P00080000,ROAD,P,80.0,2025-02-21,209,0,303,3.6,1737653317791000000,63,22680.0,2025-01-23,3000.0,30,True,Automatic Execution,Construction,Building Products - Miscellaneous,85.17,87.4899,80.7812,82.58,3,4.355643050220869,20,2,1,1,1,0
ROAD,Construction,Building Products - Miscellaneous,15__0,15,3,0.0,1. p999999_trade_value,107500.0,107500.0,O:ROAD250221P00080000,ROAD,P,80.0,2025-02-21,227,0,323,4.3,1737651679452000000,250,107500.0,2025-01-23,3000.0,30,True,Single Leg Auction Non ISO,Construction,Building Products - Miscellaneous,85.17,87.4899,80.7812,82.58,1,5.031408464251625,20,1,1,1,1,0
ROAD,Construction,Building Products - Miscellaneous,15__0,15,3,0.0,8. p75_trade_value,17640.0,21600.0,O:ROAD250221P00080000,ROAD,P,80.0,2025-02-21,209,0,318,3.6,1737653317791000000,49,17640.0,2025-01-23,3000.0,30,True,Automatic Execution,Construction,Building Products - Miscellaneous,85.17,87.4899,80.7812,82.58,6,4.246498580795801,20,4,1,1,1,0
ROAD,Construction,Building Products - Miscellaneous,15__0,15,3,0.0,8. p75_trade_value,17640.0,21600.0,O:ROAD250221P00080000,ROAD,P,80.0,2025-02-21,209,0,315,3.6,1737653317791000000,60,21600.0,2025-01-23,3000.0,30,True,Automatic Execution,Construction,Building Products - Miscellaneous,85.17,87.4899,80.7812,82.58,4,4.334453751150931,20,2,1,1,1,0
ROAD,Construction,Building Products - Miscellaneous,15__0,15,3,0.0,6. p95_trade_value,32250.0,32250.0,O:ROAD250221P00075000,ROAD,P,75.0,2025-02-21,209,0,308,2.5,1738094538368000000,129,32250.0,2025-01-28,3000.0,30,True,Automatic Execution,Construction,Building Products - Miscellaneous,80.71,82.1,77.125,78.8,2,4.508529718971286,20,1,1,1,1,0
ROAD,Construction,Building Products - Miscellaneous,15__0,15,3,0.0,8. p75_trade_value,17640.0,21600.0,O:ROAD250221P00075000,ROAD,P,75.0,2025-02-21,227,0,323,2.49,1738094544548000000,79,19671.0,2025-01-28,3000.0,30,True,Single Leg Auction Non ISO,Construction,Building Products - Miscellaneous,80.71,82.1,77.125,78.8,5,4.293826438386178,20,3,1,1,1,0
ROCK,Construction,Building Products - Miscellaneous,10__2,10,3,2.0,7. p90_trade_value,37500.0,37500.0,O:ROCK241115P00065000,ROCK,P,65.0,2024-11-15,235,0,301,1.25,1729089501050000000,300,37500.0,2024-10-16,3000.0,30,True,Multi Leg floor trade,Construction,Building Products - Miscellaneous,67.53,68.54,67.12,67.35,2,4.574031267727719,20,2,1,0,0,0
