security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ASGN,Computer and Technology,Computers - IT Services,0.55,30000.0,1. p999999_trade_value,1.0,11,10__0,10,3,0.0,22500.0,26250.0,29250.0,29925.0,29992.5,29999.25,29999.93
BZUN,Computer and Technology,Computers - IT Services,0.55,,,,8,10__0,10,3,0.0,15841.5,20095.75,23499.15,24264.92,24341.49,24349.15,24349.91
DAVA,Computer and Technology,Computers - IT Services,0.55,,,,29,15__0,15,3,0.0,20125.0,21570.0,23460.0,23901.0,23945.1,23949.51,23949.95
DOX,Computer and Technology,Computers - IT Services,0.55,45000.0,1. p999999_trade_value,1.0,9,10__0,10,3,0.0,21400.0,33200.0,42640.0,44764.0,44976.4,44997.64,44999.76
DXC,Computer and Technology,Computers - IT Services,0.55,,,,18,15__0,15,3,0.0,10106.0,20193.75,56658.75,64863.38,65683.84,65765.88,65774.09
EVLV,Computer and Technology,Computers - IT Services,0.55,17988.0,6. p95_trade_value,2.0,24,15__0,15,3,0.0,13409.0,17389.8,19537.24,19953.72,19995.37,19999.54,19999.95
G,Computer and Technology,Computers - IT Services,0.55,3569.9999999999995,2. p99999_trade_value,1.0,3,5__0,5,3,0.0,3490.8,3530.4,3562.08,3569.21,3569.92,3569.99,3570.0
GDYN,Computer and Technology,Computers - IT Services,0.55,6750.0,8. p75_trade_value,2.0,5,5__0,5,3,0.0,7668.0,7974.0,8218.8,8273.88,8279.39,8279.94,8279.99
JKHY,Computer and Technology,Computers - IT Services,0.55,4248.0,8. p75_trade_value,5.0,18,15__0,15,3,0.0,7193.0,12145.2,15523.44,16283.54,16359.55,16367.16,16367.92
ROP,Computer and Technology,Computers - IT Services,0.55,,,,52,15__0,15,3,0.0,7270.0,21395.0,82747.85,127943.28,132462.83,132914.78,132959.98
STEM,Computer and Technology,Computers - IT Services,0.55,,,,14,10__0,10,3,0.0,12770.6,17822.7,23564.54,24856.45,24985.65,24998.56,24999.86
TASK,Computer and Technology,Computers - IT Services,0.55,12960.0,8. p75_trade_value,5.0,20,15__0,15,3,0.0,18750.0,30003.0,30048.6,30058.86,30059.89,30059.99,30060.0
TBLA,Computer and Technology,Computers - IT Services,0.55,,,,1,0__2,0,3,2.0,4482.0,4482.0,4482.0,4482.0,4482.0,4482.0,4482.0
TLS,Computer and Technology,Computers - IT Services,0.55,,,,1,0__2,0,3,2.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0
UIS,Computer and Technology,Computers - IT Services,0.55,4500.0,1. p999999_trade_value,1.0,4,5__0,5,3,0.0,4200.0,4350.0,4470.0,4497.0,4499.7,4499.97,4500.0
