security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
ASGN,Computer and Technology,Computers - IT Services,10__0,10,3,0.0,1. p999999_trade_value,30000.0,30000.0,O:ASGN241115C00095000,ASGN,C,95.0,2024-11-15,209,0,320,1.0,1730470403451000000,300,30000.0,2024-11-01,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,92.68,92.86,90.69,91.06,1,4.477121254719663,20,1,1,0,0,0
DOX,Computer and Technology,Computers - IT Services,10__0,10,3,0.0,1. p999999_trade_value,45000.0,45000.0,O:DOX241115P00090000,DOX,P,90.0,2024-11-15,209,0,325,0.9,1731428331337000000,500,45000.0,2024-11-12,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,92.6,93.32,92.4489,92.71,1,4.653212513775344,20,1,1,1,1,0
EVLV,Computer and Technology,Computers - IT Services,15__0,15,3,0.0,6. p95_trade_value,17988.0,17988.0,O:EVLV241220C00004000,EVLV,C,4.0,2024-12-20,209,0,325,0.12,1732636417456000000,1499,17988.0,2024-11-26,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,3.34,3.5,2.825,3.44,2,4.2549828788959045,20,1,1,0,0,0
EVLV,Computer and Technology,Computers - IT Services,15__0,15,3,0.0,1. p999999_trade_value,20000.0,20000.0,O:EVLV250516C00005000,EVLV,C,5.0,2025-05-16,209,0,323,0.2,1745934236332000000,1000,20000.0,2025-04-29,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,4.5,4.57,4.06,4.1,1,4.301029995663981,20,1,1,1,1,0
G,Computer and Technology,Computers - IT Services,5__0,5,3,0.0,2. p99999_trade_value,3569.9999999999995,3569.9999999999995,O:G250221C00050000,G,C,50.0,2025-02-21,209,0,309,0.7,1738086951868000000,51,3569.9999999999995,2025-01-28,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,46.38,47.839,46.1,47.64,1,3.552668216112193,20,1,1,1,1,0
GDYN,Computer and Technology,Computers - IT Services,5__0,5,3,0.0,8. p75_trade_value,6750.0,6750.0,O:GDYN250221P00022500,GDYN,P,22.5,2025-02-21,209,0,313,0.75,1739199131915000000,90,6750.0,2025-02-10,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,24.08,24.4,22.75,22.95,2,3.829303772831025,20,2,1,1,1,0
GDYN,Computer and Technology,Computers - IT Services,5__0,5,3,0.0,1. p999999_trade_value,8280.0,8280.0,O:GDYN250321P00020000,GDYN,P,20.0,2025-03-21,209,0,309,1.15,1740079724416000000,72,8280.0,2025-02-20,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,21.3,21.34,20.4,20.48,1,3.9180303367848803,20,1,1,1,1,0
JKHY,Computer and Technology,Computers - IT Services,15__0,15,3,0.0,1. p999999_trade_value,16368.0,16368.0,O:JKHY241115P00180000,JKHY,P,180.0,2024-11-15,233,0,312,3.72,1730749966720000000,44,16368.0,2024-11-04,3000.0,30,True,Multi Leg Auction,Computer and Technology,Computers - IT Services,183.06,186.41,183.06,184.32,1,4.213995616368085,20,1,1,1,1,0
JKHY,Computer and Technology,Computers - IT Services,15__0,15,3,0.0,7. p90_trade_value,11400.0,11400.0,O:JKHY250221P00170000,JKHY,P,170.0,2025-02-21,209,0,316,3.0,1738693133398000000,38,11400.0,2025-02-04,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,174.14,175.24,172.48,174.08,2,4.056904851336473,20,2,1,1,0,0
JKHY,Computer and Technology,Computers - IT Services,15__0,15,3,0.0,8. p75_trade_value,4248.0,5390.000000000001,O:JKHY250221P00170000,JKHY,P,170.0,2025-02-21,209,0,316,3.0,1738693094179000000,15,4500.0,2025-02-04,3000.0,30,True,Automatic Execution,Computer and Technology,Computers - IT Services,174.14,175.24,172.48,174.08,4,3.6532125137753435,20,4,1,1,0,0
