security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AGRO,Consumer Staples,Agriculture - Operations,0.55,,,,7,10__0,10,3,0.0,11880.0,17400.0,21816.0,22809.6,22908.96,22918.9,22919.89
AVO,Consumer Staples,Agriculture - Operations,0.55,,,,2,5__0,5,3,0.0,7125.0,7312.5,7462.5,7496.25,7499.63,7499.96,7500.0
CDZI,Consumer Staples,Agriculture - Operations,0.55,,,,4,5__0,5,3,0.0,6748.2,7124.1,7424.82,7492.48,7499.25,7499.92,7499.99
CVGW,Consumer Staples,Agriculture - Operations,0.55,,,,14,10__0,10,3,0.0,8267.5,9191.25,9438.25,9493.83,9499.38,9499.94,9499.99
DOLE,Consumer Staples,Agriculture - Operations,0.55,,,,1,0__2,0,3,2.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0
FDP,Consumer Staples,Agriculture - Operations,0.55,8800.0,7. p90_trade_value,2.0,19,15__0,15,3,0.0,8480.0,9765.0,16713.0,18276.3,18432.63,18448.26,18449.83
LMNR,Consumer Staples,Agriculture - Operations,0.55,6900.0,1. p999999_trade_value,1.0,10,10__0,10,3,0.0,5990.1,6445.05,6809.01,6890.9,6899.09,6899.91,6899.99
