security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
AGRO,Consumer Staples,Agriculture - Operations,10__0,10,3,0.0,1. p999999_trade_value,22920.0,22920.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
AGRO,Consumer Staples,Agriculture - Operations,10__0,10,3,0.0,8. p75_trade_value,4520.0,4520.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
AVO,Consumer Staples,Agriculture - Operations,5__0,5,3,0.0,1. p999999_trade_value,7500.0,7500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CDZI,Consumer Staples,Agriculture - Operations,5__0,5,3,0.0,1. p999999_trade_value,7500.0,7500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CVGW,Consumer Staples,Agriculture - Operations,10__0,10,3,0.0,1. p999999_trade_value,9500.0,9500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CVGW,Consumer Staples,Agriculture - Operations,10__0,10,3,0.0,7. p90_trade_value,9025.0,9025.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
CVGW,Consumer Staples,Agriculture - Operations,10__0,10,3,0.0,8. p75_trade_value,6500.0,5250.0,2.0,2.0,1.0,0.55,2. BELOW BASELINE,3.0,4.0,0.75
DOLE,Consumer Staples,Agriculture - Operations,0__2,0,3,2.0,1. p999999_trade_value,3840.0000000000005,3840.0000000000005,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
FDP,Consumer Staples,Agriculture - Operations,15__0,15,3,0.0,1. p999999_trade_value,18450.0,18450.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
FDP,Consumer Staples,Agriculture - Operations,15__0,15,3,0.0,7. p90_trade_value,8800.0,8800.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
FDP,Consumer Staples,Agriculture - Operations,15__0,15,3,0.0,8. p75_trade_value,8400.000000000002,5699.999999999999,1.0,3.0,0.3333333333333333,0.55,2. BELOW BASELINE,3.0,5.0,0.6
LMNR,Consumer Staples,Agriculture - Operations,10__0,10,3,0.0,1. p999999_trade_value,6900.0,6900.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
LMNR,Consumer Staples,Agriculture - Operations,10__0,10,3,0.0,8. p75_trade_value,5889.0,4025.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
