security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ALLY,Finance,Financial - Consumer Loans,0.55,,,,766,30__2,30,2,2.0,18875.0,33816.0,132624.8,279480.0,395148.0,406714.8,407871.48
AMP,Finance,Financial - Investment Management,0.55,,,,187,25__0,25,2,0.0,13296.0,16575.0,28271.6,32430.84,32943.08,32994.31,32999.43
APLD,Finance,Financial - Miscellaneous Services,0.55,,,,5346,35__0,35,2,0.0,16099.0,27960.0,98100.0,357271.75,657583.86,686915.89,689849.09
APO,Finance,Financial - Investment Management,0.55,,,,5130,35__0,35,2,0.0,16000.0,25300.0,57312.17,151742.0,556761.6,601076.16,605507.62
ARCC,Finance,Financial - SBIC & Commercial Industry,0.55,,,,78,20__3,20,2,3.0,29750.0,100950.0,128450.0,138845.0,139884.5,139988.45,139998.84
ARES,Finance,Financial - Investment Management,0.55,,,,276,25__0,25,2,0.0,20142.0,45855.0,145172.75,174717.8,179471.78,179947.18,179994.72
AXP,Finance,Financial - Miscellaneous Services,0.55,,,,9225,40__0,40,2,0.0,15367.0,25045.0,62740.8,276088.0,711171.46,1151621.15,1195666.11
BAC,Finance,Financial - Investment Bank,0.55,240000.0,4. p999_trade_value,15.0,13151,40__0,40,2,0.0,15631.0,25620.5,65570.0,240000.0,832643.05,1121324.76,1150939.48
BAM,Finance,Financial - Miscellaneous Services,0.55,5850.0,8. p75_trade_value,72.0,287,25__0,25,2,0.0,9012.0,11928.0,112345.2,182406.3,196035.63,197398.56,197534.86
BLK,Finance,Financial - Investment Management,0.55,,,,3773,35__0,35,2,0.0,15879.8,24740.0,61839.72,150510.72,213684.0,223868.4,224886.84
BULL,Finance,Financial - Miscellaneous Services,0.55,800000.0,1. p999999_trade_value,1.0,2049,35__0,35,2,0.0,14700.0,23394.0,54785.16,202141.08,689408.0,788940.8,798894.08
BX,Finance,Financial - Miscellaneous Services,0.55,837600.0,1. p999999_trade_value,2.0,6177,40__3,40,2,3.0,14702.4,23556.0,62154.8,246490.54,837600.0,837600.0,837600.0
C,Finance,Financial - Investment Bank,0.55,920465.0,1. p999999_trade_value,1.0,16327,40__0,40,2,0.0,16210.4,25284.0,70467.24,303746.65,802092.92,915164.76,919934.98
CACC,Finance,Financial - Consumer Loans,0.55,,,,70,20__0,20,2,0.0,7692.0,8817.75,33032.4,49203.24,50820.32,50982.03,50998.2
CAN,Finance,Financial - Miscellaneous Services,0.55,79758.0,1. p999999_trade_value,1.0,83,20__0,20,2,0.0,13396.8,17755.8,65248.92,78307.09,79612.91,79743.49,79756.55
CG,Finance,Financial - Investment Management,0.55,,,,301,25__0,25,2,0.0,13500.0,20205.0,43890.0,384310.0,428401.0,432810.1,433251.01
CLSK,Finance,Financial - Miscellaneous Services,0.55,,,,10405,40__3,40,2,3.0,13500.0,20399.6,46583.68,142991.01,205115.82,315018.85,326485.88
COF,Finance,Financial - Consumer Loans,0.55,708000.0,4. p999_trade_value,6.0,5682,40__1,40,2,1.0,17953.5,32000.0,132781.2,644135.82,3336065.64,3970668.56,4034128.86
COOP,Finance,Financial - Consumer Loans,0.55,,,,96,20__0,20,2,0.0,10710.0,17867.5,25386.0,74736.6,79671.66,80165.17,80214.52
CORZ,Finance,Financial - Miscellaneous Services,0.55,574770.0,4. p999_trade_value,6.0,5607,35__1,35,2,1.0,16312.0,29995.8,98492.5,539107.51,1150556.75,1346430.27,1366017.63
CRCL,Finance,Financial - Miscellaneous Services,0.55,336150.0,1. p999999_trade_value,1.0,4804,35__0,35,2,0.0,16254.2,25000.0,69001.54,194792.21,313330.95,333868.09,335921.81
EVR,Finance,Financial - Investment Bank,0.55,445670.0,1. p999999_trade_value,1.0,82,20__1,20,2,1.0,42097.0,83632.5,407316.5,441834.65,445286.47,445631.65,445666.16
GLXY,Finance,Financial - Miscellaneous Services,0.55,,,,336,25__2,25,2,2.0,17300.0,24040.5,234227.0,549568.6,576956.86,579695.69,579969.57
HIVE,Finance,Financial - Miscellaneous Services,0.55,93709.0,1. p999999_trade_value,1.0,94,20__0,20,2,0.0,14802.4,25646.25,90577.69,93395.87,93677.69,93705.87,93708.69
HUT,Finance,Financial - Miscellaneous Services,0.55,86064.0,5. p99_trade_value,28.0,2707,35__0,35,2,0.0,19637.6,30794.6,85882.56,159832.44,434150.56,497015.06,503301.51
IBKR,Finance,Financial - Investment Bank,0.55,501830.0,1. p999999_trade_value,1.0,1991,35__0,35,2,0.0,15620.0,22025.0,54839.0,195224.25,443755.83,496022.58,501249.26
IREN,Finance,Financial - Miscellaneous Services,0.55,,,,4733,35__0,35,2,0.0,14290.0,20321.6,54050.88,127362.42,322892.5,378789.25,384378.92
IVZ,Finance,Financial - Investment Management,0.55,,,,85,20__1,20,2,1.0,18048.0,74200.0,613172.0,801567.2,820406.72,822290.67,822479.07
JEF,Finance,Financial - Miscellaneous Services,0.55,56100.0,1. p999999_trade_value,1.0,301,25__0,25,2,0.0,16269.0,24875.0,34000.0,50970.0,55587.0,56048.7,56094.87
KKR,Finance,Financial - Investment Management,0.55,325863.0,4. p999_trade_value,4.0,3312,35__0,35,2,0.0,14949.0,26737.5,106356.0,325314.71,354919.27,359491.93,359949.19
LC,Finance,Financial - Miscellaneous Services,0.55,64850.0,1. p999999_trade_value,1.0,113,20__0,20,2,0.0,11496.0,16372.8,34064.0,61506.8,64515.68,64816.57,64846.66
