security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,option_condition_name,sector_1,industry_1,security_open,security_high,security_low,security_close,trade_rank,trade_value_log10,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
AEE,Utilities,Utility - Electric Power,15__0,15,0.0,1. p999999_trade_value,19845.0,19845.0,O:AEE250516P00095000,AEE,P,95.0,2025-05-16,209,0,319,1.35,1745248429923000000,147,19845.0,2025-04-21,Automatic Execution,Utilities,Utility - Electric Power,98.08,98.2445,95.27,96.48,1,4.297651103243182,1,1,0,0,0
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,8. p75_trade_value,7050.0,13500.0,O:AEP240920C00100000,AEP,C,100.0,2024-09-20,209,0,313,1.05,1724421014913000000,72,7560.000000000001,2024-08-23,Automatic Execution,Utilities,Utility - Electric Power,98.56,99.21,98.03,98.25,55,3.878521795501207,5,1,1,1,0
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,7. p90_trade_value,16000.0,23368.0,O:AEP240920C00100000,AEP,C,100.0,2024-09-20,209,0,323,1.15,1724698867752000000,201,23114.999999999996,2024-08-26,Automatic Execution,Utilities,Utility - Electric Power,98.6,99.81,98.5,99.02,16,4.3638938977741,2,1,1,1,0
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,8. p75_trade_value,7050.0,13500.0,O:AEP240920C00105000,AEP,C,105.0,2024-09-20,209,0,313,0.55,1725647783131000000,138,7590.000000000001,2024-09-06,Automatic Execution,Utilities,Utility - Electric Power,103.48,103.55,101.97,102.05,54,3.8802417758954806,5,1,0,0,0
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,8. p75_trade_value,7050.0,13500.0,O:AEP241115C00105000,AEP,C,105.0,2024-11-15,227,0,312,0.58,1729539117095000000,131,7597.999999999999,2024-10-21,Single Leg Auction Non ISO,Utilities,Utility - Electric Power,100.78,101.08,99.66,100.16,53,3.8806992892187013,5,0,0,0,1
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,8. p75_trade_value,7050.0,13500.0,O:AEP241115C00105000,AEP,C,105.0,2024-11-15,227,0,312,0.58,1729539117095000000,130,7539.999999999999,2024-10-21,Single Leg Auction Non ISO,Utilities,Utility - Electric Power,100.78,101.08,99.66,100.16,56,3.877371345869774,5,0,0,0,1
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,8. p75_trade_value,7050.0,13500.0,O:AEP241115P00090000,AEP,P,90.0,2024-11-15,209,0,304,0.35,1730210022631000000,203,7105.0,2024-10-29,Automatic Execution,Utilities,Utility - Electric Power,98.73,98.73,97.07,97.39,61,3.8515640822634887,5,0,0,0,1
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,7. p90_trade_value,16000.0,23368.0,O:AEP241115P00090000,AEP,P,90.0,2024-11-15,209,0,319,0.35,1730210022625000000,491,17185.0,2024-10-29,Automatic Execution,Utilities,Utility - Electric Power,98.73,98.73,97.07,97.39,22,4.235149536473244,2,0,0,0,1
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,8. p75_trade_value,7050.0,13500.0,O:AEP241115P00092500,AEP,P,92.5,2024-11-15,209,0,308,0.4,1731425720497000000,317,12680.000000000002,2024-11-12,Automatic Execution,Utilities,Utility - Electric Power,94.32,94.74,92.6,92.96,28,4.103119253545714,3,0,0,0,1
AEP,Utilities,Utility - Electric Power,25__1,25,1.0,8. p75_trade_value,7050.0,13500.0,O:AEP241220P00095000,AEP,P,95.0,2024-12-20,209,0,308,1.35,1732134029579000000,100,13500.0,2024-11-20,Automatic Execution,Utilities,Utility - Electric Power,96.25,96.859,95.9,96.8,26,4.1303337684950066,2,1,1,1,0
