security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,n_range,pn_trade_value,custom_k,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
CPRX,Medical,Medical - Drugs,7,29,19,13,3315.0,3997.5,8240.0,4242.5,14603.75,0.9,10171.0,0.46,10171.0,10931.5,13786.3,14428.63,14492.86,14499.29,14499.93
CPS,Auto-Tires-Trucks,Automotive - Original Equipment,9,30,18,13,3015.0,3631.5,5875.0,2243.5,9240.25,0.9,9840.0,1.77,9840.0,15676.5,36423.3,41091.33,41558.13,41604.81,41609.48
CPT,Finance,REIT and Equity Trust - Residential,15,25,2,18,4830.0,4927.5,5122.5,195.0,5415.0,0.9,5181.0,0.3,5181.0,5200.5,5216.1,5219.61,5219.96,5220.0,5220.0
CQP,Oils-Energy,Alternative Energy - Other,14,28,5,16,3600.0,4000.0,5000.0,1000.0,6500.0,0.9,6200.0,1.2,6200.0,6600.0,6920.0,6992.0,6999.2,6999.92,6999.99
CR,Industrial Products,Manufacturing - General Industrial ,4,30,225,6,3010.0,3515.0,10500.0,6985.0,20977.5,0.9,53640.0,6.18,53640.0,89014.0,190321.68,634980.0,731748.0,741424.8,742392.48
CRBG,Finance,Insurance - Multi line,6,30,206,7,3010.0,3810.0,8542.5,4732.5,15641.25,0.9,14747.5,1.31,14747.5,24600.0,59625.0,356040.0,413604.0,419360.4,419936.04
CRBP,Medical,Medical - Drugs,1,30,254,6,3010.0,3920.0,6690.0,2770.0,10845.0,0.9,14205.0,2.71,14205.0,19761.0,41278.25,99793.44,105604.34,106185.43,106243.54
CRC,Oils-Energy,Oil and Gas - Exploration and Production - United States,10,30,58,10,3045.0,3500.0,9197.5,5697.5,17743.75,0.9,11730.0,0.44,11730.0,12920.0,17878.2,23387.82,23938.78,23993.88,23999.39
CRCL,Finance,Financial - Miscellaneous Services,8,11,2055,3,3010.0,3700.0,7500.0,3800.0,13200.0,0.9,14365.6,1.81,14365.6,23901.2,70289.4,200845.3,326391.45,335174.14,336052.41
CRCT,Business Services,Technology Services,10,24,2,18,4000.0,4200.0,4600.0,400.0,5200.0,0.9,4720.0,0.3,4720.0,4760.0,4792.0,4799.2,4799.92,4799.99,4800.0
CRDF,Medical,Medical - Biomedical and Genetics,10,29,14,14,3149.9999999999995,3502.5,9280.0,5777.5,17946.25,0.9,26247.3,2.94,26247.3,35726.2,42450.84,43963.88,44115.19,44130.32,44131.83
CRDO,Computer and Technology,Electronics - Semiconductors,1,30,3338,2,3004.9999999999995,3870.0,9300.0,5430.0,17445.0,0.9,18006.0,1.6,18006.0,27791.55,84632.1,214775.65,572565.0,572565.0,572565.0
CRGY,Oils-Energy,Alternative Energy - Other,2,23,4,17,4600.0,6775.0,14950.0,8175.0,27212.5,0.9,19378.0,0.54,19378.0,20854.0,22034.8,22300.48,22327.05,22329.7,22329.97
CRH,Construction,Building Products - Miscellaneous,1,30,1927,3,3010.0,3750.0,8790.0,5040.0,16350.0,0.9,18046.2,1.84,18046.2,45406.0,180277.5,814800.0,1201850.0,1245185.0,1249518.5
CRI,Consumer Discretionary,Shoes and Retail Apparel ,7,30,151,7,3036.0000000000005,4155.0,16000.0,11845.0,33767.5,0.9,70472.0,4.6,70472.0,162125.0,625030.0,761667.0,763478.7,763659.87,763677.99
CRK,Oils-Energy,Oil and Gas - Exploration and Production - United States,3,30,132,8,3055.0,3693.75,7644.0,3950.25,13569.375,0.9,18054.0,2.64,18054.0,24870.75,93658.38,289232.77,313323.28,315732.33,315973.23
CRL,Medical,Medical Services,3,30,473,5,3010.0,3700.0,7400.0,3700.0,12950.0,0.9,13200.0,1.57,13200.0,22000.0,77600.0,493719.24,535011.92,539141.19,539554.12
CRM,Computer and Technology,Computer - Software,1,30,44564,1,3002.0000000000005,3888.0,9350.0,5462.0,17543.0,0.9,18025.0,1.59,18025.0,28350.0,71228.85,256612.29,1066962.14,3194570.85,4279457.08
CRMD,Medical,Medical - Biomedical and Genetics,2,30,177,7,3060.0,3800.0,6000.0,2200.0,9300.0,0.9,8424.0,1.1,8424.0,9577.0,17659.12,78283.69,89840.87,90996.59,91112.16
CRNC,Computer and Technology,Computers - IT Services,2,30,425,5,3010.0,3900.0,7800.0,3900.0,13650.0,0.9,13364.0,1.43,13364.0,19060.0,33846.8,82402.4,95720.24,97052.02,97185.2
CRNT,Computer and Technology,Wireless Non-US ,11,30,6,16,3336.0,4000.5,5025.0,1024.5,6561.75,0.9,5400.0,0.37,5400.0,5550.0,5670.0,5697.0,5699.7,5699.97,5700.0
CRNX,Medical,Medical - Drugs,7,30,29,12,3160.0,3600.0,10500.0,6900.0,20850.0,0.9,19420.8,1.29,19420.8,21141.6,60076.0,73507.6,74850.76,74985.08,74998.51
CRON,Medical,Medical - Drugs,30,30,1,20,4990.000000000001,4990.0,4990.0,0.0,4990.0,0.9,4990.0,nan,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0
CROX,Consumer Discretionary,Textile - Apparel,1,30,2813,2,3003.0,3570.0,7705.0,4135.0,13907.5,0.9,14960.0,1.75,14960.0,24850.0,80844.8,728580.0,2030643.46,2077080.35,2081724.03
CRS,Basic Materials,Steel - Speciality,1,30,655,4,3010.0,3730.0,9513.0,5783.0,18187.5,0.9,17920.0,1.45,17920.0,37000.0,97021.26,193149.17,238262.42,242773.74,243224.87
CRSP,Medical,Medical - Biomedical and Genetics,1,30,1147,3,3010.0,3875.0,8057.5,4182.5,14331.25,0.9,13200.0,1.23,13200.0,20000.0,45954.0,258712.22,259870.0,259870.0,259870.0
CRSR,Consumer Discretionary,Gaming,7,30,56,10,3010.0,3904.5,6605.5,2701.0,10657.0,0.9,11662.5,1.87,11662.5,14416.5,83125.0,143762.5,149826.25,150432.63,150493.26
CRTO,Computer and Technology,Internet - Software and Services,8,30,52,10,3150.0,3804.0,12022.5,8218.5,24350.25,0.9,22923.0,1.33,22923.0,164250.0,1639750.0,2683975.0,2788397.5,2798839.75,2799883.98
CRUS,Computer and Technology,Electronics - Semiconductors,3,30,299,6,3010.0,3900.0,8140.0,4240.0,14500.0,0.9,16392.0,1.95,16392.0,27378.0,201197.4,925868.87,1169886.89,1194288.69,1196728.87
CRVL,Business Services,Business - Services,15,24,2,18,4800.0,4975.0,5325.0,350.0,5850.0,0.9,5430.0,0.3,5430.0,5465.0,5493.0,5499.3,5499.93,5499.99,5500.0
CRVS,Medical,Medical - Biomedical and Genetics,2,30,144,8,3040.0,3847.5,8107.5,4260.0,14497.5,0.9,15122.5,1.65,15122.5,26994.5,182800.0,302840.0,318284.0,319828.4,319982.84
CRWD,Computer and Technology,Security,1,30,69570,1,3002.0,3815.0,8450.0,4635.0,15402.5,0.9,15600.0,1.54,15600.0,24440.0,59506.2,209139.67,544784.1,1190732.53,1871407.45
CRWV,Computer and Technology,Internet - Software,1,30,45426,1,3002.0,3884.25,9075.0,5190.75,16861.125,0.9,17885.0,1.7,17885.0,29136.75,83390.0,293267.0,808425.73,1815040.31,1853200.03
CSCO,Computer and Technology,Computer - Networking,1,30,4686,2,3002.0000000000005,3780.0,8118.0,4338.0,14625.0,0.9,14928.5,1.57,14928.5,22391.5,66904.6,291248.97,831065.75,1153999.48,1186292.85
CSGP,Computer and Technology,Computers - IT Services,1,30,421,5,3040.0,3875.0,7800.0,3925.0,13687.5,0.9,13125.0,1.36,13125.0,18750.0,60672.0,286886.4,376880.64,385880.06,386780.01
CSIQ,Oils-Energy,Solar,2,30,253,6,3016.0,3500.0,6698.0,3198.0,11495.0,0.9,10272.0,1.12,10272.0,14091.0,22740.0,35190.08,38583.01,38922.3,38956.23
CSL,Conglomerates,Diversified Operations,9,30,24,12,3145.0,3330.0,8045.0,4715.0,15117.5,0.9,12150.0,0.87,12150.0,13518.25,15591.1,16094.11,16144.41,16149.44,16149.94
CSTL,Medical,Medical - Biomedical and Genetics,22,29,31,11,3108.0,3960.0,6563.0,2603.0,10467.5,0.9,8000.0,0.55,8000.0,9935.0,41860.0,53686.0,54868.6,54986.86,54998.69
CSTM,Industrial Products,Metal Products - Distribution,2,30,42,11,3072.0,4220.0,17242.5,13022.5,36776.25,0.9,94800.0,5.96,94800.0,149193.0,223000.38,249893.84,252583.18,252852.12,252879.01
CSWC,Finance,Financial - Investment Management,17,17,3,17,3100.0,3100.0,3410.0,310.0,3875.0,0.9,3596.0,0.6,3596.0,3658.0,3707.6,3718.76,3719.88,3719.99,3720.0
CSX,Transportation,Transportation - Rail,1,30,231,6,3050.0,3750.0,7777.5,4027.5,13818.75,0.9,19600.0,2.94,19600.0,60637.5,98548.8,346350.0,399135.0,404413.5,404941.35
CTAS,Business Services,Business - Services,1,30,681,4,3008.0,3703.0,8490.0,4787.0,15670.5,0.9,18720.0,2.14,18720.0,30294.0,130608.0,305203.2,315154.32,316149.43,316248.94
CTEV,Medical,Medical Info Systems,18,29,5,16,4950.0,5280.0,8800.0,3520.0,14080.0,0.9,12892.0,1.16,12892.0,14256.0,15347.2,15592.72,15617.27,15619.73,15619.97
CTLP,Business Services,Financial Transaction Services,17,24,4,17,3168.0,3222.0,3666.25,444.25,4332.625,0.9,3866.5,0.45,3866.5,3933.25,3986.65,3998.67,3999.87,3999.99,4000.0
CTMX,Medical,Medical - Biomedical and Genetics,11,29,5,16,3075.0,3120.0,5355.0,2235.0,8707.5,0.9,8946.0,1.61,8946.0,10143.0,11100.6,11316.06,11337.61,11339.76,11339.98
CTO,Finance,REIT and Equity Trust - Other,28,28,1,19,3465.0,3465.0,3465.0,0.0,3465.0,0.9,3465.0,nan,3465.0,3465.0,3465.0,3465.0,3465.0,3465.0,3465.0
CTRA,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,101,8,3015.0,3780.0,8970.0,5190.0,16755.0,0.9,15350.0,1.23,15350.0,25449.0,33000.0,104064.0,111170.4,111881.04,111952.1
CTRE,Finance,REIT and Equity Trust - Other,8,11,2,18,3410.0,4107.5,5502.5,1395.0,7595.0,0.9,5921.0,0.3,5921.0,6060.5,6172.1,6197.21,6199.72,6199.97,6200.0
CTRI,Utilities,Utility - Electric Power,7,7,8,15,3200.0,4475.0,7500.0,3025.0,12037.5,0.9,9450.0,0.64,9450.0,9975.0,10395.0,10489.5,10498.95,10499.9,10499.99
CTRN,Retail-Wholesale,Retail - Apparel and Shoes,3,25,31,11,3120.0000000000005,3463.0,8150.0,4687.0,15180.5,0.9,10000.0,0.39,10000.0,11000.0,21650.0,25565.0,25956.5,25995.65,25999.56
CTSH,Computer and Technology,Computers - IT Services,1,30,393,5,3006.0,3780.0,9450.0,5670.0,17955.0,0.9,20768.0,2.0,20768.0,29646.0,131339.6,224672.0,236667.2,237866.72,237986.67
CTVA,Consumer Staples,Agriculture - Operations,1,30,100,8,3055.0,4000.0,7335.0,3335.0,12337.5,0.9,15194.7,2.36,15194.7,21378.0,52252.96,65525.3,66852.53,66985.25,66998.53
CTXR,Medical,Medical - Drugs,11,17,5,16,3150.0,3260.0,4000.0,740.0,5110.0,0.9,4057.0,0.08,4057.0,4076.0,4091.2,4094.62,4094.96,4095.0,4095.0
CUBE,Finance,REIT and Equity Trust - Other,23,25,2,18,3700.0,3875.0,4225.0,350.0,4750.0,0.9,4330.0,0.3,4330.0,4365.0,4393.0,4399.3,4399.93,4399.99,4400.0
CUBI,Finance,Banks - Southeast,1,30,48,10,3080.0000000000005,3882.5,8322.75,4440.25,14983.125,0.9,14172.0,1.32,14172.0,28180.0,45300.0,49530.0,49953.0,49995.3,49999.53
CUK,Consumer Discretionary,Leisure and Recreation Services,24,29,3,17,3264.0,3852.0,4970.0,1118.0,6647.0,0.9,5288.0,0.28,5288.0,5394.0,5478.8,5497.88,5499.79,5499.98,5500.0
CURI,Consumer Discretionary,Film and Television Production and Distribution,14,14,1,19,4200.0,4200.0,4200.0,0.0,4200.0,0.9,4200.0,nan,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0
CURV,Retail-Wholesale,Retail - Apparel and Shoes,17,29,2,18,3125.0,8593.75,19531.25,10937.5,35937.5,0.9,22812.5,0.3,22812.5,23906.25,24781.25,24978.13,24997.81,24999.78,24999.98
CUZ,Finance,REIT and Equity Trust - Other,22,22,1,19,4823.999999999999,4824.0,4824.0,0.0,4824.0,0.9,4824.0,nan,4824.0,4824.0,4824.0,4824.0,4824.0,4824.0,4824.0
CVAC,Medical,Medical - Biomedical and Genetics,11,11,4,17,3165.0,3277.5,10316.25,7038.75,20874.375,0.9,16978.5,0.95,16978.5,19199.25,20975.85,21375.59,21415.56,21419.56,21419.96
CVCO,Construction,Building Products - Mobile Homes and RV Builders,8,29,51,10,3400.0,3700.0,6355.0,2655.0,10337.5,0.9,12980.0,2.5,12980.0,20820.0,123900.0,187530.0,193893.0,194529.3,194592.93
CVE,Oils-Energy,Oil and Gas - Integrated - Canadian,2,30,118,8,3015.0,3890.0,7961.25,4071.25,14068.125,0.9,14471.5,1.6,14471.5,23380.5,84908.9,95636.2,95783.62,95798.36,95799.84
CVEO,Consumer Discretionary,Hotels and Motels,10,10,1,20,5000.0,5000.0,5000.0,0.0,5000.0,0.9,5000.0,nan,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
CVGW,Consumer Staples,Agriculture - Operations,3,23,14,13,3102.0,3584.25,5075.75,1491.5,7313.0,0.9,8267.5,2.14,8267.5,9191.25,9438.25,9493.83,9499.38,9499.94,9499.99
CVI,Oils-Energy,Oil and Gas - Refining and Marketing,1,30,64,10,3100.0,3975.0,8825.5,4850.5,16101.25,0.9,34752.0,5.35,34752.0,134900.0,193800.6,235407.06,239567.71,239983.77,240025.38
CVLT,Computer and Technology,Computer - Software,7,30,1488,3,3010.0,4128.75,9752.5,5623.75,18188.125,0.9,19810.0,1.79,19810.0,27440.0,59964.6,635214.5,880606.54,898780.65,900598.07
CVNA,Retail-Wholesale,Internet - Commerce,1,30,83537,1,3002.0,4000.0,11436.0,7436.0,22590.0,0.9,26300.0,2.0,26300.0,46845.6,149700.0,469676.62,1427250.91,5220743.36,8283674.34
CVRX,Medical,Medical - Instruments,8,28,12,14,3290.0,4500.0,228750.0,224250.0,565125.0,0.9,402000.0,0.77,402000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0
CVS,Medical,Medical Services,1,30,6365,2,3002.0,3654.0,7900.0,4246.0,14269.0,0.9,14303.4,1.51,14303.4,23250.8,84574.4,336682.32,699998.0,731499.8,734649.98
CVX,Oils-Energy,Oil and Gas - Integrated - International,1,30,8000,1,3002.0,3680.0,7770.5,4090.5,13906.25,0.9,14235.0,1.58,14235.0,21912.6,54800.9,224007.53,463463.32,631346.33,648134.63
CW,Aerospace,Aerospace - Defense Equipment,1,30,158,7,3060.0,3600.0,8910.0,5310.0,16875.0,0.9,16200.0,1.37,16200.0,23203.75,32734.55,39093.12,39711.31,39773.13,39779.31
CWAN,Computer and Technology,Internet - Software,2,30,27,12,3069.0,4007.5,7372.5,3365.0,12420.0,0.9,9480.0,0.63,9480.0,9684.0,31180.0,37966.0,38644.6,38712.46,38719.25
CWEN,Oils-Energy,Alternative Energy - Other,1,28,34,11,3045.0,4290.0,8992.5,4702.5,16046.25,0.9,12390.0,0.72,12390.0,16817.25,29089.61,32589.16,32939.12,32974.11,32977.61
CWH,Auto-Tires-Trucks,Automotive - Original Equipment,1,30,144,8,3040.0,3705.0,8072.5,4367.5,14623.75,0.9,19947.0,2.72,19947.0,59325.0,380660.2,613818.48,630631.85,632313.18,632481.32
CWK,Finance,Real Estate - Operations,14,30,7,15,3410.0,4035.0,32980.0,28945.0,76397.5,0.9,108000.0,2.59,108000.0,144000.0,172800.0,179280.0,179928.0,179992.8,179999.28
CWST,Business Services,Waste Removal Services,14,30,43,11,3024.0,3256.0,5265.0,2009.0,8278.5,0.9,7430.0,1.08,7430.0,8145.5,9832.0,9983.2,9998.32,9999.83,9999.98
CX,Construction,Building Products - Concrete and Aggregates,15,30,23,12,3250.0,3588.0,7388.0,3800.0,13088.0,0.9,16877.2,2.5,16877.2,17960.0,62460.0,73746.0,74874.6,74987.46,74998.75
CXAI,Business Services,Technology Services,7,28,4,16,3750.0,3862.5,5395.0,1532.5,7693.75,0.9,6790.0,0.91,6790.0,7255.0,7627.0,7710.7,7719.07,7719.91,7719.99
CXDO,Computer and Technology,Internet - Services,29,29,1,20,7350.0,7350.0,7350.0,0.0,7350.0,0.9,7350.0,nan,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
CXM,Business Services,Technology Services,8,25,7,15,3100.0,3970.0,9420.0,5450.0,17595.0,0.9,13170.0,0.69,13170.0,14047.5,14749.5,14907.45,14923.25,14924.82,14924.98
CXT,Business Services,Technology Services,15,15,1,19,3600.0,3600.0,3600.0,0.0,3600.0,0.9,3600.0,nan,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
CXW,Finance,REIT and Equity Trust - Other,4,30,138,8,3020.0000000000005,3780.0,6780.0,3000.0,11280.0,0.9,11231.5,1.48,11231.5,16129.1,95025.0,145890.0,149589.0,149958.9,149995.89
CYBN,Medical,Medical - Biomedical and Genetics,16,30,8,15,3290.0,3450.0,5097.5,1647.5,7568.75,0.9,6773.0,1.02,6773.0,8386.5,9677.3,9967.73,9996.77,9999.68,9999.97
CYBR,Computer and Technology,Security,1,30,824,4,3003.0,3660.0,9377.5,5717.5,17953.75,0.9,14985.0,0.98,14985.0,23570.0,71325.0,172079.7,176597.97,177049.8,177094.98
CYD,Auto-Tires-Trucks,Automotive - Original Equipment,1,30,27,12,3120.0000000000005,3875.0,7185.0,3310.0,12150.0,0.9,12600.0,1.64,12600.0,13850.0,14740.0,14974.0,14997.4,14999.74,14999.97
CYH,Medical,Medical - Hospital,9,29,58,10,3010.0,4000.0,8966.25,4966.25,16415.625,0.9,18305.0,1.88,18305.0,23739.75,34708.5,40325.85,40887.59,40943.76,40949.38
CYRX,Transportation,Transportation - Services,9,9,1,20,3690.0,3690.0,3690.0,0.0,3690.0,0.9,3690.0,nan,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0
CYTK,Medical,Medical - Biomedical and Genetics,1,30,287,6,3045.0000000000005,3850.0,8002.5,4152.5,14231.25,0.9,13500.0,1.32,13500.0,22714.0,73710.0,190357.44,228699.74,232533.97,232917.4
CZR,Consumer Discretionary,Leisure and Recreation Services,1,30,1352,3,3003.0,3659.5,8000.25,4340.75,14511.375,0.9,14446.4,1.49,14446.4,23084.0,151225.0,664845.57,714596.0,719459.6,719945.96
D,Utilities,Utility - Electric Power,3,30,167,7,3060.0,3980.0,9740.0,5760.0,18380.0,0.9,18128.6,1.46,18128.6,24064.7,48012.84,132602.14,146676.21,148083.62,148224.36
DAC,Transportation,Transportation - Shipping,3,30,16,13,3050.0,3200.0,4862.5,1662.5,7356.25,0.9,5250.0,0.23,5250.0,6375.0,8715.0,9241.5,9294.15,9299.42,9299.94
DADA,Retail-Wholesale,Internet - Commerce,10,25,4,17,3015.0,4406.25,6300.0,1893.75,9140.625,0.9,7560.0,0.67,7560.0,7980.0,8316.0,8391.6,8399.16,8399.92,8399.99
DAKT,Computer and Technology,Electronics - Miscellaneous Products,10,28,23,12,3060.0,4334.0,8005.0,3671.0,13511.5,0.9,41000.0,8.99,41000.0,42500.0,79479.8,88866.98,89805.7,89899.57,89908.96
DAL,Transportation,Transportation - Airline,1,30,6930,1,3002.0,3741.0,8000.0,4259.0,14388.5,0.9,15308.4,1.72,15308.4,24873.1,83090.01,701119.4,1489257.3,1813788.93,1846242.09
DAN,Auto-Tires-Trucks,Automotive - Original Equipment,1,30,145,7,3060.0,4125.0,9980.0,5855.0,18762.5,0.9,17617.2,1.3,17617.2,22046.0,83564.76,104967.42,107786.74,108068.67,108096.87
DAO,Business Services,Technology Services,16,25,4,17,3600.0,3600.0,4497.5,897.5,5843.75,0.9,5303.0,0.9,5303.0,5571.5,5786.3,5834.63,5839.46,5839.95,5839.99
DAR,Consumer Staples,Food - Miscellaneous,1,30,165,7,3010.0,3655.0,8235.0,4580.0,15105.0,0.9,14378.0,1.34,14378.0,31320.8,62448.0,76163.2,77816.32,77981.63,77998.16
DASH,Computer and Technology,Internet - Services,1,30,10913,1,3003.0,3890.0,9333.0,5443.0,17497.5,0.9,17737.2,1.54,17737.2,29524.8,79073.0,419312.0,1065427.2,1146161.28,1154116.13
DAVA,Computer and Technology,Computers - IT Services,2,30,29,12,3060.0,3600.0,8715.0,5115.0,16387.5,0.9,20125.0,2.23,20125.0,21570.0,23460.0,23901.0,23945.1,23949.51,23949.95
DAVE,Business Services,Technology Services,1,30,928,4,3006.0,3780.0,9717.75,5937.75,18624.375,0.9,15430.0,0.96,15430.0,29707.5,74400.0,199267.15,282321.71,290627.17,291457.72
DAWN,Medical,Medical - Biomedical and Genetics,7,30,18,13,3010.0,3752.5,6725.0,2972.5,11183.75,0.9,8343.3,0.54,8343.3,10864.35,13372.87,13937.29,13993.73,13999.37,13999.94
DAY,Computer and Technology,Internet - Software,2,30,42,11,3120.0,3720.0,5566.25,1846.25,8335.625,0.9,8766.0,1.73,8766.0,9449.0,17983.9,19537.39,19692.74,19708.27,19709.83
DB,Finance,Banks - Foreign,3,30,238,6,3015.0,3900.0,7500.0,3600.0,12900.0,0.9,13395.0,1.64,13395.0,17766.55,50044.4,116889.02,129588.9,130858.89,130985.89
DBD,Computer and Technology,Internet - Software,29,30,24,12,3080.0000000000005,3420.0,4070.0,650.0,5045.0,0.9,4500.0,0.66,4500.0,4542.5,4954.25,5062.92,5073.79,5074.88,5074.99
DBI,Retail-Wholesale,Retail - Apparel and Shoes,2,30,28,12,3404.9999999999995,4500.0,11757.0,7257.0,22642.5,0.9,35479.0,3.27,35479.0,63900.0,83520.0,89352.0,89935.2,89993.52,89999.35
DBRG,Finance,REIT and Equity Trust,2,30,165,7,3010.0,3600.0,8200.0,4600.0,15100.0,0.9,20304.0,2.63,20304.0,38270.0,137600.0,169697.6,171409.76,171580.98,171598.1
DBX,Computer and Technology,Internet - Services,1,30,384,5,3010.0,3850.0,8690.0,4840.0,15950.0,0.9,17082.5,1.73,17082.5,34536.9,190200.0,528034.0,666603.4,680460.34,681846.03
DC,Basic Materials,Mining - Gold,10,10,1,20,3237.0000000000005,3237.0,3237.0,0.0,3237.0,0.9,3237.0,nan,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0
DCGO,Medical,Medical Services,8,21,5,16,3570.0000000000005,3600.0,3790.0,190.0,4075.0,0.9,5716.0,10.14,5716.0,6358.0,6871.6,6987.16,6998.72,6999.87,6999.99
DCI,Industrial Products,Pollution Control,10,23,3,17,3500.0,4500.0,6845.0,2345.0,10362.5,0.9,7652.0,0.34,7652.0,7921.0,8136.2,8184.62,8189.46,8189.95,8189.99
DCO,Aerospace,Aerospace - Defense Equipment,11,28,4,17,6300.0,9345.0,12075.0,2730.0,16170.0,0.9,14910.0,1.04,14910.0,15855.0,16611.0,16781.1,16798.11,16799.81,16799.98
DCOM,Finance,Banks - Southeast,25,25,2,18,5664.0,5868.0,6276.0,408.0,6888.0,0.9,6398.4,0.3,6398.4,6439.2,6471.84,6479.18,6479.92,6479.99,6480.0
DCTH,Medical,Medical - Instruments,16,30,14,14,3015.9999999999995,3406.25,5875.0,2468.75,9578.125,0.9,7470.0,0.65,7470.0,8229.5,8421.9,8465.19,8469.52,8469.95,8470.0
DD,Basic Materials,Chemical - Diversified ,1,30,575,4,3015.0,3512.5,8555.0,5042.5,16118.75,0.9,16400.0,1.56,16400.0,26052.4,85373.12,150281.16,150622.12,150656.21,150659.62
DDD,Industrial Products,Commercial Printing,18,29,9,15,3015.9999999999995,4000.0,7230.0,3230.0,12075.0,0.9,8031.0,0.25,8031.0,9513.0,10698.6,10965.36,10992.04,10994.7,10994.97
DDOG,Computer and Technology,Internet - Software,1,30,15330,1,3002.0,3810.0,8778.0,4968.0,16230.0,0.9,16005.8,1.45,16005.8,26282.0,85000.0,383355.0,931253.05,1287410.32,1341491.03
DE,Industrial Products,Manufacturing - Farm Equipment,1,30,5781,2,3004.9999999999995,3820.0,8230.0,4410.0,14845.0,0.9,14868.0,1.51,14868.0,23320.0,52280.0,152807.96,976252.5,1555625.25,1613562.52
DEA,Finance,REIT and Equity Trust - Other,24,24,1,19,5000.0,5000.0,5000.0,0.0,5000.0,0.9,5000.0,nan,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
DECK,Retail-Wholesale,Retail - Apparel and Shoes,1,30,6625,2,3002.0000000000005,3750.0,9045.0,5295.0,16987.5,0.9,18806.0,1.84,18806.0,31652.0,174356.0,686016.0,1219091.2,1464709.12,1489270.91
DEI,Finance,REIT and Equity Trust - Other,8,29,22,12,3120.0,3707.5,7293.75,3586.25,12673.125,0.9,14532.0,2.02,14532.0,17546.0,19512.8,19951.28,19995.13,19999.51,19999.95
DELL,Computer and Technology,Computer - Micro Computers,1,30,30630,1,3002.0,3825.0,8880.0,5055.0,16462.5,0.9,16536.0,1.51,16536.0,25628.8,66000.0,201141.36,493764.97,611603.45,647060.34
DEO,Consumer Staples,Beverages - Alcohol,2,30,110,8,3025.0,3693.75,7248.75,3555.0,12581.25,0.9,11500.0,1.2,11500.0,15173.0,34503.3,46192.55,47369.25,47486.93,47498.69
DFDV,Computer and Technology,Internet - Software,8,21,53,10,3020.0,3920.0,7200.0,3280.0,12120.0,0.9,12705.0,1.68,12705.0,18516.0,36620.0,48437.0,49618.7,49736.87,49748.69
DFH,Construction,Building Products - Home Builders,11,29,15,13,4000.0,4257.5,7350.0,3092.5,11988.75,0.9,14570.0,2.33,14570.0,20715.0,24943.0,25894.3,25989.43,25998.94,25999.89
DFIN,Computer and Technology,Internet - Software and Services,24,24,1,20,15000.0,15000.0,15000.0,0.0,15000.0,0.9,15000.0,nan,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0
DG,Retail-Wholesale,Retail - Discount Stores,1,30,5845,2,3002.0,3784.0,8685.0,4901.0,16036.5,0.9,16104.6,1.51,16104.6,24892.0,85512.0,435439.87,1079568.22,1201456.82,1213645.68
DGX,Medical,Medical - Outpatient and Home Healthcare,3,30,353,5,3010.0,3900.0,9834.0,5934.0,18735.0,0.9,16885.0,1.19,16885.0,32940.0,256800.0,393648.0,433564.8,437556.48,437955.65
DHI,Construction,Building Products - Home Builders,1,30,2612,2,3003.0,3763.75,8250.0,4486.25,14979.375,0.9,15120.0,1.53,15120.0,22807.2,63412.3,324968.24,480716.7,481421.67,481492.17
DHR,Medical,Medical Services,1,30,2680,2,3010.0,3750.0,8640.0,4890.0,15975.0,0.9,15304.7,1.36,15304.7,26325.95,92846.46,380131.73,538115.12,576031.11,579822.71
DHT,Transportation,Transportation - Shipping,7,30,48,10,3060.0,3345.0,6068.75,2723.75,10154.375,0.9,9711.0,1.34,9711.0,12325.0,14506.5,14950.65,14995.06,14999.51,14999.95
