security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
ABBV,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,1. p999999_trade_value,1260000.0,1260000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
ABBV,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,4. p999_trade_value,1241999.9999999998,330762.5,6.0,7.0,0.8571428571428571,0.55,1. ABOVE BASELINE,7.0,8.0,0.875
ABBV,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,5. p99_trade_value,288000.0,72000.0,44.0,64.0,0.6875,0.55,1. ABOVE BASELINE,51.0,72.0,0.7083333333333334
ABBV,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,6. p95_trade_value,71749.99999999999,24453.0,176.0,286.0,0.6153846153846154,0.55,1. ABOVE BASELINE,227.0,358.0,0.6340782122905028
ABBV,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,7. p90_trade_value,24420.0,15497.999999999998,215.0,358.0,0.6005586592178771,0.55,1. ABOVE BASELINE,442.0,716.0,0.61731843575419
ABBV,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,8. p75_trade_value,15486.000000000002,8400.0,682.0,1074.0,0.6350093109869647,0.55,1. ABOVE BASELINE,1124.0,1790.0,0.6279329608938548
INVA,Medical,Large Cap Pharmaceuticals,5__0,5,3,0.0,1. p999999_trade_value,7680.0,7680.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
JNJ,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,1. p999999_trade_value,984000.0,984000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
JNJ,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,4. p999_trade_value,689500.0,344999.99999999994,5.0,6.0,0.8333333333333334,0.55,1. ABOVE BASELINE,6.0,7.0,0.8571428571428571
JNJ,Medical,Large Cap Pharmaceuticals,40__0,40,2,0.0,5. p99_trade_value,303000.0,69360.0,30.0,56.0,0.5357142857142857,0.55,2. BELOW BASELINE,36.0,63.0,0.5714285714285714
