security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
ACDC,Oils-Energy,Oil and Gas - Field Services,15__0,15,3,0.0,1. p999999_trade_value,12180.0,12180.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
ACDC,Oils-Energy,Oil and Gas - Field Services,15__0,15,3,0.0,6. p95_trade_value,11025.0,11025.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
ACDC,Oils-Energy,Oil and Gas - Field Services,15__0,15,3,0.0,7. p90_trade_value,7440.000000000001,7440.000000000001,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,3.0,3.0,1.0
ACDC,Oils-Energy,Oil and Gas - Field Services,15__0,15,3,0.0,8. p75_trade_value,6000.0,5000.0,3.0,3.0,1.0,0.55,1. ABOVE BASELINE,6.0,6.0,1.0
AESI,Oils-Energy,Oil and Gas - Integrated - United States,10__0,10,3,0.0,1. p999999_trade_value,10000.0,10000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AESI,Oils-Energy,Oil and Gas - Integrated - United States,10__0,10,3,0.0,7. p90_trade_value,7500.0,7500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
AESI,Oils-Energy,Oil and Gas - Integrated - United States,10__0,10,3,0.0,8. p75_trade_value,7400.0,6820.0,2.0,2.0,1.0,0.55,2. BELOW BASELINE,3.0,4.0,0.75
AM,Oils-Energy,Oil and Gas - Integrated - United States,10__0,10,3,0.0,1. p999999_trade_value,8000.0,8000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AM,Oils-Energy,Oil and Gas - Integrated - United States,10__0,10,3,0.0,8. p75_trade_value,5145.0,5145.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
AMPY,Oils-Energy,Oil and Gas - Exploration and Production - United States,5__1,5,3,1.0,1. p999999_trade_value,42000.00000000001,42000.00000000001,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AROC,Oils-Energy,Oil and Gas - Field Services,0__2,0,3,2.0,1. p999999_trade_value,5915.0,5915.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BRY,Oils-Energy,Oil and Gas - Integrated - United States,0__2,0,3,2.0,1. p999999_trade_value,4900.0,4900.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CAPL,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,0__1,0,3,1.0,1. p999999_trade_value,30439.0,30439.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CLB,Oils-Energy,Oil and Gas - Field Services,5__3,5,3,3.0,1. p999999_trade_value,34800.0,34800.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
DK,Oils-Energy,Oil and Gas - Refining and Marketing,15__0,15,3,0.0,1. p999999_trade_value,72000.0,72000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
DK,Oils-Energy,Oil and Gas - Refining and Marketing,15__0,15,3,0.0,6. p95_trade_value,71000.0,70000.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
DK,Oils-Energy,Oil and Gas - Refining and Marketing,15__0,15,3,0.0,7. p90_trade_value,59819.99999999999,17000.0,3.0,3.0,1.0,0.55,2. BELOW BASELINE,4.0,6.0,0.6666666666666666
DK,Oils-Energy,Oil and Gas - Refining and Marketing,15__0,15,3,0.0,8. p75_trade_value,16150.0,14000.0,1.0,8.0,0.125,0.55,2. BELOW BASELINE,5.0,14.0,0.35714285714285715
DKL,Oils-Energy,Oil and Gas - Production Pipeline - MLB,10__0,10,3,0.0,1. p999999_trade_value,33000.0,33000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
DKL,Oils-Energy,Oil and Gas - Production Pipeline - MLB,10__0,10,3,0.0,8. p75_trade_value,31680.0,31680.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
DTM,Oils-Energy,Oil and Gas - Integrated - United States,5__3,5,3,3.0,1. p999999_trade_value,15730.000000000002,15730.000000000002,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
EC,Oils-Energy,Oil and Gas - Integrated - International,10__0,10,3,0.0,1. p999999_trade_value,7235.000000000001,7235.000000000001,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
EC,Oils-Energy,Oil and Gas - Integrated - International,10__0,10,3,0.0,8. p75_trade_value,5135.0,5135.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
ENB,Oils-Energy,Oil and Gas - Production and Pipelines,15__0,15,3,0.0,1. p999999_trade_value,258615.0,258615.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
