security,sector,industry,num_trades,trade_volume_bin,trade_volume_bin_rank,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,cluster,final_cluster
CXT,Business Services,Technology Services,1,0,3,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,2.0,0__2
CXW,Finance,REIT and Equity Trust - Other,139,20,2,15941.4,94350.0,145860.0,149586.0,149958.6,149995.86,0.0,20__0
CYBN,Medical,Medical - Biomedical and Genetics,8,10,3,8386.5,9677.3,9967.73,9996.77,9999.68,9999.97,0.0,10__0
CYBR,Computer and Technology,Security,827,30,2,23540.0,70650.0,172061.4,176596.14,177049.61,177094.96,2.0,30__2
CYD,Auto-Tires-Trucks,Automotive - Original Equipment,27,15,3,13850.0,14740.0,14974.0,14997.4,14999.74,14999.97,0.0,15__0
CYH,Medical,Medical - Hospital,58,20,2,23739.75,34708.5,40325.85,40887.59,40943.76,40949.38,0.0,20__0
CYRX,Transportation,Transportation - Services,1,0,3,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,2.0,0__2
CYTK,Medical,Medical - Biomedical and Genetics,282,25,2,20975.0,73785.0,191102.24,228774.22,232541.42,232918.14,0.0,25__0
CZR,Consumer Discretionary,Leisure and Recreation Services,1332,30,2,23084.0,151725.0,665709.08,714676.0,719467.6,719946.76,0.0,30__0
D,Utilities,Utility - Electric Power,165,20,2,24216.8,48195.36,132790.54,146695.05,148085.51,148224.55,0.0,20__0
DAC,Transportation,Transportation - Shipping,16,10,3,6375.0,8715.0,9241.5,9294.15,9299.42,9299.94,0.0,10__0
DADA,Retail-Wholesale,Internet - Commerce,4,5,3,7980.0,8316.0,8391.6,8399.16,8399.92,8399.99,0.0,5__0
DAKT,Computer and Technology,Electronics - Miscellaneous Products,23,15,3,42500.0,79479.8,88866.98,89805.7,89899.57,89908.96,0.0,15__0
DAL,Transportation,Transportation - Airline,6935,40,2,24683.8,82842.36,701012.4,1488997.09,1813762.91,1846239.49,0.0,40__0
DAN,Auto-Tires-Trucks,Automotive - Original Equipment,145,20,2,22046.0,83564.76,104967.42,107786.74,108068.67,108096.87,0.0,20__0
DAO,Business Services,Technology Services,4,5,3,5571.5,5786.3,5834.63,5839.46,5839.95,5839.99,0.0,5__0
DAR,Consumer Staples,Food - Miscellaneous,172,20,2,28555.45,61972.0,76084.8,77808.48,77980.85,77998.08,0.0,20__0
DASH,Computer and Technology,Internet - Services,10991,40,2,29492.0,79113.5,415490.0,1064694.0,1146098.1,1154109.81,0.0,40__0
DAVA,Computer and Technology,Computers - IT Services,29,15,3,21570.0,23460.0,23901.0,23945.1,23949.51,23949.95,0.0,15__0
DAVE,Business Services,Technology Services,940,30,2,29617.5,74400.0,198072.55,282202.26,290615.23,291456.52,2.0,30__2
DAWN,Medical,Medical - Biomedical and Genetics,18,15,3,10864.35,13372.87,13937.29,13993.73,13999.37,13999.94,0.0,15__0
DAY,Computer and Technology,Internet - Software,38,15,3,10366.0,18152.3,19554.23,19694.42,19708.44,19709.84,0.0,15__0
DB,Finance,Banks - Foreign,239,25,2,17753.7,49965.6,116829.48,129582.95,130858.29,130985.83,0.0,25__0
DBD,Computer and Technology,Internet - Software,24,15,3,4542.5,4954.25,5062.92,5073.79,5074.88,5074.99,0.0,15__0
DBI,Retail-Wholesale,Retail - Apparel and Shoes,28,15,3,63900.0,83520.0,89352.0,89935.2,89993.52,89999.35,0.0,15__0
DBRG,Finance,REIT and Equity Trust,165,20,2,38270.0,137600.0,169697.6,171409.76,171580.98,171598.1,0.0,20__0
DBX,Computer and Technology,Internet - Services,380,25,2,35008.8,192600.0,529642.0,666764.2,680476.42,681847.64,2.0,25__2
DC,Basic Materials,Mining - Gold,1,0,3,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0,2.0,0__2
DCGO,Medical,Medical Services,5,5,3,6358.0,6871.6,6987.16,6998.72,6999.87,6999.99,0.0,5__0
DCI,Industrial Products,Pollution Control,3,5,3,7921.0,8136.2,8184.62,8189.46,8189.95,8189.99,0.0,5__0
DCO,Aerospace,Aerospace - Defense Equipment,4,5,3,15855.0,16611.0,16781.1,16798.11,16799.81,16799.98,3.0,5__3
DCOM,Finance,Banks - Southeast,2,5,3,6439.2,6471.84,6479.18,6479.92,6479.99,6480.0,0.0,5__0
DCTH,Medical,Medical - Instruments,14,10,3,8229.5,8421.9,8465.19,8469.52,8469.95,8470.0,0.0,10__0
DD,Basic Materials,Chemical - Diversified ,574,30,2,26085.8,85530.24,150281.82,150622.18,150656.22,150659.62,2.0,30__2
DDD,Industrial Products,Commercial Printing,9,10,3,9513.0,10698.6,10965.36,10992.04,10994.7,10994.97,0.0,10__0
DDOG,Computer and Technology,Internet - Software,15301,40,2,26325.0,85000.0,383500.0,931385.0,1287524.0,1341502.4,0.0,40__0
DE,Industrial Products,Manufacturing - Farm Equipment,5777,40,2,23320.0,52286.0,152988.43,976698.0,1555669.8,1613566.98,3.0,40__3
DEA,Finance,REIT and Equity Trust - Other,1,0,3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.0,0__2
DECK,Retail-Wholesale,Retail - Apparel and Shoes,6626,40,2,31457.5,174287.5,686000.0,1219050.0,1464705.0,1489270.5,2.0,40__2
DEI,Finance,REIT and Equity Trust - Other,22,15,3,17546.0,19512.8,19951.28,19995.13,19999.51,19999.95,0.0,15__0
DELL,Computer and Technology,Computer - Micro Computers,30002,45,1,25475.7,64725.72,202497.0,496615.46,612411.21,647141.12,1.0,45__1
DEO,Consumer Staples,Beverages - Alcohol,110,20,2,15173.0,34503.3,46192.55,47369.25,47486.93,47498.69,0.0,20__0
DFDV,Computer and Technology,Internet - Software,54,15,3,18076.5,36367.5,48411.75,49616.18,49736.62,49748.66,0.0,15__0
DFH,Construction,Building Products - Home Builders,14,10,3,21092.5,25018.5,25901.85,25990.18,25999.02,25999.9,0.0,10__0
DFIN,Computer and Technology,Internet - Software and Services,1,0,3,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,0.0,0__0
DG,Retail-Wholesale,Retail - Discount Stores,5776,40,2,24779.5,84799.0,385568.7,1081167.26,1201616.73,1213661.67,0.0,40__0
DGX,Medical,Medical - Outpatient and Home Healthcare,352,25,2,32995.0,257150.0,393774.0,433577.4,437557.74,437955.77,2.0,25__2
DHI,Construction,Building Products - Home Builders,2511,35,2,23000.0,63413.0,396638.4,480747.0,481424.7,481492.47,0.0,35__0
DHR,Medical,Medical Services,2673,35,2,26250.0,93037.28,380145.5,538225.2,576042.12,579823.81,0.0,35__0
DHT,Transportation,Transportation - Shipping,50,15,3,14527.5,55863.42,59586.34,59958.63,59995.86,59999.59,0.0,15__0
DIN,Retail-Wholesale,Retail - Restaurants,20,15,3,28158.75,29355.75,29625.08,29652.01,29654.7,29654.97,0.0,15__0
DINO,Oils-Energy,Oil and Gas - Refining and Marketing,172,20,2,24835.0,61057.36,67355.12,68025.51,68092.55,68099.26,0.0,20__0
DIOD,Computer and Technology,Electronics - Semiconductors,15,10,3,19054.0,34050.8,37425.08,37762.51,37796.25,37799.63,0.0,10__0
DIS,Consumer Discretionary,Media Conglomerates,14576,40,2,24800.0,75221.25,295241.62,600830.77,790216.63,807535.66,0.0,40__0
DJT,Computer and Technology,Internet - Software,64310,50,1,28354.95,74072.8,427701.81,1257337.25,2961723.4,3560472.34,1.0,50__1
DK,Oils-Energy,Oil and Gas - Refining and Marketing,53,15,3,63892.0,71480.0,71948.0,71994.8,71999.48,71999.95,0.0,15__0
DKL,Oils-Energy,Oil and Gas - Production Pipeline - MLB,6,10,3,32670.0,32934.0,32993.4,32999.34,32999.93,32999.99,0.0,10__0
DKNG,Consumer Discretionary,Gaming,8681,40,2,24600.0,89424.0,374108.48,714650.23,731388.22,733062.02,0.0,40__0
DKS,Retail-Wholesale,Retail - Miscellaneous,4292,35,2,26780.0,90450.0,584835.58,1639200.9,1909920.09,1936992.01,2.0,35__2
DLB,Consumer Discretionary,Audio Video Production,2,5,3,6077.0,6143.4,6158.34,6159.83,6159.98,6160.0,0.0,5__0
DLHC,Business Services,Staffing Firms,1,0,3,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,0.0,0__0
DLO,Business Services,Financial Transaction Services,81,20,2,27900.0,36000.0,39600.0,39960.0,39996.0,39999.6,0.0,20__0
DLR,Finance,REIT and Equity Trust - Other,976,30,2,22620.0,46075.0,208264.62,568552.96,604581.8,608184.68,2.0,30__2
DLTR,Retail-Wholesale,Retail - Discount Stores,7452,40,2,24618.0,118113.4,621907.5,2750640.0,2750640.0,2750640.0,1.0,40__1
DLX,Business Services,Business - Office Products,1,0,3,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,2.0,0__2
DMRC,Industrial Products,Security and Safety Services,40,15,3,9604.0,14982.0,17158.2,17375.82,17397.58,17399.76,0.0,15__0
DNA,Medical,Medical - Biomedical and Genetics,172,20,2,16360.0,41851.8,156659.58,171590.96,173084.1,173233.41,0.0,20__0
DNB,Business Services,Business - Information Services,66,20,2,26719.0,60437.0,77881.7,79626.17,79800.62,79818.06,0.0,20__0
DNLI,Medical,Medical - Biomedical and Genetics,12,10,3,78000.0,95600.0,99560.0,99956.0,99995.6,99999.56,2.0,10__2
DNN,Basic Materials,Mining - Miscellaneous,26,15,3,38000.0,55000.0,59500.0,59950.0,59995.0,59999.5,0.0,15__0
DNOW,Industrial Products,Manufacturing - General Industrial ,2,5,3,4498.5,4499.7,4499.97,4500.0,4500.0,4500.0,0.0,5__0
DNTH,Medical,Medical - Biomedical and Genetics,5,5,3,25438.0,26087.6,26233.76,26248.38,26249.84,26249.98,3.0,5__3
DNUT,Consumer Staples,Consumer Products - Staples,13,10,3,33082.0,59508.4,65454.34,66048.93,66108.39,66114.34,0.0,10__0
DOC,Finance,REIT and Equity Trust - Other,62,20,2,16550.4,32811.48,42656.15,43640.61,43739.06,43748.91,0.0,20__0
DOCN,Computer and Technology,Internet - Software,618,30,2,30010.5,47169.9,68830.0,74383.0,74938.3,74993.83,2.0,30__2
DOCS,Medical,Medical Services,1617,30,2,21636.0,51378.0,174600.0,280874.18,296638.42,298214.84,2.0,30__2
DOCU,Computer and Technology,Internet - Software,4000,35,2,22604.6,51725.74,170013.0,361029.27,380010.93,381909.09,0.0,35__0
DOLE,Consumer Staples,Agriculture - Operations,1,0,3,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,2.0,0__2
DOMO,Computer and Technology,Internet - Software,27,15,3,23237.0,38319.0,41559.9,41883.99,41916.4,41919.64,0.0,15__0
DOOO,Auto-Tires-Trucks,Automotive - Original Equipment,11,10,3,22095.0,25875.0,26725.5,26810.55,26819.06,26819.91,0.0,10__0
DORM,Auto-Tires-Trucks,Automotive - Replacement Parts,8,10,3,33250.0,34650.0,34965.0,34996.5,34999.65,34999.96,0.0,10__0
DOUG,Finance,Real Estate - Operations,1,0,3,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,2.0,0__2
DOV,Industrial Products,Manufacturing - General Industrial ,255,25,2,93033.5,148380.0,352202.0,383520.2,386652.02,386965.2,2.0,25__2
DOW,Basic Materials,Chemical - Diversified ,760,30,2,26786.25,57524.79,129471.0,150647.1,152764.71,152976.47,2.0,30__2
DOX,Computer and Technology,Computers - IT Services,9,10,3,33200.0,42640.0,44764.0,44976.4,44997.64,44999.76,0.0,10__0
DOYU,Consumer Discretionary,Gaming,2,5,3,5295.0,5299.0,5299.9,5299.99,5300.0,5300.0,0.0,5__0
DPZ,Retail-Wholesale,Retail - Restaurants,2687,35,2,27988.0,72062.0,192287.76,612268.38,622556.84,623585.68,0.0,35__0
DQ,Basic Materials,Chemical - Specialty,287,25,2,41163.0,95045.6,104142.0,104914.2,104991.42,104999.14,0.0,25__0
DRD,Basic Materials,Mining - Gold,4,5,3,26800.0,27760.0,27976.0,27997.6,27999.76,27999.98,3.0,5__3
DRI,Retail-Wholesale,Retail - Restaurants,833,30,2,28488.0,185117.76,381562.24,383756.22,383975.62,383997.56,2.0,30__2
DRS,Aerospace,Aerospace - Defense Equipment,8,10,3,7651.2,8448.64,8628.06,8646.01,8647.8,8647.98,0.0,10__0
DRVN,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,4,5,3,4311.0,4318.2,4319.82,4319.98,4320.0,4320.0,0.0,5__0
DSGX,Computer and Technology,Computer - Software,24,15,3,24546.15,29156.9,29978.69,30060.87,30069.09,30069.91,0.0,15__0
DSP,Business Services,Technology Services,2,5,3,5928.25,5973.65,5983.87,5984.89,5984.99,5985.0,0.0,5__0
DSX,Transportation,Transportation - Shipping,1,0,3,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,2.0,0__2
DT,Computer and Technology,Computers - IT Services,504,25,2,54929.95,252630.0,10918600.0,10918600.0,10918600.0,10918600.0,1.0,25__1
DTE,Utilities,Utility - Electric Power,21,15,3,65340.0,71244.0,72572.4,72705.24,72718.52,72719.85,0.0,15__0
DTM,Oils-Energy,Oil and Gas - Integrated - United States,3,5,3,14527.0,15489.4,15705.94,15727.59,15729.76,15729.98,3.0,5__3
DUK,Utilities,Utility - Electric Power,471,25,2,26488.5,71152.0,1036943.0,1156694.3,1168669.43,1169866.94,0.0,25__0
DUOL,Business Services,Technology Services,3613,35,2,27188.0,70067.48,285507.84,814992.0,987502.2,1004753.22,0.0,35__0
DV,Computer and Technology,Internet - Software,91,20,2,27512.0,137584.0,508758.4,545875.84,549587.58,549958.76,3.0,20__3
DVA,Medical,Medical - Outpatient and Home Healthcare,475,25,2,23931.4,79630.0,302422.1,387038.21,395499.82,396345.98,0.0,25__0
DVAX,Medical,Medical - Biomedical and Genetics,12,10,3,29125.0,47825.0,52032.5,52453.25,52495.33,52499.53,0.0,10__0
DVN,Oils-Energy,Oil and Gas - Exploration and Production - United States,1894,35,2,18291.0,36543.24,100000.0,134454.75,141695.48,142419.55,0.0,35__0
DWTX,Medical,Medical - Biomedical and Genetics,1,0,3,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.0,0__0
DXC,Computer and Technology,Computers - IT Services,18,15,3,20193.75,56658.75,64863.38,65683.84,65765.88,65774.09,0.0,15__0
DXCM,Medical,Medical - Instruments,2079,35,2,23632.5,99134.2,380449.52,451035.84,463603.58,464860.36,0.0,35__0
DXPE,Industrial Products,Manufacturing - General Industrial ,23,15,3,17515.0,47385.0,54958.5,55715.85,55791.59,55799.16,0.0,15__0
DY,Construction,Building Products - Heavy Construction,297,25,2,20130.0,172065.6,1081320.0,1269132.0,1287913.2,1289791.32,2.0,25__2
DYAI,Medical,Medical - Biomedical and Genetics,1,0,3,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,2.0,0__2
DYN,Medical,Medical - Drugs,177,20,2,26094.0,183351.12,572356.88,588235.69,589823.57,589982.36,3.0,20__3
EA,Consumer Discretionary,Gaming,2156,35,2,31625.0,141125.0,559850.0,1019163.75,1067166.38,1071966.64,1.0,35__1
EAT,Retail-Wholesale,Retail - Restaurants,1922,35,2,28462.5,85592.5,285872.52,688288.55,723578.85,727107.89,0.0,35__0
EB,Computer and Technology,Internet - Services,2,5,3,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,0.0,5__0
EBAY,Retail-Wholesale,Internet - Commerce,1375,30,2,25701.9,148000.0,649362.0,797829.94,806406.99,807264.7,0.0,30__0
EBC,Finance,Banks - Northeast,16,10,3,12750.0,14550.0,14955.0,14995.5,14999.55,14999.95,0.0,10__0
EBF,Industrial Products,Office Supplies,2,5,3,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,3.0,5__3
EBS,Medical,Medical - Biomedical and Genetics,63,20,2,14300.2,22660.0,26566.0,26956.6,26995.66,26999.57,0.0,20__0
EC,Oils-Energy,Oil and Gas - Integrated - International,7,10,3,6605.0,7109.0,7222.4,7233.74,7234.87,7234.99,0.0,10__0
ECL,Basic Materials,Chemical - Specialty,170,20,2,9461.5,18772.5,169221.45,195527.15,198157.71,198420.77,0.0,20__0
ECPG,Finance,Financial - Consumer Loans,5,5,3,10880.0,10976.0,10997.6,10999.76,10999.98,11000.0,0.0,5__0
ED,Utilities,Utility - Electric Power,115,20,2,23720.0,119369.5,142324.03,144745.9,144988.09,145012.31,0.0,20__0
EDAP,Medical,Medical - Instruments,1,0,3,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,2.0,0__2
EDIT,Medical,Medical - Biomedical and Genetics,17,10,3,8785.2,17697.84,19703.18,19903.72,19923.77,19925.78,0.0,10__0
EDU,Consumer Discretionary,Schools,316,25,2,23578.75,64856.0,98333.34,105920.93,106679.69,106755.57,0.0,25__0
EEFT,Finance,Financial - Miscellaneous Services,8,10,3,20351.0,20446.2,20467.62,20469.76,20469.98,20470.0,0.0,10__0
EFC,Finance,REIT and Equity Trust,2,5,3,19181.0,19820.2,19964.02,19978.4,19979.84,19979.98,3.0,5__3
EFSC,Finance,Banks - Midwest,1,0,3,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,2.0,0__2
EFX,Business Services,Consulting Services,619,30,2,30000.0,71200.0,414881.21,747952.12,781259.21,784589.92,0.0,30__0
EG,Finance,Insurance - Multi line,224,25,2,23991.0,52385.0,546270.0,648627.0,658862.7,659886.27,0.0,25__0
EGO,Basic Materials,Mining - Gold,40,15,3,30738.55,40027.5,44502.75,44950.27,44995.03,44999.5,0.0,15__0
EGP,Finance,REIT and Equity Trust - Other,3,5,3,5210.0,5250.0,5259.0,5259.9,5259.99,5260.0,0.0,5__0
EH,Aerospace,Aerospace - Defense Equipment,1370,30,2,24546.0,42841.0,79235.71,169891.02,180933.1,182037.31,2.0,30__2
EHC,Medical,Medical - Outpatient and Home Healthcare,37,15,3,36000.0,61600.0,62410.0,62491.0,62499.1,62499.91,0.0,15__0
EHTH,Finance,Insurance - Brokerage,6,10,3,7095.75,7339.15,7393.92,7399.39,7399.94,7399.99,0.0,10__0
EIX,Utilities,Utility - Electric Power,713,30,2,22186.0,106323.2,353207.52,426604.75,433944.48,434678.45,2.0,30__2
EL,Consumer Staples,Cosmetics,3096,35,2,27362.5,126306.25,356932.6,1069535.0,1200453.5,1213545.35,1.0,35__1
ELAN,Medical,Medical - Outpatient and Home Healthcare,56,15,3,10869.0,16244.55,17243.96,17343.9,17353.89,17354.89,0.0,15__0
ELDN,Medical,Medical - Biomedical and Genetics,2,5,3,14450.0,14890.0,14989.0,14998.9,14999.89,14999.99,3.0,5__3
ELF,Consumer Staples,Cosmetics,9172,40,2,21611.25,54807.97,861792.0,2415236.6,6091523.66,6459152.37,1.0,40__1
ELME,Finance,REIT and Equity Trust - Residential,1,0,3,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,2.0,0__2
ELS,Finance,REIT and Equity Trust - Residential,1,0,3,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,2.0,0__2
ELV,Medical,Medical Services,2374,35,2,27235.0,127268.1,449264.8,559671.28,570219.93,571274.79,1.0,35__1
EME,Construction,Building Products - Heavy Construction,393,25,2,23174.0,45599.76,84395.2,91239.52,91923.95,91992.4,0.0,25__0
EMN,Basic Materials,Chemical - Diversified ,53,15,3,60002.4,72908.16,76905.82,77305.58,77345.56,77349.56,0.0,15__0
EMR,Industrial Products,Manufacturing - Electronics,759,30,2,27775.0,159950.0,358885.84,420638.58,426813.86,427431.39,2.0,30__2
ENB,Oils-Energy,Oil and Gas - Production and Pipelines,56,15,3,20972.25,156994.25,248452.93,257598.79,258513.38,258604.84,0.0,15__0
ENOV,Medical,Medical Info Systems,21,15,3,65000.0,82000.0,85825.0,86207.5,86245.75,86249.58,0.0,15__0
ENPH,Oils-Energy,Solar,11412,40,2,21204.4,52150.5,225895.2,432952.67,736864.06,771046.91,3.0,40__3
ENS,Industrial Products,Manufacturing - Electronics,4,5,3,9848.6,10673.72,10859.37,10877.94,10879.79,10879.98,0.0,5__0
ENSG,Medical,Medical - Nursing Homes,13,10,3,11438.0,14795.6,15551.06,15626.61,15634.16,15634.92,0.0,10__0
ENTG,Computer and Technology,Electronics - Manufacturing Machinery,317,25,2,44688.0,340000.0,392750.0,410525.0,412302.5,412480.25,2.0,25__2
ENVA,Finance,Financial - Consumer Loans,6,10,3,8500.0,9100.0,9235.0,9248.5,9249.85,9249.99,0.0,10__0
ENVX,Oils-Energy,Alternative Energy - Other,1486,30,2,18849.0,38085.4,137104.42,207778.45,218777.84,219877.78,2.0,30__2
EOG,Oils-Energy,Oil and Gas - Exploration and Production - United States,822,30,2,22953.05,75573.3,121553.25,167180.33,171743.03,172199.3,2.0,30__2
EOLS,Medical,Medical - Products,9,10,3,51260.0,74252.0,79425.2,79942.52,79994.25,79999.43,0.0,10__0
EOSE,Industrial Products,Industrial Services,560,25,2,23349.0,42112.0,146087.0,149608.7,149960.87,149996.09,0.0,25__0
EPAM,Computer and Technology,Computers - IT Services,264,25,2,43200.0,68952.0,85642.56,86324.26,86392.43,86399.24,0.0,25__0
EPD,Oils-Energy,Oil and Gas - Production Pipeline - MLB,331,25,2,17093.5,30678.3,48586.5,51838.65,52163.87,52196.39,0.0,25__0
EPR,Finance,REIT and Equity Trust - Retail,5,5,3,5052.0,5182.4,5211.74,5214.67,5214.97,5215.0,0.0,5__0
EQH,Finance,Insurance - Multi line,15,10,3,75024.0,190204.8,216120.48,218712.05,218971.2,218997.12,2.0,10__2
EQIX,Finance,REIT and Equity Trust - Retail,590,30,2,25773.0,58435.18,149013.9,151611.39,151871.14,151897.11,2.0,30__2
EQNR,Oils-Energy,Oil and Gas - Refining and Marketing,136,20,2,72180.0,144661.5,209716.73,218829.47,219740.75,219831.87,3.0,20__3
EQR,Finance,REIT and Equity Trust - Residential,12,10,3,6560.25,7108.05,7231.31,7243.63,7244.86,7244.99,0.0,10__0
EQT,Oils-Energy,Oil and Gas - Exploration and Production - United States,1486,30,2,63450.0,226310.35,389617.05,425869.47,427336.95,427483.69,0.0,30__0
EQX,Basic Materials,Mining - Gold,6,10,3,5937.5,6187.5,6243.75,6249.38,6249.94,6249.99,0.0,10__0
ERIC,Computer and Technology,Wireless Equipment,52,15,3,31719.75,42675.0,46117.5,46461.75,46496.18,46499.62,0.0,15__0
ERIE,Finance,Insurance - Brokerage,118,20,2,10146.5,23139.6,33147.0,34094.7,34189.47,34198.95,0.0,20__0
ERII,Industrial Products,Pollution Control,7,10,3,7044.0,7744.8,7902.48,7918.25,7919.82,7919.98,0.0,10__0
ERJ,Aerospace,Aerospace - Defense,175,20,2,26736.5,98648.6,168547.07,176101.61,176857.06,176932.61,0.0,20__0
ERO,Basic Materials,Mining - Non Ferrous,30,15,3,12464.0,14275.0,14927.5,14992.75,14999.28,14999.93,0.0,15__0
ES,Utilities,Utility - Electric Power,20,15,3,79374.38,121278.87,130707.39,131650.24,131744.52,131753.95,0.0,15__0
ESAB,Industrial Products,Metal Products - Procurement and Fabrication,1,0,3,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,1.0,0__1
ESE,Industrial Products,Manufacturing - Electronics,1,0,3,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,2.0,0__2
ESI,Basic Materials,Chemical - Specialty,51,15,3,165000.0,204285.0,211678.5,212417.85,212491.79,212499.18,0.0,15__0
ESLT,Aerospace,Aerospace - Defense Equipment,83,20,2,15840.0,24905.0,45015.5,47026.55,47227.66,47247.77,0.0,20__0
ESPR,Medical,Medical - Drugs,10,10,3,8721.45,8915.49,8959.15,8963.51,8963.95,8964.0,0.0,10__0
ESS,Finance,REIT and Equity Trust - Residential,29,15,3,232674.0,306200.0,327620.0,329762.0,329976.2,329997.62,1.0,15__1
ESTA,Medical,Medical Services,152,20,2,53046.0,304501.06,500457.98,522388.3,524581.33,524800.63,3.0,20__3
ESTC,Computer and Technology,Internet - Software,1588,30,2,38770.4,113390.0,348553.8,355950.0,355950.0,355950.0,2.0,30__2
ET,Oils-Energy,Oil and Gas - Production Pipeline - MLB,1022,30,2,20930.05,103897.08,314265.0,426842.42,438288.24,439432.82,2.0,30__2
