trade_volume_bin_rank,security,sector,industry,min_dte,max_dte,qualifying_trades,trade_volume_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
2,SCCO,Basic Materials,Mining - Non Ferrous,1,30,302,25,3010.0,3600.0,7800.0,4200.0,14100.0,18162.6,33892.1,87467.8,232567.5,282006.75,286950.68,287445.07
3,SCHL,Consumer Staples,Publishing - Books,1,16,2,5,3375.0,3521.25,3813.75,292.5,4252.5,3901.5,3930.75,3954.15,3959.42,3959.94,3959.99,3960.0
2,SCHW,Finance,Financial - Investment Bank,1,30,4452,35,3002.0000000000005,3818.0,8219.25,4401.25,14821.125,15602.3,26396.7,98235.96,486817.7,714288.1,741928.81,744692.88
2,SCI,Consumer Staples,Funeral Services,3,29,60,20,3010.0,3836.25,8580.0,4743.75,15695.625,16100.0,25478.1,79523.8,139622.38,145632.24,146233.22,146293.32
3,SCPH,Medical,Medical - Biomedical and Genetics,16,16,1,0,3750.0,3750.0,3750.0,0.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0
3,SCS,Business Services,Business - Office Products,2,30,25,15,3160.0,4000.0,4080.0,80.0,4200.0,7476.0,9332.0,9926.2,10033.12,10043.81,10044.88,10044.99
3,SCSC,Industrial Products,Industrial Services,30,30,1,0,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
3,SCVL,Retail-Wholesale,Retail - Apparel and Shoes,2,29,13,10,3450.0,5000.0,10395.0,5395.0,18487.5,12250.0,16500.0,21300.0,22380.0,22488.0,22498.8,22499.88
2,SDGR,Medical,Medical Info Systems,3,30,168,20,3024.0,4045.0,6381.25,2336.25,9885.625,9609.0,13697.0,64388.52,98987.4,104668.74,105236.87,105293.69
3,SDRL,Oils-Energy,Oil and Gas - Drilling,8,30,23,15,3079.9999999999995,3100.0,5985.0,2885.0,10312.5,7930.0,8585.0,29359.0,34615.9,35141.59,35194.16,35199.42
2,SE,Computer and Technology,Internet - Software,1,30,5040,35,3002.0000000000005,3780.0,7979.0,4199.0,14277.5,14340.2,22400.5,62032.3,323927.5,1427030.13,1478935.71,1484126.27
3,SEAT,Computer and Technology,Internet - Software,18,25,4,5,3940.0000000000005,5485.0,6926.75,1441.75,9089.375,8594.9,9150.95,9595.79,9695.88,9705.89,9706.89,9706.99
2,SEDG,Oils-Energy,Solar,1,30,1654,30,3003.0,3680.0,7482.0,3802.0,13185.0,11937.3,17597.4,32740.82,298500.36,669250.8,713696.58,718141.16
3,SEE,Industrial Products,Containers - Paper and Packaging,9,30,7,10,3150.0,4494.0,63977.5,59483.5,153202.75,117213.0,133606.5,146721.3,149672.13,149967.21,149996.72,149999.67
3,SEG,Finance,Real Estate - Operations,28,28,1,0,3080.0,3080.0,3080.0,0.0,3080.0,3080.0,3080.0,3080.0,3080.0,3080.0,3080.0,3080.0
2,SEI,Oils-Energy,Oil and Gas - Mechanical and and Equipment,2,30,241,25,3040.0,4400.0,15800.0,11400.0,32900.0,47000.0,100000.0,236890.0,360104.4,375481.44,377019.14,377172.91
3,SEM,Medical,Medical - HMOs,14,28,32,15,3075.0,3150.0,5062.5,1912.5,7931.25,7450.0,12390.25,41344.15,52374.42,53477.44,53587.74,53598.77
3,SEMR,Computer and Technology,Internet - Software,7,28,4,5,6340.000000000001,6835.0,9068.75,2233.75,12419.375,10740.5,11297.75,11743.55,11843.86,11853.89,11854.89,11854.99
3,SENS,Medical,Medical Info Systems,1,29,4,5,3020.0000000000005,3147.5,4062.5,915.0,5435.0,4715.0,4932.5,5106.5,5145.65,5149.56,5149.96,5150.0
3,SEPN,Medical,Medical - Biomedical and Genetics,2,30,5,5,3240.0,3318.0,3375.0,57.0,3460.5,4896.0,5403.0,5808.6,5899.86,5908.99,5909.9,5909.99
2,SERV,Computer and Technology,Computers - IT Services,1,30,1186,30,3010.0,3850.0,7730.0,3880.0,13550.0,12260.0,17450.0,34556.25,91855.0,162875.5,171087.55,171908.75
2,SES,Auto-Tires-Trucks,Automotive - Original Equipment,8,29,83,20,3040.0,3825.0,6727.5,2902.5,11081.25,9791.0,12399.0,23482.2,26648.22,26964.82,26996.48,26999.65
2,SEZL,Business Services,Financial Transaction Services,1,30,381,25,3044.9999999999995,3990.0,8550.0,4560.0,15390.0,16225.0,31529.0,45846.4,55952.32,56477.63,56530.16,56535.42
3,SF,Finance,Financial - Investment Bank,9,29,33,15,3750.0,5850.0,12000.0,6150.0,21225.0,14160.0,131690.0,313552.0,328355.2,329835.52,329983.55,329998.36
2,SFIX,Retail-Wholesale,Retail - Apparel and Shoes,2,29,181,25,3002.0,3815.0,7548.0,3733.0,13147.5,11817.0,17420.0,117024.0,190121.6,199012.16,199901.22,199990.12
3,SFL,Transportation,Transportation - Shipping,28,29,2,5,4000.0,5490.0,8470.0,2980.0,12940.0,9364.0,9662.0,9900.4,9954.04,9959.4,9959.94,9959.99
2,SFM,Retail-Wholesale,Food - Natural Foods Products,1,30,1180,30,3004.9999999999995,3675.0,7668.0,3993.0,13657.5,14007.0,22064.25,74378.1,161188.76,200180.72,204518.07,204951.81
2,SG,Retail-Wholesale,Retail - Restaurants,1,30,1354,30,3008.0,3772.5,9742.5,5970.0,18697.5,20423.7,43742.4,156637.96,741072.63,1137178.07,1191701.81,1197154.18
2,SGI,Retail-Wholesale,Retail - Home Furnishings,9,30,137,20,3015.9999999999995,3978.0,8710.0,4732.0,15808.0,13954.0,17676.4,62217.6,184247.81,199605.58,201141.36,201294.94
3,SGML,Computer and Technology,Electronics - Miscellaneous Products,3,30,34,15,3200.0,5500.0,37250.0,31750.0,84875.0,50910.0,59210.0,99398.0,117039.8,118803.98,118980.4,118998.04
2,SGMO,Medical,Medical - Biomedical and Genetics,2,30,86,20,3010.0,3867.5,6945.0,3077.5,11561.25,11091.0,15197.5,27725.0,36522.5,37402.25,37490.23,37499.02
3,SGMT,Medical,Medical - Biomedical and Genetics,7,30,55,15,3100.0,3857.0,6632.5,2775.5,10795.75,8402.0,10533.0,33559.4,56590.94,58894.09,59124.41,59147.44
2,SGRY,Medical,Medical Services,2,30,70,20,3100.0,3992.5,8505.0,4512.5,15273.75,12567.5,30750.0,72291.5,106229.15,109622.91,109962.29,109996.23
3,SGU,Computer and Technology,Electronics - Miscellaneous Products,4,4,1,0,4990.000000000001,4990.0,4990.0,0.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0
2,SHAK,Retail-Wholesale,Retail - Restaurants,1,30,1151,30,3010.0,3755.0,8822.5,5067.5,16423.75,15200.0,24550.0,108975.0,519040.0,1071775.6,1136417.56,1142881.76
3,SHC,Medical,Medical Services,7,14,2,5,7850.0,13087.5,23562.5,10475.0,39275.0,26705.0,27752.5,28590.5,28779.05,28797.91,28799.79,28799.98
3,SHCO,Consumer Discretionary,Hotels and Motels,8,21,5,5,3125.0,3300.0,6000.0,2700.0,10050.0,6588.0,6784.0,6940.8,6976.08,6979.61,6979.96,6980.0
2,SHEL,Oils-Energy,Oil and Gas - Integrated - International,1,30,737,30,3010.0,3890.0,11700.0,7810.0,23415.0,30093.0,48433.8,101760.0,191092.27,209936.23,211820.62,212009.06
3,SHIP,Transportation,Transportation - Shipping,29,29,1,0,3500.0,3500.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
3,SHLS,Oils-Energy,Solar,16,30,28,15,3010.0,3482.5,4740.0,1257.5,6626.25,5641.0,7640.5,32945.36,41069.34,41881.73,41962.97,41971.1
3,SHOO,Consumer Discretionary,Shoes and Retail Apparel ,10,28,25,15,3020.0000000000005,4250.0,10500.0,6250.0,19875.0,47068.0,53640.0,140139.0,164336.4,166756.14,166998.11,167022.31
1,SHOP,Computer and Technology,Internet - Services,1,30,22828,45,3002.0,3792.0,8280.0,4488.0,15012.0,15100.0,22528.25,56196.36,186259.5,628684.25,1099881.82,1122542.18
2,SHW,Basic Materials,Chemical - Specialty,2,30,447,25,3040.0,3955.0,8100.0,4145.0,14317.5,16748.0,31627.2,113774.4,320958.0,331795.8,332879.58,332987.96
3,SIBN,Medical,Medical - Instruments,11,18,2,5,3645.0000000000005,4350.75,5762.25,1411.5,7879.5,6185.7,6326.85,6439.77,6465.18,6467.72,6467.97,6468.0
3,SIFY,Computer and Technology,Internet - Services,17,17,3,5,3710.0,4355.0,7625.0,3270.0,12530.0,9200.0,9725.0,10145.0,10239.5,10248.95,10249.9,10249.99
2,SIG,Retail-Wholesale,Retail - Jewelry,1,30,1124,30,3008.0,3900.0,9408.5,5508.5,17671.25,19756.8,30993.25,156562.0,649470.19,678606.62,681066.66,681312.67
3,SIGA,Medical,Medical - Drugs,17,25,8,10,3225.0,4318.75,6235.0,1916.25,9109.375,8207.5,9616.25,10743.25,10996.83,11022.18,11024.72,11024.97
3,SIGI,Finance,Insurance - Property and Casualty,25,25,1,0,3300.0,3300.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
3,SII,Finance,Financial - Investment Management,11,30,11,10,3100.0,4185.0,6121.0,1936.0,9025.0,6300.0,6868.5,7323.3,7425.63,7435.86,7436.89,7436.99
2,SIMO,Computer and Technology,Computer - Integrated Systems,4,29,103,20,3150.0,3684.5,10310.0,6625.5,20248.25,19746.0,21769.5,209361.6,254900.0,259490.0,259949.0,259994.9
2,SIRI,Consumer Discretionary,Broadcast Radio and Television,1,30,1380,30,3010.0,3850.0,8400.0,4550.0,15225.0,15000.0,27000.0,91761.0,477452.0,507568.16,511249.02,511617.1
3,SITC,Finance,REIT and Equity Trust - Retail,3,11,2,5,4160.0,4245.0,4415.0,170.0,4670.0,4466.0,4483.0,4496.6,4499.66,4499.97,4500.0,4500.0
3,SITE,Industrial Products,Industrial Services,17,30,6,10,3800.0,4080.0,4462.5,382.5,5036.25,6092.0,6888.0,7524.8,7668.08,7682.41,7683.84,7683.98
2,SITM,Computer and Technology,Electronics - Miscellaneous Products,4,30,154,20,3050.0,4000.0,10400.0,6400.0,20000.0,15756.0,22719.0,77947.44,133824.92,138932.49,139443.25,139494.32
2,SJM,Consumer Staples,Food - Miscellaneous,2,30,218,25,3020.0,3701.25,8640.0,4938.75,16048.125,15238.5,27233.0,81197.5,320187.32,351293.73,354404.37,354715.44
3,SKE,Basic Materials,Mining - Miscellaneous,28,30,2,5,5400.0,5460.0,5580.0,120.0,5760.0,5616.0,5628.0,5637.6,5639.76,5639.98,5640.0,5640.0
3,SKIN,Medical,Medical Services,9,9,1,0,3890.0000000000005,3890.0,3890.0,0.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0
3,SKT,Finance,REIT and Equity Trust - Retail,24,30,2,5,5280.0,6960.0,10320.0,3360.0,15360.0,11328.0,11664.0,11932.8,11993.28,11999.33,11999.93,11999.99
3,SKWD,Finance,Insurance - Property and Casualty,15,15,1,0,13500.0,13500.0,13500.0,0.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0
2,SKX,Consumer Discretionary,Shoes and Retail Apparel ,1,30,599,30,3021.0,3802.5,6817.5,3015.0,11340.0,12375.2,22208.4,115060.0,300360.0,397236.0,406923.6,407892.36
2,SKY,Construction,Building Products - Mobile Homes and RV Builders,1,30,381,25,3040.0,3960.0,8500.0,4540.0,15310.0,21500.0,57980.0,291300.0,1231886.32,1497701.03,1524282.5,1526940.65
3,SKYE,Medical,Medical - Biomedical and Genetics,10,29,2,5,3529.9999999999995,3647.5,3882.5,235.0,4235.0,3953.0,3976.5,3995.3,3999.53,3999.95,4000.0,4000.0
2,SKYT,Computer and Technology,Electronics - Semiconductors,1,30,128,20,3125.0,3892.5,8262.5,4370.0,14817.5,15720.0,23406.25,49806.25,56626.9,57232.69,57293.27,57299.33
2,SKYW,Transportation,Transportation - Airline,9,30,68,20,3024.0,4077.75,8021.25,3943.5,13936.5,16021.0,20412.0,26388.4,30898.84,31349.88,31394.99,31399.5
2,SLAB,Computer and Technology,Semiconductor - Analog and Mixed,3,29,69,20,3100.0,3600.0,6760.0,3160.0,11500.0,9728.0,13554.0,17068.8,17276.88,17297.69,17299.77,17299.98
2,SLB,Oils-Energy,Oil and Gas - Field Services,1,30,1646,30,3003.0,3726.0,7847.0,4121.0,14028.5,14420.0,23737.5,96202.5,338395.0,455221.0,470322.1,471832.21
3,SLDB,Medical,Medical - Biomedical and Genetics,3,30,26,15,3079.9999999999995,3650.0,5456.25,1806.25,8165.625,6300.0,6912.5,10750.0,11875.0,11987.5,11998.75,11999.87
3,SLDP,Auto-Tires-Trucks,Automotive - Original Equipment,11,30,10,10,3800.0,4182.0,6524.75,2342.75,10038.875,9424.0,9712.0,9942.4,9994.24,9999.42,9999.94,9999.99
3,SLF,Finance,Insurance - Life Insurance,24,28,3,5,3100.0,3350.0,3600.0,250.0,3975.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
2,SLG,Finance,REIT and Equity Trust - Other,1,30,197,25,3015.0,3600.0,7686.0,4086.0,13815.0,14366.4,21012.0,211200.0,260847.72,265421.77,265879.18,265924.92
3,SLGN,Industrial Products,Containers - Metal and Glass,24,24,1,0,4100.0,4100.0,4100.0,0.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0
3,SLI,Oils-Energy,Alternative Energy - Other,7,7,1,0,3900.0,3900.0,3900.0,0.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
2,SLM,Finance,Financial - Consumer Loans,7,30,72,20,3080.0000000000005,3875.0,12162.5,8287.5,24593.75,16792.8,23528.75,38414.52,50675.65,51901.77,52024.38,52036.64
2,SLNO,Medical,Medical - Drugs,3,30,829,30,3008.9999999999995,3875.0,9815.0,5940.0,18725.0,24153.6,72991.2,444307.92,702298.18,947144.82,971629.48,974077.95
3,SLP,Computer and Technology,Computer - Software,6,30,16,10,3120.0000000000005,3662.5,6888.75,3226.25,11728.125,11580.0,16250.0,26450.0,28745.0,28974.5,28997.45,28999.74
3,SLQT,Finance,Insurance - Multi line,9,29,31,15,3015.0,3674.0,5438.0,1764.0,8084.0,7152.0,8460.0,11066.0,11816.6,11891.66,11899.17,11899.92
3,SLS,Medical,Medical - Biomedical and Genetics,1,30,10,10,3500.0,3850.0,9108.75,5258.75,16996.875,10296.0,11628.0,12693.6,12933.36,12957.34,12959.73,12959.97
3,SLVM,Basic Materials,Paper and Related Products,4,28,5,5,3270.0000000000005,3300.0,3510.0,210.0,3825.0,16404.0,20702.0,24140.4,24914.04,24991.4,24999.14,24999.91
3,SM,Oils-Energy,Oil and Gas - Exploration and Production - United States,2,30,46,15,3100.0,3930.0,7836.0,3906.0,13695.0,10545.0,12543.75,15328.95,16085.89,16161.59,16169.16,16169.92
3,SMC,Oils-Energy,Oil and Gas - Production Pipeline - MLB,15,28,4,5,3250.0,3625.0,4322.5,697.5,5368.75,4759.0,4904.5,5020.9,5047.09,5049.71,5049.97,5050.0
1,SMCI,Computer and Technology,Computer- Storage Devices,1,30,241748,55,3002.0,3900.0,9360.0,5460.0,17550.0,17813.2,27688.6,72000.0,342180.21,2139613.11,5869714.5,8492369.88
2,SMG,Consumer Staples,Agriculture - Operations,2,30,433,25,3015.0,3680.0,6966.0,3286.0,11895.0,16194.0,34178.0,165060.4,187535.84,190113.58,190371.36,190397.14
2,SMLR,Medical,Medical - Instruments,2,30,267,25,3040.0,3677.5,8275.0,4597.5,15171.25,15040.0,18700.0,33675.8,106188.0,125818.8,127781.88,127978.19
2,SMMT,Medical,Medical - Drugs,1,30,1407,30,3015.0,3960.0,7967.0,4007.0,13977.5,13662.0,19375.2,37833.0,95074.67,234894.2,252989.42,254798.94
3,SMPL,Consumer Staples,Food - Confectionery,7,23,12,10,3040.0,4125.0,10955.0,6830.0,21200.0,15500.0,19786.0,23957.2,24895.72,24989.57,24998.96,24999.9
2,SMR,Computer and Technology,Electronics - Power Generation,1,30,4472,35,3002.0000000000005,3840.0,8750.0,4910.0,16115.0,17999.4,31917.5,138620.6,423069.69,941620.95,1024312.09,1032581.21
2,SMTC,Computer and Technology,Semiconductor - Analog and Mixed,2,30,708,30,3006.0,3900.0,10940.0,7040.0,21500.0,21000.0,34048.75,75994.68,226025.04,233202.5,233920.25,233992.03
3,SMWB,Computer and Technology,Internet - Content,10,10,1,0,9900.0,9900.0,9900.0,0.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0
2,SN,Retail-Wholesale,Retail - Miscellaneous,3,30,947,30,3010.0,3850.5,9420.0,5569.5,17774.25,22760.6,44907.0,164546.9,1934937.5,2643452.15,2714303.62,2721388.76
2,SNA,Consumer Discretionary,Tools - Handheld,1,30,131,20,3010.0,4076.0,9140.0,5064.0,16736.0,15580.0,22810.0,31235.0,82460.0,89246.0,89924.6,89992.46
2,SNAP,Computer and Technology,Internet - Software,1,30,7170,40,3003.0,3718.0,7440.0,3722.0,13023.0,12988.3,19514.9,60193.44,338821.25,1741541.47,3864096.55,4076352.05
3,SNBR,Consumer Discretionary,Furniture,3,30,27,15,3036.0000000000005,3685.0,9705.0,6020.0,18735.0,19446.0,24702.0,38855.7,43197.57,43631.76,43675.18,43679.52
3,SNCR,Computer and Technology,Internet - Software,2,2,1,0,5500.0,5500.0,5500.0,0.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0
3,SNCY,Transportation,Transportation - Airline,18,23,8,10,3120.0000000000005,3787.5,6515.0,2727.5,10606.25,8456.0,10668.0,12437.6,12835.76,12875.58,12879.56,12879.96
2,SNDK,Business Services,Technology Services,4,30,226,25,3060.0,3888.75,10745.0,6856.25,21029.375,20720.0,29828.75,102037.5,1299284.0,1488208.4,1507100.84,1508990.08
3,SNDL,Medical,Medical - Products,23,25,3,5,4668.0,4692.0,5276.5,584.5,6153.25,5612.8,5724.9,5814.58,5834.76,5836.78,5836.98,5837.0
3,SNDR,Transportation,Transportation - Services,22,22,1,0,3128.0,3128.0,3128.0,0.0,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0
2,SNDX,Medical,Medical - Biomedical and Genetics,3,30,137,20,3120.0000000000005,4070.0,13095.0,9025.0,26632.5,33135.0,61000.0,212385.6,422067.24,447989.72,450581.97,450841.2
3,SNEX,Finance,Financial - Miscellaneous Services,15,15,1,0,3279.9999999999995,3280.0,3280.0,0.0,3280.0,3280.0,3280.0,3280.0,3280.0,3280.0,3280.0,3280.0
3,SNN,Medical,Medical - Products,21,21,1,0,4200.0,4200.0,4200.0,0.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0
1,SNOW,Computer and Technology,Internet - Software,1,30,46023,45,3002.0,3800.0,8760.0,4960.0,16200.0,16375.0,26173.9,77097.5,402772.36,904925.26,1367796.97,1535422.9
2,SNPS,Computer and Technology,Computer - Software,1,30,3553,35,3004.0,3920.0,9000.0,5080.0,16620.0,16772.0,26118.0,77996.0,258568.8,465040.8,471754.08,472425.41
2,SNV,Finance,Banks - Southeast,2,30,57,20,3060.0,3850.0,8745.0,4895.0,16087.5,14046.0,18348.8,34419.44,37947.94,38300.79,38336.08,38339.61
3,SNX,Computer and Technology,Electronics - Miscellaneous Products,7,29,54,15,3024.0,3532.5,6435.0,2902.5,10788.75,7920.0,9072.0,11046.0,11904.6,11990.46,11999.05,11999.9
2,SNY,Medical,Large Cap Pharmaceuticals,3,30,208,25,3010.0,3986.25,12988.75,9002.5,26492.5,30000.0,38650.5,78990.03,190569.32,214577.43,216978.24,217218.32
2,SO,Utilities,Utility - Electric Power,2,30,301,25,3025.0000000000005,3750.0,9000.0,5250.0,16875.0,28000.0,47880.0,99920.0,141700.0,150070.0,150907.0,150990.7
3,SOBO,Oils-Energy,Oil and Gas - Production and Pipelines,23,23,1,0,3800.0,3800.0,3800.0,0.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0
2,SOC,Oils-Energy,Oil and Gas - Integrated - United States,1,30,981,30,3015.9999999999995,3960.0,9120.0,5160.0,16860.0,16875.0,29097.0,108822.4,289436.56,495143.66,515714.37,517771.44
1,SOFI,Finance,Financial - Miscellaneous Services,1,30,18035,45,3002.0,3699.5,7766.0,4066.5,13865.75,13860.0,20697.2,45714.5,214895.7,2371173.8,4015544.0,4015544.0
3,SOGP,Consumer Discretionary,Audio Video Production,11,11,2,5,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
2,SOLV,Medical,Medical Services,3,30,167,20,3040.0,3300.0,8580.0,5280.0,16500.0,9840.0,13850.0,92672.0,318875.0,346887.5,349688.75,349968.87
3,SON,Industrial Products,Containers - Paper and Packaging,7,7,1,0,3168.0,3168.0,3168.0,0.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0
3,SOND,Consumer Discretionary,Leisure and Recreation Services,7,18,3,5,4880.0,4940.0,5000.0,60.0,5090.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
3,SONO,Consumer Discretionary,Audio Video Production,1,30,35,15,3100.0,3575.0,8455.0,4880.0,15775.0,13848.0,28476.0,30973.2,31897.32,31989.73,31998.97,31999.9
2,SONY,Consumer Discretionary,Audio Video Production,1,30,143,20,3060.0,3792.0,6487.5,2695.5,10530.75,11050.2,20318.5,70817.0,92146.34,94156.63,94357.66,94377.77
3,SOPH,Medical,Medical Info Systems,25,28,2,5,3750.0,3812.5,3937.5,125.0,4125.0,3975.0,3987.5,3997.5,3999.75,3999.98,4000.0,4000.0
2,SOUN,Computer and Technology,Computers - IT Services,1,30,12729,40,3002.0,3762.0,8125.0,4363.0,14669.5,14700.0,22730.0,61284.6,178082.08,1116430.4,1776886.16,1851688.62
3,SPB,Consumer Discretionary,Consumer Products - Discretionary,1,29,27,15,3030.0,4795.0,7900.0,3105.0,12557.5,8247.0,9138.5,13003.3,14125.33,14237.53,14248.75,14249.88
2,SPCE,Aerospace,Aerospace - Defense,1,30,368,25,3010.0,3699.0,7779.0,4080.0,13899.0,13000.0,19154.0,29244.96,40225.6,41746.96,41899.1,41914.31
2,SPG,Finance,REIT and Equity Trust - Retail,3,30,354,25,3025.0,3675.0,8535.0,4860.0,15825.0,16434.0,20263.7,29675.8,35817.81,36219.38,36259.54,36263.55
2,SPGI,Finance,Securities and Exchanges,2,30,605,30,3003.0,3750.0,8680.0,4930.0,16075.0,18622.8,42900.0,110905.6,250886.4,315248.64,321684.86,322328.49
2,SPHR,Consumer Discretionary,Media Conglomerates,2,30,572,30,3007.0,3750.0,8595.0,4845.0,15862.5,18413.4,38654.9,94820.88,310000.0,310000.0,310000.0,310000.0
2,SPIR,Aerospace,Aerospace - Defense,2,30,82,20,3024.0,4188.0,9315.0,5127.0,17005.5,14490.0,20256.75,23266.11,23316.41,23321.44,23321.94,23321.99
3,SPNS,Computer and Technology,Computer - Software,23,23,2,5,3120.0000000000005,3140.0,3180.0,40.0,3240.0,3192.0,3196.0,3199.2,3199.92,3199.99,3200.0,3200.0
3,SPNT,Finance,Insurance - Multi line,9,25,6,10,3400.0,3812.5,4615.0,802.5,5818.75,5400.0,5700.0,5940.0,5994.0,5999.4,5999.94,5999.99
1,SPOT,Computer and Technology,Internet - Software,1,30,31626,45,3001.0,3900.0,9873.75,5973.75,18834.375,18280.5,28275.0,77750.0,309520.0,962844.0,4755527.71,5497552.77
3,SPR,Aerospace,Aerospace - Defense Equipment,8,28,11,10,3219.9999999999995,3895.0,18975.0,15080.0,41595.0,25000.0,44345.0,59821.0,63303.1,63651.31,63686.13,63689.61
3,SPRO,Medical,Medical - Biomedical and Genetics,23,23,10,10,3394.9999999999995,3625.0,4420.0,795.0,5612.5,6855.0,7327.5,7705.5,7790.55,7799.06,7799.91,7799.99
3,SPRY,Medical,Medical - Drugs,3,30,37,15,3100.0,3800.0,5550.0,1750.0,8175.0,17938.0,28348.8,38307.84,41630.78,41963.08,41996.31,41999.63
3,SPSC,Business Services,Business - Services,3,29,20,15,3060.0,4450.0,10845.0,6395.0,20437.5,19800.0,20623.0,33132.6,35947.26,36228.73,36256.87,36259.69
3,SPT,Computer and Technology,Internet - Services,8,30,24,15,3010.0,3341.25,10405.0,7063.75,21000.625,13526.0,15977.0,17324.0,17572.4,17597.24,17599.72,17599.97
3,SPWH,Retail-Wholesale,Retail - Apparel and Shoes,15,15,2,5,3750.0,3937.5,4312.5,375.0,4875.0,4425.0,4462.5,4492.5,4499.25,4499.93,4499.99,4500.0
3,SPXC,Business Services,Technology Services,11,25,10,10,3300.0,6306.25,32642.5,26336.25,72146.875,36644.0,39182.0,41212.4,41669.24,41714.92,41719.49,41719.95
3,SQM,Basic Materials,Chemical - Specialty,4,30,28,15,3040.0,3335.0,6157.5,2822.5,10391.25,8408.8,11078.6,14055.0,14905.5,14990.55,14999.05,14999.91
3,SR,Utilities,Utility - Gas Distribution,1,1,1,0,16500.0,16500.0,16500.0,0.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0
2,SRAD,Consumer Discretionary,Leisure and Recreation Products,4,30,87,20,3029.9999999999995,4525.0,11250.0,6725.0,21337.5,16341.0,20796.1,29105.6,29910.56,29991.06,29999.11,29999.91
2,SRE,Utilities,Utility - Gas Distribution,6,30,62,20,3045.0000000000005,3770.0,8647.5,4877.5,15963.75,13325.0,17910.0,73703.37,91371.84,93138.68,93315.37,93333.04
3,SRG,Finance,REIT and Equity Trust - Other,29,29,2,5,3672.0,6034.75,10760.25,4725.5,17848.5,12177.9,12650.45,13028.49,13113.55,13122.05,13122.91,13122.99
3,SRL,Conglomerates,Diversified Operations,4,4,1,0,4475.0,4475.0,4475.0,0.0,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0
2,SRPT,Medical,Medical - Biomedical and Genetics,1,30,1109,30,3010.0,3800.0,8150.0,4350.0,14675.0,13001.0,20656.8,41911.2,349048.0,410014.0,414501.4,414950.14
2,SRRK,Medical,Medical - Biomedical and Genetics,2,30,270,25,3045.0,3645.0,7428.75,3783.75,13104.375,11565.0,22420.05,144297.0,430481.15,497458.11,504155.81,504825.58
3,SRTS,Medical,Medical - Instruments,11,16,4,5,3500.0,3687.5,4872.5,1185.0,6650.0,4949.0,4974.5,4994.9,4999.49,4999.95,4999.99,5000.0
3,SSD,Construction,Building Products - Miscellaneous,2,30,9,10,3186.0,3440.0,8250.0,4810.0,15465.0,9120.0,10860.0,12252.0,12565.2,12596.52,12599.65,12599.97
3,SSL,Oils-Energy,Oil and Gas - Integrated - International,10,10,1,0,4490.000000000001,4490.0,4490.0,0.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0
3,SSNC,Computer and Technology,Computer - Software,9,24,52,15,3045.0000000000005,3697.5,7594.0,3896.5,13438.75,11684.0,16403.15,17147.61,17509.76,17545.98,17549.6,17549.96
3,SSP,Consumer Discretionary,Broadcast Radio and Television,21,21,1,0,3300.0,3300.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
3,SSRM,Basic Materials,Mining - Miscellaneous,1,30,22,15,3200.0,3328.5,7200.0,3871.5,13007.25,15447.5,34240.0,35832.0,35983.2,35998.32,35999.83,35999.98
3,SSTI,Industrial Products,Security and Safety Services,30,30,2,5,15960.0,17188.75,19646.25,2457.5,23332.5,20383.5,20629.25,20825.85,20870.09,20874.51,20874.95,20875.0
