security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
A,Medical,Medical - Products,0.55,195000.0,5. p99_trade_value,6.0,585,30__2,30,2,2.0,17500.0,30696.0,144761.28,306042.05,352716.9,357384.39,357851.14
ABT,Medical,Medical - Products,0.55,458000.0,1. p999999_trade_value,1.0,2262,35__0,35,2,0.0,13985.1,21399.5,70829.41,397716.17,451669.2,457366.92,457936.69
ACAD,Medical,Medical - Biomedical and Genetics,0.55,152750.0,1. p999999_trade_value,1.0,93,20__0,20,2,0.0,10728.0,27958.0,141940.0,151669.0,152641.9,152739.19,152748.92
ACHC,Medical,Medical - Hospital,0.55,,,,178,25__0,25,2,0.0,16824.4,34262.0,101304.4,193904.16,198670.42,199147.04,199194.7
ACLX,Medical,Medical - Biomedical and Genetics,0.55,,,,223,25__2,25,2,2.0,42860.0,168000.0,240000.0,448940.0,494894.0,499489.4,499948.94
ADMA,Medical,Medical - Biomedical and Genetics,0.55,396795.0,5. p99_trade_value,4.0,313,25__2,25,2,2.0,21000.0,50000.0,388766.4,660559.58,668574.46,669375.95,669456.09
AKRO,Medical,Medical - Biomedical and Genetics,0.55,683530.0,1. p999999_trade_value,1.0,395,25__0,25,2,0.0,17113.6,20500.0,46367.2,463006.62,661477.66,681324.77,683309.48
ALC,Medical,Medical - Instruments,0.55,95000.0,6. p95_trade_value,13.0,252,25__2,25,2,2.0,42860.5,87300.0,221115.0,337051.3,342405.13,342940.51,342994.05
ALGN,Medical,Medical - Dental Supplies,0.55,,,,1815,35__0,35,2,0.0,15507.6,23992.5,65006.04,266770.32,603622.73,667862.27,674286.23
ALNY,Medical,Medical - Biomedical and Genetics,0.55,,,,1086,30__0,30,2,0.0,17515.5,30474.0,93454.65,518925.0,1094501.25,1154800.13,1160830.01
ALT,Medical,Medical - Drugs,0.55,44800.0,5. p99_trade_value,6.0,598,30__2,30,2,2.0,12248.0,17248.0,41890.0,270206.7,457670.67,476417.07,478291.71
AMGN,Medical,Medical - Biomedical and Genetics,0.55,,,,8313,40__0,40,2,0.0,16956.0,26578.4,79387.2,433668.0,963091.98,1246245.5,1274560.85
ANAB,Medical,Medical - Biomedical and Genetics,0.55,202390.0,5. p99_trade_value,4.0,302,25__2,25,2,2.0,29708.0,45091.5,202245.95,695970.0,704097.0,704909.7,704990.97
ANRO,Medical,Medical - Biomedical and Genetics,0.55,12540.0,7. p90_trade_value,6.0,68,20__0,20,2,0.0,11500.0,15358.0,136650.0,199965.0,206296.5,206929.65,206992.96
APLS,Medical,Medical - Biomedical and Genetics,0.55,,,,288,25__0,25,2,0.0,13581.5,22925.0,76300.0,455489.58,468346.46,469632.15,469760.71
APLT,Medical,Medical - Biomedical and Genetics,0.55,525000.0,1. p999999_trade_value,1.0,201,25__2,25,2,2.0,21250.0,40800.0,200000.0,501000.0,522600.0,524760.0,524976.0
ARDX,Medical,Medical - Drugs,0.55,6250.0,8. p75_trade_value,22.0,72,20__0,20,2,0.0,11319.0,14901.0,25441.96,26415.8,26513.18,26522.92,26523.89
ARGX,Medical,Medical - Biomedical and Genetics,0.55,14500.0,7. p90_trade_value,67.0,669,30__0,30,2,0.0,14292.0,19500.0,53144.0,670944.0,1147094.4,1194709.44,1199470.94
ARQT,Medical,Medical - Biomedical and Genetics,0.55,,,,127,20__3,20,2,3.0,75000.0,102825.0,284700.0,320905.0,324590.5,324959.05,324995.9
ARVN,Medical,Medical - Biomedical and Genetics,0.55,503470.00000000006,1. p999999_trade_value,1.0,338,25__2,25,2,2.0,66500.0,148950.0,333533.0,495560.61,502679.06,503390.91,503462.09
ASND,Medical,Medical - Biomedical and Genetics,0.55,,,,120,20__3,20,2,3.0,32370.8,57064.5,141383.5,558828.43,609382.84,614438.28,614943.83
ATEC,Medical,Medical - Instruments,0.55,15750.0,8. p75_trade_value,18.0,70,20__3,20,2,3.0,39000.0,55975.0,165901.5,181830.15,183423.01,183582.3,183598.23
AVDL,Medical,Medical - Drugs,0.55,74250.00000000001,1. p999999_trade_value,1.0,104,20__0,20,2,0.0,10396.2,18709.5,27489.0,69433.62,73768.36,74201.84,74245.18
AVXL,Medical,Medical - Biomedical and Genetics,0.55,,,,137,20__0,20,2,0.0,10312.0,15392.0,40356.4,190447.6,210294.76,212279.48,212477.95
AXSM,Medical,Medical - Biomedical and Genetics,0.55,960000.0,1. p999999_trade_value,1.0,984,30__0,30,2,0.0,19410.0,33394.0,219180.0,733910.0,937391.0,957739.1,959773.91
AZN,Medical,Medical - Biomedical and Genetics,0.55,804004.0,1. p999999_trade_value,1.0,1265,30__0,30,2,0.0,15562.8,42528.0,151440.0,646288.0,787255.49,802329.15,803836.51
BAX,Medical,Medical - Products,0.55,,,,336,25__0,25,2,0.0,20000.0,38166.25,133000.0,257238.8,291223.88,294622.39,294962.24
BBIO,Medical,Medical - Generic Drugs,0.55,,,,484,25__0,25,2,0.0,17425.0,27510.0,97389.83,175850.0,197585.0,199758.5,199975.85
BDX,Medical,Medical - Dental Supplies,0.55,821520.0000000001,1. p999999_trade_value,1.0,574,30__0,30,2,0.0,14204.0,30476.0,243734.9,619812.54,801349.25,819502.93,821318.29
BEAM,Medical,Medical - Biomedical and Genetics,0.55,15200.0,6. p95_trade_value,7.0,125,20__0,20,2,0.0,11350.0,15160.0,30019.2,33963.6,34086.36,34098.64,34099.86
BHC,Medical,Medical - Generic Drugs,0.55,,,,87,20__3,20,2,3.0,10887.0,17051.3,305402.88,335273.09,338260.11,338558.81,338588.68
BHVN,Medical,Medical - Biomedical and Genetics,0.55,,,,472,25__2,25,2,2.0,19477.0,51082.0,213586.3,400118.48,525219.85,537729.98,538981.0
BIIB,Medical,Medical - Biomedical and Genetics,0.55,,,,737,30__2,30,2,2.0,13210.0,17759.0,48035.28,118124.16,132988.42,134474.84,134623.48
BMEA,Medical,Medical - Biomedical and Genetics,0.55,,,,81,20__0,20,2,0.0,10000.0,14925.0,59400.0,78840.0,80784.0,80978.4,80997.84
BMRN,Medical,Medical - Biomedical and Genetics,0.55,102000.0,5. p99_trade_value,3.0,241,25__0,25,2,0.0,20580.0,54075.0,101284.0,163650.0,173100.0,174045.0,174139.5
BMY,Medical,Medical - Biomedical and Genetics,0.55,7984.0,8. p75_trade_value,656.0,2621,35__0,35,2,0.0,14756.0,25500.0,97440.0,326400.0,660712.46,759071.25,768907.12
BNTX,Medical,Medical - Biomedical and Genetics,0.55,,,,1315,30__2,30,2,2.0,18774.0,28161.0,75720.0,122744.0,197266.41,207241.64,208239.16
BPMC,Medical,Medical - Biomedical and Genetics,0.55,107414.99999999999,5. p99_trade_value,6.0,597,30__1,30,2,1.0,17972.0,36582.0,106536.6,1034368.0,2049236.8,2150723.68,2160872.37
BSX,Medical,Medical - Products,0.55,,,,2167,35__1,35,2,1.0,19244.0,36000.0,145549.44,510614.4,552419.0,559241.9,559924.19
CABA,Medical,Medical - Biomedical and Genetics,0.55,,,,92,20__0,20,2,0.0,9960.0,14817.75,27810.0,35181.0,35918.1,35991.81,35999.18
CADL,Medical,Medical - Biomedical and Genetics,0.55,,,,203,25__0,25,2,0.0,11614.0,17584.0,27297.8,54410.57,59994.56,60552.96,60608.8
CAH,Medical,Medical - Dental Supplies,0.55,,,,3073,35__0,35,2,0.0,15832.2,25964.8,92696.0,486580.0,642119.73,681021.57,684911.76
CAPR,Medical,Medical - Products,0.55,391000.0,1. p999999_trade_value,1.0,736,30__2,30,2,2.0,17155.0,26726.0,69720.0,274502.5,379350.25,389835.03,390883.5
CGC,Medical,Medical - Products,0.55,,,,249,25__0,25,2,0.0,8913.6,10440.0,25913.24,34016.0,35801.6,35980.16,35998.02
CGON,Medical,Medical - Biomedical and Genetics,0.55,9000.0,8. p75_trade_value,23.0,77,20__3,20,2,3.0,14832.0,28652.0,265200.0,422520.0,438252.0,439825.2,439982.52
CHE,Medical,Medical - Outpatient and Home Healthcare,0.55,,,,57,20__0,20,2,0.0,10020.4,13805.6,28918.36,38226.74,39157.57,39250.66,39259.97
CI,Medical,Medical - HMOs,0.55,77600.0,5. p99_trade_value,25.0,2487,35__0,35,2,0.0,17740.0,26840.0,67632.6,359910.88,500112.0,518011.2,519801.12
CLDX,Medical,Medical - Biomedical and Genetics,0.55,76140.0,6. p95_trade_value,4.0,67,20__3,20,2,3.0,18613.8,65298.0,164930.0,173543.0,174404.3,174490.43,174499.04
CMPX,Medical,Medical - Biomedical and Genetics,0.55,,,,68,20__3,20,2,3.0,18868.0,69340.5,191155.3,221251.03,224260.6,224561.56,224591.66
CNC,Medical,Medical - HMOs,0.55,149680.00000000003,5. p99_trade_value,13.0,1279,30__2,30,2,2.0,15000.0,33390.5,141739.6,291249.0,360793.26,369799.33,370699.93
CNMD,Medical,Medical - Dental Supplies,0.55,,,,67,20__3,20,2,3.0,14053.2,90382.0,229920.0,282192.0,287419.2,287941.92,287994.19
CNTA,Medical,Medical - Drugs,0.55,600000.0,1. p999999_trade_value,1.0,114,20__1,20,2,1.0,33004.0,77940.0,471195.0,589830.0,598983.0,599898.3,599989.83
