security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
SLGN,Industrial Products,Containers - Metal and Glass,0.65,4100.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0
SON,Industrial Products,Containers - Paper and Packaging,0.65,,,,1,0__2,0,2.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0
