security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AEM,Basic Materials,Mining - Gold,0.65,363000.0,4. p999_trade_value,2.0,1856,35__1,35,1.0,13500.0,20932.5,78702.25,321105.0,1679965.86,1949907.49,1976901.65
AG,Basic Materials,Mining - Silver,0.65,,,,295,25__0,25,0.0,12108.0,15060.0,33233.88,47294.2,47479.42,47497.94,47499.79
AGI,Basic Materials,Mining - Gold,0.65,6840.000000000001,8. p75_trade_value,39.0,151,20__0,20,0.0,12300.0,14490.0,24750.0,35256.5,36726.65,36873.67,36888.37
AMR,Basic Materials,Mining - Miscellaneous,0.65,36000.0,1. p999999_trade_value,1.0,391,25__0,25,0.0,11600.0,15000.0,29001.6,35415.0,35941.5,35994.15,35999.41
ATLX,Basic Materials,Mining - Miscellaneous,0.65,,,,8,10__0,10,0.0,7880.0,8860.0,9644.0,9820.4,9838.04,9839.8,9839.98
AU,Basic Materials,Mining - Gold,0.65,9071.0,8. p75_trade_value,67.0,266,25__0,25,0.0,21855.0,36187.5,100803.25,183330.0,201933.0,203793.3,203979.33
B,Basic Materials,Mining - Gold,0.65,12084.0,7. p90_trade_value,13.0,126,20__0,20,0.0,12042.0,18456.25,24659.25,27347.38,27484.74,27498.47,27499.85
BHP,Basic Materials,Mining - Miscellaneous,0.65,,,,369,25__0,25,0.0,13968.0,20016.0,44204.16,104846.72,107234.67,107473.47,107497.35
BTG,Basic Materials,Mining - Gold,0.65,28000.0,7. p90_trade_value,2.0,14,10__0,10,0.0,23800.0,39200.0,55840.0,59584.0,59958.4,59995.84,59999.58
CCJ,Basic Materials,Mining - Miscellaneous,0.65,,,,6403,40__2,40,2.0,18750.0,35460.8,207799.44,662883.84,1723877.39,1986308.94,2012552.09
CDE,Basic Materials,Mining - Non Ferrous,0.65,,,,45,15__0,15,0.0,16500.0,22785.0,24434.6,24943.46,24994.35,24999.43,24999.94
CMCL,Basic Materials,Mining - Gold,0.65,5400.0,1. p999999_trade_value,1.0,3,5__0,5,0.0,5320.0,5360.0,5392.0,5399.2,5399.92,5399.99,5400.0
DC,Basic Materials,Mining - Gold,0.65,,,,1,0__2,0,2.0,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0
