security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
ADNT,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,1. p999999_trade_value,12760.0,12760.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
ADNT,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,7. p90_trade_value,12733.000000000002,12733.000000000002,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
ADNT,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,8. p75_trade_value,11160.0,11160.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,1. p999999_trade_value,69859.99999999999,69859.99999999999,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,6. p95_trade_value,65000.0,65000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,7. p90_trade_value,50500.0,19500.0,2.0,2.0,1.0,0.55,1. ABOVE BASELINE,4.0,4.0,1.0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,8. p75_trade_value,19422.0,12300.0,5.0,5.0,1.0,0.55,1. ABOVE BASELINE,9.0,9.0,1.0
ALSN,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,1. p999999_trade_value,60000.0,60000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
ALSN,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,6. p95_trade_value,42000.0,42000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
ALSN,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,7. p90_trade_value,28500.0,28500.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,3.0,3.0,1.0
ALSN,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,8. p75_trade_value,17000.0,14750.0,2.0,4.0,0.5,0.55,2. BELOW BASELINE,5.0,7.0,0.7142857142857143
ALV,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,1. p999999_trade_value,12375.0,12375.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
ALV,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,7. p90_trade_value,7425.0,7425.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
ALV,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,8. p75_trade_value,6800.0,5500.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,1.0,4.0,0.25
AXL,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,1. p999999_trade_value,80000.0,80000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
AXL,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,8. p75_trade_value,10000.0,10000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
BEEM,Auto-Tires-Trucks,Automotive - Original Equipment,5__0,5,3,0.0,1. p999999_trade_value,4950.0,4950.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
BEEM,Auto-Tires-Trucks,Automotive - Original Equipment,5__0,5,3,0.0,8. p75_trade_value,3750.0,3750.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
BWA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,1. p999999_trade_value,30000.0,30000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
BWA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,6. p95_trade_value,15329.999999999998,13300.0,0.0,2.0,0.0,0.55,2. BELOW BASELINE,0.0,3.0,0.0
BWA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,7. p90_trade_value,11580.0,11200.0,1.0,2.0,0.5,0.55,2. BELOW BASELINE,1.0,5.0,0.2
BWA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,8. p75_trade_value,7200.0,6370.0,5.0,7.0,0.7142857142857143,0.55,2. BELOW BASELINE,6.0,12.0,0.5
CARG,Auto-Tires-Trucks,Automotive - Replacement Parts,15__0,15,3,0.0,1. p999999_trade_value,15250.0,15250.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CARG,Auto-Tires-Trucks,Automotive - Replacement Parts,15__0,15,3,0.0,6. p95_trade_value,12012.0,12012.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
CARG,Auto-Tires-Trucks,Automotive - Replacement Parts,15__0,15,3,0.0,7. p90_trade_value,10200.0,10200.0,1.0,1.0,1.0,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
CARG,Auto-Tires-Trucks,Automotive - Replacement Parts,15__0,15,3,0.0,8. p75_trade_value,9000.0,7695.0,1.0,3.0,0.3333333333333333,0.55,2. BELOW BASELINE,2.0,6.0,0.3333333333333333
CPS,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,1. p999999_trade_value,41610.0,41610.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CPS,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,7. p90_trade_value,11100.0,11100.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
CPS,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,8. p75_trade_value,9300.0,6000.0,0.0,3.0,0.0,0.55,2. BELOW BASELINE,0.0,5.0,0.0
CYD,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,1. p999999_trade_value,15000.0,15000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
CYD,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,6. p95_trade_value,14000.0,14000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,1.0,2.0,0.5
CYD,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,7. p90_trade_value,13500.0,13500.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
CYD,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,3,0.0,8. p75_trade_value,12000.0,7370.0,2.0,4.0,0.5,0.55,2. BELOW BASELINE,3.0,7.0,0.42857142857142855
DOOO,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,1. p999999_trade_value,26820.0,26820.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
DOOO,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,7. p90_trade_value,17370.0,17370.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
DOOO,Auto-Tires-Trucks,Automotive - Original Equipment,10__0,10,3,0.0,8. p75_trade_value,14000.0,14000.0,2.0,2.0,1.0,0.55,2. BELOW BASELINE,2.0,4.0,0.5
DORM,Auto-Tires-Trucks,Automotive - Replacement Parts,10__0,10,3,0.0,1. p999999_trade_value,35000.0,35000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
DORM,Auto-Tires-Trucks,Automotive - Replacement Parts,10__0,10,3,0.0,8. p75_trade_value,30000.0,30000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,2.0,2.0,1.0
