security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,option_condition_name,sector_1,industry_1,security_open,security_high,security_low,security_close,trade_rank,trade_value_log10,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,6. p95_trade_value,26055.0,64050.0,O:MTN241018C00190000,MTN,C,190.0,2024-10-18,235,0,301,6.1,1727363780036000000,105,64050.0,2024-09-26,Multi Leg floor trade,Consumer Discretionary,Leisure and Recreation Services,184.6,188.25,183.865,187.95,8,4.806519134080705,1,0,0,0,1
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,1. p999999_trade_value,336520.0,336520.0,O:MTN241220C00195000,MTN,C,195.0,2024-12-20,235,0,300,4.7,1733765898149000000,716,336520.0,2024-12-09,Multi Leg floor trade,Consumer Discretionary,Leisure and Recreation Services,189.95,193.5299,189.93,190.67,1,5.527010880243573,1,1,0,0,0
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,6. p95_trade_value,26055.0,64050.0,O:MTN241220C00210000,MTN,C,210.0,2024-12-20,209,0,316,2.0,1733775107581000000,163,32600.0,2024-12-09,Automatic Execution,Consumer Discretionary,Leisure and Recreation Services,189.95,193.5299,189.93,190.67,19,4.513217600067939,1,0,0,0,1
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,5. p99_trade_value,75659.99999999999,312000.0,O:MTN241220C00210000,MTN,C,210.0,2024-12-20,235,0,300,1.4,1733765898150000000,1432,200480.0,2024-12-09,Multi Leg floor trade,Consumer Discretionary,Leisure and Recreation Services,189.95,193.5299,189.93,190.67,5,5.302071053650074,1,0,0,0,1
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,6. p95_trade_value,26055.0,64050.0,O:MTN241220P00180000,MTN,P,180.0,2024-12-20,209,0,316,2.1,1733772062124000000,147,30870.0,2024-12-09,Automatic Execution,Consumer Discretionary,Leisure and Recreation Services,189.95,193.5299,189.93,190.67,24,4.489536629482095,1,0,0,0,1
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,6. p95_trade_value,26055.0,64050.0,O:MTN241220P00180000,MTN,P,180.0,2024-12-20,209,0,316,2.1,1733772906725000000,149,31290.000000000004,2024-12-09,Automatic Execution,Consumer Discretionary,Leisure and Recreation Services,189.95,193.5299,189.93,190.67,22,4.4954055631461936,1,0,0,0,1
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,6. p95_trade_value,26055.0,64050.0,O:MTN241220P00185000,MTN,P,185.0,2024-12-20,209,0,313,3.5,1733775656384000000,124,43400.0,2024-12-09,Automatic Execution,Consumer Discretionary,Leisure and Recreation Services,189.95,193.5299,189.93,190.67,14,4.63748972951251,1,1,1,1,0
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,6. p95_trade_value,26055.0,64050.0,O:MTN241220P00185000,MTN,P,185.0,2024-12-20,209,0,316,3.4,1733774043969000000,92,31280.0,2024-12-09,Automatic Execution,Consumer Discretionary,Leisure and Recreation Services,189.95,193.5299,189.93,190.67,23,4.49526674438781,1,1,1,1,0
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,6. p95_trade_value,26055.0,64050.0,O:MTN241220C00200000,MTN,C,200.0,2024-12-20,235,0,301,1.9,1733843079931000000,325,61750.0,2024-12-10,Multi Leg floor trade,Consumer Discretionary,Leisure and Recreation Services,195.04,199.45,187.0586,195.44,9,4.790636961931703,1,0,0,0,1
MTN,Consumer Discretionary,Leisure and Recreation Services,30__0,30,0.0,5. p99_trade_value,75659.99999999999,312000.0,O:MTN241220P00185000,MTN,P,185.0,2024-12-20,235,0,323,2.6,1733842418484000000,1200,312000.0,2024-12-10,Multi Leg floor trade,Consumer Discretionary,Leisure and Recreation Services,195.04,199.45,187.0586,195.44,2,5.494154594018442,1,1,1,1,0
