security,option_ticker,trade_date,option_type,expiration,option_condition_name,option_strike_price,option_size,security_iqr_size,n_range,security_n_size,option_price,option_trade_value,option_trade_value_bin,security_iqr_trade_value,security_n_trade_value,stock_min_date,stock_max_date,highest_price_in_period,lowest_price_in_period,expiration_high,expiration_low,expiration_close,itm_otm_category
EWBC,O:EWBC250417P00065000,2025-04-04,P,2025-04-17,Intermarket Sweep Order,65.0,97,208.0,0.985,256.05,1.65,16005.0,7,23729.375,48988.5,2025-04-07,2025-04-17,78.22,68.27,78.22,75.96,77.43,4P. Option Stay OTM
EWBC,O:EWBC250516C00080000,2025-04-17,C,2025-05-16,Automatic Execution,80.0,148,208.0,0.985,256.05,3.0,44400.0,2,23729.375,48988.5,2025-04-21,2025-05-16,97.28,75.225,95.63,94.16,95.5,1C. Option Close ITM
FCNCA,O:FCNCA240920C02000000,2024-08-27,C,2024-09-20,Automatic Execution,2000.0,3,3.5,0.985,18.76,27.6,8280.0,6,10130.0,39795.6,2024-08-28,2024-09-20,2047.41,1783.15,1968.16,1936.09,1965.18,3C. Option Temp ITM
FCNCA,O:FCNCA240920P01920000,2024-08-26,P,2024-09-20,Single Leg Auction Non ISO,1920.0,8,3.5,0.985,18.76,20.56,16448.0,3,10130.0,39795.6,2024-08-27,2024-09-20,2047.41,1783.15,1968.16,1936.09,1965.18,3P. Option Temp ITM
FCNCA,O:FCNCA240920P01880000,2024-08-27,P,2024-09-20,Single Leg Auction Non ISO,1880.0,5,3.5,0.985,18.76,15.54,7770.0,7,10130.0,39795.6,2024-08-28,2024-09-20,2047.41,1783.15,1968.16,1936.09,1965.18,3P. Option Temp ITM
FCNCA,O:FCNCA240920P01880000,2024-08-28,P,2024-09-20,Single Leg Auction Non ISO,1880.0,5,3.5,0.985,18.76,13.86,6930.0,8,10130.0,39795.6,2024-08-29,2024-09-20,2047.41,1783.15,1968.16,1936.09,1965.18,3P. Option Temp ITM
FCNCA,O:FCNCA240920P01900000,2024-08-30,P,2024-09-20,Automatic Execution,1900.0,9,3.5,0.985,18.76,9.5,8550.0,6,10130.0,39795.6,2024-09-03,2024-09-20,2047.41,1783.15,1968.16,1936.09,1965.18,3P. Option Temp ITM
FCNCA,O:FCNCA240920P01920000,2024-09-05,P,2024-09-20,Automatic Execution,1920.0,3,3.5,0.985,18.76,26.8,8040.0,7,10130.0,39795.6,2024-09-06,2024-09-20,1968.16,1783.15,1968.16,1936.09,1965.18,3P. Option Temp ITM
FCNCA,O:FCNCA240920C02050000,2024-08-26,C,2024-09-20,Single Leg Auction Non ISO,2050.0,18,3.5,0.985,18.76,32.44,58392.0,1,10130.0,39795.6,2024-08-27,2024-09-20,2047.41,1783.15,1968.16,1936.09,1965.18,4C. Option Stay OTM
FCNCA,O:FCNCA241018C02020000,2024-09-20,C,2024-10-18,Automatic Execution,2020.0,5,3.5,0.985,18.76,30.5,15250.0,3,10130.0,39795.6,2024-09-23,2024-10-18,2119.16,1792.1501,2119.16,2078.275,2115.01,1C. Option Close ITM
FCNCA,O:FCNCA241018C01900000,2024-10-02,C,2024-10-18,Automatic Execution,1900.0,5,3.5,0.985,18.76,14.55,7275.0,8,10130.0,39795.6,2024-10-03,2024-10-18,2119.16,1813.44,2119.16,2078.275,2115.01,1C. Option Close ITM
FCNCA,O:FCNCA241018C02000000,2024-10-04,C,2024-10-18,Automatic Execution,2000.0,4,3.5,0.985,18.76,17.0,6800.0,9,10130.0,39795.6,2024-10-07,2024-10-18,2119.16,1912.51,2119.16,2078.275,2115.01,1C. Option Close ITM
FCNCA,O:FCNCA241018P01850000,2024-09-18,P,2024-10-18,Multi Leg auto-electronic trade,1850.0,3,3.5,0.985,18.76,32.44,9732.0,5,10130.0,39795.6,2024-09-19,2024-10-18,2119.16,1792.1501,2119.16,2078.275,2115.01,3P. Option Temp ITM
FCNCA,O:FCNCA241018P01840000,2024-09-18,P,2024-10-18,Multi Leg auto-electronic trade,1840.0,3,3.5,0.985,18.76,29.56,8868.0,6,10130.0,39795.6,2024-09-19,2024-10-18,2119.16,1792.1501,2119.16,2078.275,2115.01,3P. Option Temp ITM
FCNCA,O:FCNCA241018P01800000,2024-10-04,P,2024-10-18,Automatic Execution,1800.0,10,3.5,0.985,18.76,10.1,10100.0,5,10130.0,39795.6,2024-10-07,2024-10-18,2119.16,1912.51,2119.16,2078.275,2115.01,4P. Option Stay OTM
FCNCA,O:FCNCA241018P01970000,2024-10-10,P,2024-10-18,Automatic Execution,1970.0,3,3.5,0.985,18.76,29.4,8820.0,6,10130.0,39795.6,2024-10-11,2024-10-18,2119.16,1999.22,2119.16,2078.275,2115.01,4P. Option Stay OTM
FCNCA,O:FCNCA241018P01940000,2024-10-11,P,2024-10-18,Automatic Execution,1940.0,9,3.5,0.985,18.76,9.5,8550.0,6,10130.0,39795.6,2024-10-14,2024-10-18,2119.16,2023.0,2119.16,2078.275,2115.01,4P. Option Stay OTM
FCNCA,O:FCNCA241115C02100000,2024-10-17,C,2024-11-15,Automatic Execution,2100.0,1,3.5,0.985,18.76,88.4,8840.0,6,10130.0,39795.6,2024-10-18,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02160000,2024-10-18,C,2024-11-15,Automatic Execution,2160.0,6,3.5,0.985,18.76,65.3,39180.0,1,10130.0,39795.6,2024-10-21,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02120000,2024-10-18,C,2024-11-15,Automatic Execution,2120.0,1,3.5,0.985,18.76,85.2,8520.0,6,10130.0,39795.6,2024-10-21,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02150000,2024-10-21,C,2024-11-15,Automatic Execution,2150.0,1,3.5,0.985,18.76,65.0,6500.0,10,10130.0,39795.6,2024-10-22,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02200000,2024-10-22,C,2024-11-15,Multi Leg auto-electronic trade,2200.0,7,3.5,0.985,18.76,32.45,22715.0,2,10130.0,39795.6,2024-10-23,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02120000,2024-10-23,C,2024-11-15,Automatic Execution,2120.0,1,3.5,0.985,18.76,86.8,8680.0,6,10130.0,39795.6,2024-10-24,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02140000,2024-10-23,C,2024-11-15,Automatic Execution,2140.0,1,3.5,0.985,18.76,66.0,6600.0,9,10130.0,39795.6,2024-10-24,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02150000,2024-10-23,C,2024-11-15,Automatic Execution,2150.0,1,3.5,0.985,18.76,65.4,6540.0,10,10130.0,39795.6,2024-10-24,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C02040000,2024-10-25,C,2024-11-15,Automatic Execution,2040.0,5,3.5,0.985,18.76,19.0,9500.0,5,10130.0,39795.6,2024-10-28,2024-11-15,2275.9,1881.79,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115C01940000,2024-11-05,C,2024-11-15,Automatic Execution,1940.0,3,3.5,0.985,18.76,45.0,13500.0,3,10130.0,39795.6,2024-11-06,2024-11-15,2275.9,2051.55,2203.18,2164.06,2200.46,1C. Option Close ITM
FCNCA,O:FCNCA241115P02050000,2024-10-21,P,2024-11-15,Multi Leg floor trade,2050.0,4,3.5,0.985,18.76,67.3,26920.0,1,10130.0,39795.6,2024-10-22,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,3P. Option Temp ITM
FCNCA,O:FCNCA241115P02000000,2024-10-21,P,2024-11-15,Multi Leg floor trade,2000.0,4,3.5,0.985,18.76,48.8,19520.0,2,10130.0,39795.6,2024-10-22,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,3P. Option Temp ITM
FCNCA,O:FCNCA241115P02060000,2024-10-23,P,2024-11-15,Multi Leg auto-electronic trade against single leg(s),2060.0,1,3.5,0.985,18.76,72.7,7270.0,8,10130.0,39795.6,2024-10-24,2024-11-15,2275.9,1795.055,2203.18,2164.06,2200.46,3P. Option Temp ITM
FCNCA,O:FCNCA241115P01750000,2024-10-24,P,2024-11-15,Automatic Execution,1750.0,5,3.5,0.985,18.76,50.0,25000.0,2,10130.0,39795.6,2024-10-25,2024-11-15,2275.9,1846.155,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241115P01790000,2024-10-24,P,2024-11-15,Multi Leg Auction,1790.0,5,3.5,0.985,18.76,32.3,16150.0,3,10130.0,39795.6,2024-10-25,2024-11-15,2275.9,1846.155,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241115P01860000,2024-10-28,P,2024-11-15,Single Leg Auction Non ISO,1860.0,2,3.5,0.985,18.76,34.28,6856.0,9,10130.0,39795.6,2024-10-29,2024-11-15,2275.9,1895.17,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241115P01880000,2024-10-29,P,2024-11-15,Single Leg Floor Trade,1880.0,25,3.5,0.985,18.76,38.5,96250.0,1,10130.0,39795.6,2024-10-30,2024-11-15,2275.9,1895.17,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241115P01860000,2024-10-29,P,2024-11-15,Automatic Execution,1860.0,2,3.5,0.985,18.76,34.0,6800.0,9,10130.0,39795.6,2024-10-30,2024-11-15,2275.9,1895.17,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241115P01870000,2024-10-31,P,2024-11-15,Multi Leg auto-electronic trade,1870.0,3,3.5,0.985,18.76,27.8,8340.0,6,10130.0,39795.6,2024-11-01,2024-11-15,2275.9,1895.17,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241115P01860000,2024-10-31,P,2024-11-15,Multi Leg auto-electronic trade,1860.0,3,3.5,0.985,18.76,25.4,7620.0,8,10130.0,39795.6,2024-11-01,2024-11-15,2275.9,1895.17,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241115P01860000,2024-11-04,P,2024-11-15,Single Leg Auction Non ISO,1860.0,2,3.5,0.985,18.76,31.06,6212.0,10,10130.0,39795.6,2024-11-05,2024-11-15,2275.9,1901.01,2203.18,2164.06,2200.46,4P. Option Stay OTM
FCNCA,O:FCNCA241220P02160000,2024-11-21,P,2024-12-20,Automatic Execution,2160.0,10,3.5,0.985,18.76,21.1,21100.0,2,10130.0,39795.6,2024-11-22,2024-12-20,2388.78,2024.01,2131.0,2033.6501,2130.51,1P. Option Close ITM
FCNCA,O:FCNCA241220P02160000,2024-11-21,P,2024-12-20,Single Leg Auction Non ISO,2160.0,5,3.5,0.985,18.76,19.91,9955.0,5,10130.0,39795.6,2024-11-22,2024-12-20,2388.78,2024.01,2131.0,2033.6501,2130.51,1P. Option Close ITM
FCNCA,O:FCNCA241220P02300000,2024-11-25,P,2024-12-20,Automatic Execution,2300.0,2,3.5,0.985,18.76,50.0,10000.0,5,10130.0,39795.6,2024-11-26,2024-12-20,2350.48,2024.01,2131.0,2033.6501,2130.51,1P. Option Close ITM
FCNCA,O:FCNCA241220P02300000,2024-11-26,P,2024-12-20,Multi Leg auto-electronic trade,2300.0,2,3.5,0.985,18.76,52.54,10508.0,5,10130.0,39795.6,2024-11-27,2024-12-20,2350.48,2024.01,2131.0,2033.6501,2130.51,1P. Option Close ITM
FCNCA,O:FCNCA241220P02300000,2024-11-27,P,2024-12-20,Automatic Execution,2300.0,2,3.5,0.985,18.76,45.65,9130.0,5,10130.0,39795.6,2024-11-29,2024-12-20,2329.015,2024.01,2131.0,2033.6501,2130.51,1P. Option Close ITM
FCNCA,O:FCNCA241220P02160000,2024-12-05,P,2024-12-20,Automatic Execution,2160.0,3,3.5,0.985,18.76,23.1,6930.0,9,10130.0,39795.6,2024-12-06,2024-12-20,2207.94,2024.01,2131.0,2033.6501,2130.51,1P. Option Close ITM
FCNCA,O:FCNCA241220C02280000,2024-11-20,C,2024-12-20,Automatic Execution,2280.0,1,3.5,0.985,18.76,68.7,6870.0,9,10130.0,39795.6,2024-11-21,2024-12-20,2388.78,2024.01,2131.0,2033.6501,2130.51,3C. Option Temp ITM
FCNCA,O:FCNCA241220C02400000,2024-11-22,C,2024-12-20,Automatic Execution,2400.0,7,3.5,0.985,18.76,49.0,34300.0,1,10130.0,39795.6,2024-11-25,2024-12-20,2388.78,2024.01,2131.0,2033.6501,2130.51,4C. Option Stay OTM
FCNCA,O:FCNCA250117C02160000,2024-12-26,C,2025-01-17,Automatic Execution,2160.0,2,3.5,0.985,18.76,50.4,10080.0,5,10130.0,39795.6,2024-12-27,2025-01-17,2204.75,2030.92,2192.9,2154.16,2188.94,1C. Option Close ITM
FCNCA,O:FCNCA250117C02150000,2025-01-14,C,2025-01-17,Automatic Execution,2150.0,3,3.5,0.985,18.76,24.6,7380.0,8,10130.0,39795.6,2025-01-15,2025-01-17,2204.215,2099.11,2192.9,2154.16,2188.94,1C. Option Close ITM
FCNCA,O:FCNCA250117P02100000,2025-01-06,P,2025-01-17,Automatic Execution,2100.0,6,3.5,0.985,18.76,10.4,6240.0,10,10130.0,39795.6,2025-01-07,2025-01-17,2204.215,2030.92,2192.9,2154.16,2188.94,3P. Option Temp ITM
FCNCA,O:FCNCA250117C02230000,2024-12-23,C,2025-01-17,Automatic Execution,2230.0,6,3.5,0.985,18.76,22.4,13440.0,4,10130.0,39795.6,2024-12-24,2025-01-17,2204.75,2030.92,2192.9,2154.16,2188.94,4C. Option Stay OTM
FCNCA,O:FCNCA250117P01980000,2024-12-24,P,2025-01-17,Single Leg Auction Non ISO,1980.0,10,3.5,0.985,18.76,10.9,10900.0,4,10130.0,39795.6,2024-12-26,2025-01-17,2204.75,2030.92,2192.9,2154.16,2188.94,4P. Option Stay OTM
FCNCA,O:FCNCA250117P02020000,2024-12-30,P,2025-01-17,Multi Leg auto-electronic trade,2020.0,4,3.5,0.985,18.76,19.35,7740.0,7,10130.0,39795.6,2024-12-31,2025-01-17,2204.75,2030.92,2192.9,2154.16,2188.94,4P. Option Stay OTM
FCNCA,O:FCNCA250221P02180000,2025-01-22,P,2025-02-21,Multi Leg auto-electronic trade,2180.0,1,3.5,0.985,18.76,69.8,6980.0,8,10130.0,39795.6,2025-01-23,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,1P. Option Close ITM
FCNCA,O:FCNCA250221P02120000,2025-01-23,P,2025-02-21,Multi Leg auto-electronic trade,2120.0,5,3.5,0.985,18.76,44.41,22205.0,2,10130.0,39795.6,2025-01-24,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,1P. Option Close ITM
FCNCA,O:FCNCA250221P02100000,2025-01-23,P,2025-02-21,Multi Leg auto-electronic trade,2100.0,5,3.5,0.985,18.76,38.59,19295.0,3,10130.0,39795.6,2025-01-24,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,1P. Option Close ITM
FCNCA,O:FCNCA250221P02220000,2025-01-24,P,2025-02-21,Automatic Execution,2220.0,10,3.5,0.985,18.76,26.9,26900.0,2,10130.0,39795.6,2025-01-27,2025-02-21,2245.335,2049.23,2117.99,2049.23,2049.25,1P. Option Close ITM
FCNCA,O:FCNCA250221C02240000,2025-01-22,C,2025-02-21,Automatic Execution,2240.0,3,3.5,0.985,18.76,88.6,26490.0,2,10130.0,39795.6,2025-01-23,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02260000,2025-01-22,C,2025-02-21,Automatic Execution,2260.0,2,3.5,0.985,18.76,80.5,16100.0,3,10130.0,39795.6,2025-01-23,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02300000,2025-01-22,C,2025-02-21,Automatic Execution,2300.0,2,3.5,0.985,18.76,56.0,11200.0,4,10130.0,39795.6,2025-01-23,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02360000,2025-01-23,C,2025-02-21,Automatic Execution,2360.0,3,3.5,0.985,18.76,50.1,13050.0,4,10130.0,39795.6,2025-01-24,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02260000,2025-01-23,C,2025-02-21,Automatic Execution,2260.0,1,3.5,0.985,18.76,98.2,9820.0,5,10130.0,39795.6,2025-01-24,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02320000,2025-01-23,C,2025-02-21,Automatic Execution,2320.0,1,3.5,0.985,18.76,69.5,6950.0,8,10130.0,39795.6,2025-01-24,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02320000,2025-01-23,C,2025-02-21,Single Leg Auction Non ISO,2320.0,1,3.5,0.985,18.76,65.51,6551.0,10,10130.0,39795.6,2025-01-24,2025-02-21,2412.9292,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02240000,2025-01-27,C,2025-02-21,Single Leg Auction Non ISO,2240.0,2,3.5,0.985,18.76,33.95,6790.0,9,10130.0,39795.6,2025-01-28,2025-02-21,2245.335,2049.23,2117.99,2049.23,2049.25,3C. Option Temp ITM
FCNCA,O:FCNCA250221C02550000,2025-01-24,C,2025-02-21,Automatic Execution,2550.0,11,3.5,0.985,18.76,10.1,11110.0,4,10130.0,39795.6,2025-01-27,2025-02-21,2245.335,2049.23,2117.99,2049.23,2049.25,4C. Option Stay OTM
FCNCA,O:FCNCA250321C02100000,2025-02-24,C,2025-03-21,Automatic Execution,2100.0,5,3.5,0.985,18.76,37.7,18850.0,3,10130.0,39795.6,2025-02-25,2025-03-21,2057.78,1694.05,1887.775,1828.32,1851.2,4C. Option Stay OTM
FCNCA,O:FCNCA250321C02200000,2025-02-24,C,2025-03-21,Automatic Execution,2200.0,8,3.5,0.985,18.76,8.0,6400.0,10,10130.0,39795.6,2025-02-25,2025-03-21,2057.78,1694.05,1887.775,1828.32,1851.2,4C. Option Stay OTM
FCNCA,O:FCNCA250321C02100000,2025-02-25,C,2025-03-21,Multi Leg auto-electronic trade,2100.0,4,3.5,0.985,18.76,20.45,8180.0,7,10130.0,39795.6,2025-02-26,2025-03-21,2057.78,1694.05,1887.775,1828.32,1851.2,4C. Option Stay OTM
FCNCA,O:FCNCA250321P01680000,2025-03-10,P,2025-03-21,Multi Leg auto-electronic trade,1680.0,2,3.5,0.985,18.76,36.5,7300.0,8,10130.0,39795.6,2025-03-11,2025-03-21,1907.29,1715.56,1887.775,1828.32,1851.2,4P. Option Stay OTM
FCNCA,O:FCNCA250417P01820000,2025-03-20,P,2025-04-17,Automatic Execution,1820.0,20,3.5,0.985,18.76,32.4,64800.0,1,10130.0,39795.6,2025-03-21,2025-04-17,1921.775,1473.62,1725.74,1693.265,1716.62,1P. Option Close ITM
FCNCA,O:FCNCA250417C01920000,2025-03-19,C,2025-04-17,Automatic Execution,1920.0,14,3.5,0.985,18.76,35.2,49280.0,1,10130.0,39795.6,2025-03-20,2025-04-17,1921.775,1473.62,1725.74,1693.265,1716.62,3C. Option Temp ITM
FCNCA,O:FCNCA250417C01920000,2025-03-21,C,2025-04-17,Automatic Execution,1920.0,5,3.5,0.985,18.76,28.0,14000.0,3,10130.0,39795.6,2025-03-24,2025-04-17,1921.775,1473.62,1725.74,1693.265,1716.62,3C. Option Temp ITM
FCNCA,O:FCNCA250417C01920000,2025-03-25,C,2025-04-17,Automatic Execution,1920.0,10,3.5,0.985,18.76,45.4,45400.0,1,10130.0,39795.6,2025-03-26,2025-04-17,1921.775,1473.62,1725.74,1693.265,1716.62,3C. Option Temp ITM
FCNCA,O:FCNCA250417C02320000,2025-03-27,C,2025-04-17,Multi Leg floor trade,2320.0,60,3.5,0.985,18.76,2.3,13800.0,3,10130.0,39795.6,2025-03-28,2025-04-17,1881.39,1473.62,1725.74,1693.265,1716.62,4C. Option Stay OTM
FCNCA,O:FCNCA250417C02100000,2025-03-27,C,2025-04-17,Multi Leg floor trade,2100.0,20,3.5,0.985,18.76,6.4,12800.0,4,10130.0,39795.6,2025-03-28,2025-04-17,1881.39,1473.62,1725.74,1693.265,1716.62,4C. Option Stay OTM
FCNCA,O:FCNCA250417C02320000,2025-03-27,C,2025-04-17,Single Leg Auction Non ISO,2320.0,60,3.5,0.985,18.76,2.0,12000.0,4,10130.0,39795.6,2025-03-28,2025-04-17,1881.39,1473.62,1725.74,1693.265,1716.62,4C. Option Stay OTM
FCNCA,O:FCNCA250417C01930000,2025-03-28,C,2025-04-17,Automatic Execution,1930.0,3,3.5,0.985,18.76,25.0,7500.0,8,10130.0,39795.6,2025-03-31,2025-04-17,1861.7,1473.62,1725.74,1693.265,1716.62,4C. Option Stay OTM
FCNCA,O:FCNCA250417C01760000,2025-04-09,C,2025-04-17,Automatic Execution,1760.0,3,3.5,0.985,18.76,26.05,7815.0,7,10130.0,39795.6,2025-04-10,2025-04-17,1727.3,1572.025,1725.74,1693.265,1716.62,4C. Option Stay OTM
FCNCA,O:FCNCA250417P01570000,2025-04-11,P,2025-04-17,Automatic Execution,1570.0,5,3.5,0.985,18.76,25.9,12950.0,4,10130.0,39795.6,2025-04-14,2025-04-17,1727.3,1655.78,1725.74,1693.265,1716.62,4P. Option Stay OTM
FCNCA,O:FCNCA250417P01580000,2025-04-14,P,2025-04-17,Single Leg Auction Non ISO,1580.0,11,3.5,0.985,18.76,10.82,10626.0,4,10130.0,39795.6,2025-04-15,2025-04-17,1727.3,1663.75,1725.74,1693.265,1716.62,4P. Option Stay OTM
FCNCA,O:FCNCA250516C01720000,2025-04-16,C,2025-05-16,Automatic Execution,1720.0,1,3.5,0.985,18.76,79.6,7960.0,7,10130.0,39795.6,2025-04-17,2025-05-16,1981.565,1658.29,1973.81,1952.31,1953.58,1C. Option Close ITM
FCNCA,O:FCNCA250516C01770000,2025-04-17,C,2025-05-16,Automatic Execution,1770.0,8,3.5,0.985,18.76,59.0,47200.0,1,10130.0,39795.6,2025-04-21,2025-05-16,1981.565,1658.29,1973.81,1952.31,1953.58,1C. Option Close ITM
FCNCA,O:FCNCA250516C01760000,2025-04-17,C,2025-05-16,Automatic Execution,1760.0,1,3.5,0.985,18.76,67.7,6770.0,9,10130.0,39795.6,2025-04-21,2025-05-16,1981.565,1658.29,1973.81,1952.31,1953.58,1C. Option Close ITM
FCNCA,O:FCNCA250516C01900000,2025-04-24,C,2025-05-16,Automatic Execution,1900.0,4,3.5,0.985,18.76,20.6,8240.0,7,10130.0,39795.6,2025-04-25,2025-05-16,1981.565,1734.95,1973.81,1952.31,1953.58,1C. Option Close ITM
FCNCA,O:FCNCA250516C01800000,2025-04-28,C,2025-05-16,Automatic Execution,1800.0,2,3.5,0.985,18.76,38.3,7660.0,7,10130.0,39795.6,2025-04-29,2025-05-16,1981.565,1734.95,1973.81,1952.31,1953.58,1C. Option Close ITM
FCNCA,O:FCNCA250516P01740000,2025-04-23,P,2025-05-16,Automatic Execution,1740.0,1,3.5,0.985,18.76,69.0,6900.0,9,10130.0,39795.6,2025-04-24,2025-05-16,1981.565,1703.945,1973.81,1952.31,1953.58,3P. Option Temp ITM
FCNCA,O:FCNCA250516P01640000,2025-04-16,P,2025-05-16,Multi Leg auto-electronic trade,1640.0,1,3.5,0.985,18.76,65.97,6597.0,10,10130.0,39795.6,2025-04-17,2025-05-16,1981.565,1658.29,1973.81,1952.31,1953.58,4P. Option Stay OTM
FCNCA,O:FCNCA250516P01480000,2025-04-22,P,2025-05-16,Single Leg Auction Non ISO,1480.0,4,3.5,0.985,18.76,20.32,8128.0,7,10130.0,39795.6,2025-04-23,2025-05-16,1981.565,1703.945,1973.81,1952.31,1953.58,4P. Option Stay OTM
FCNCA,O:FCNCA250516P01680000,2025-04-22,P,2025-05-16,Automatic Execution,1680.0,1,3.5,0.985,18.76,65.0,6500.0,10,10130.0,39795.6,2025-04-23,2025-05-16,1981.565,1703.945,1973.81,1952.31,1953.58,4P. Option Stay OTM
FCNCA,O:FCNCA250516P01780000,2025-05-09,P,2025-05-16,Single Leg Auction Non ISO,1780.0,4,3.5,0.985,18.76,16.4,6560.0,10,10130.0,39795.6,2025-05-12,2025-05-16,1981.565,1919.8,1973.81,1952.31,1953.58,4P. Option Stay OTM
FCNCA,O:FCNCA250620C01920000,2025-05-21,C,2025-06-20,Single Leg Auction Non ISO,1920.0,5,3.5,0.985,18.76,50.16,25080.0,2,10130.0,39795.6,2025-05-22,2025-06-10,1864.73,1789.64,,,,4C. Option Stay OTM
FCNCA,O:FCNCA250620C01940000,2025-06-06,C,2025-06-20,Automatic Execution,1940.0,30,3.5,0.985,18.76,13.6,40800.0,1,10130.0,39795.6,2025-06-09,2025-06-10,1864.73,1821.33,,,,4C. Option Stay OTM
FCNCA,O:FCNCA250620C01900000,2025-06-06,C,2025-06-20,Automatic Execution,1900.0,10,3.5,0.985,18.76,24.7,23400.0,2,10130.0,39795.6,2025-06-09,2025-06-10,1864.73,1821.33,,,,4C. Option Stay OTM
FHN,O:FHN240920P00015000,2024-09-05,P,2024-09-20,Multi Leg Auction,15.0,1586,491.125,0.985,2124.47,0.2,31720.0,2,12543.75,37857.4,2024-09-06,2024-09-20,16.29,14.895,16.15,15.85,15.97,3P. Option Temp ITM
FHN,O:FHN241115C00019000,2024-10-24,C,2024-11-15,Automatic Execution,19.0,625,491.125,0.985,2124.47,0.2,12500.0,5,12543.75,37857.4,2024-10-25,2024-11-15,20.53,16.9,20.425,20.04,20.36,1C. Option Close ITM
FHN,O:FHN241115C00018000,2024-10-29,C,2024-11-15,Single Leg Cross Non ISO,18.0,18000,491.125,0.985,2124.47,0.39,702000.0,1,12543.75,37857.4,2024-10-30,2024-11-15,20.53,16.9,20.425,20.04,20.36,1C. Option Close ITM
FHN,O:FHN241115P00017000,2024-11-01,P,2024-11-15,Multi Leg floor trade against single leg(s),17.0,680,491.125,0.985,2124.47,0.56,38080.0,1,12543.75,37857.4,2024-11-04,2024-11-15,20.53,16.9,20.425,20.04,20.36,3P. Option Temp ITM
FHN,O:FHN241115P00017000,2024-11-01,P,2024-11-15,Automatic Execution,17.0,192,491.125,0.985,2124.47,0.55,10560.0,6,12543.75,37857.4,2024-11-04,2024-11-15,20.53,16.9,20.425,20.04,20.36,3P. Option Temp ITM
FHN,O:FHN241115P00016000,2024-11-01,P,2024-11-15,Multi Leg floor trade against single leg(s),16.0,680,491.125,0.985,2124.47,0.21,14280.0,4,12543.75,37857.4,2024-11-04,2024-11-15,20.53,16.9,20.425,20.04,20.36,4P. Option Stay OTM
FHN,O:FHN241115P00019000,2024-11-08,P,2024-11-15,Single Leg Floor Trade,19.0,2144,491.125,0.985,2124.47,0.1,21440.0,2,12543.75,37857.4,2024-11-11,2024-11-15,20.53,19.855,20.425,20.04,20.36,4P. Option Stay OTM
FHN,O:FHN241220P00021000,2024-11-26,P,2024-12-20,Automatic Execution,21.0,165,491.125,0.985,2124.47,0.5,8250.0,9,12543.75,37857.4,2024-11-27,2024-12-20,21.45,19.09,19.97,19.1,19.94,1P. Option Close ITM
