security,option_ticker,trade_date,option_type,expiration,option_condition_name,option_strike_price,option_size,security_iqr_size,n_range,security_n_size,option_price,option_trade_value,option_trade_value_bin,security_iqr_trade_value,security_n_trade_value,stock_min_date,stock_max_date,highest_price_in_period,lowest_price_in_period,expiration_high,expiration_low,expiration_close,itm_otm_category
NTRS,O:NTRS250221C00115000,2025-01-23,C,2025-02-21,Automatic Execution,115.0,95,102.5,0.985,302.38,0.8,7600.0,10,13437.5,41886.23,2025-01-24,2025-02-21,114.67,108.04,114.18,112.14,112.97,4C. Option Stay OTM
NTRS,O:NTRS250221P00105000,2025-01-22,P,2025-02-21,Multi Leg auto-electronic trade,105.0,88,102.5,0.985,302.38,2.2,19360.0,2,13437.5,41886.23,2025-01-23,2025-02-21,114.67,106.02,114.18,112.14,112.97,4P. Option Stay OTM
NTRS,O:NTRS250221P00100000,2025-01-22,P,2025-02-21,Multi Leg auto-electronic trade,100.0,88,102.5,0.985,302.38,0.87,7656.0,10,13437.5,41886.23,2025-01-23,2025-02-21,114.67,106.02,114.18,112.14,112.97,4P. Option Stay OTM
NTRS,O:NTRS250321P00110000,2025-02-25,P,2025-03-21,Automatic Execution,110.0,44,102.5,0.985,302.38,2.45,10780.0,7,13437.5,41886.23,2025-02-26,2025-03-21,112.1,95.654,99.31,97.01,98.77,1P. Option Close ITM
NTRS,O:NTRS250321P00105000,2025-02-25,P,2025-03-21,Automatic Execution,105.0,61,102.5,0.985,302.38,1.3,7930.0,9,13437.5,41886.23,2025-02-26,2025-03-21,112.1,95.654,99.31,97.01,98.77,1P. Option Close ITM
NTRS,O:NTRS250417P00087500,2025-04-03,P,2025-04-17,Multi Leg auto-electronic trade,87.5,300,102.5,0.985,302.38,1.36,40800.0,2,13437.5,41886.23,2025-04-04,2025-04-17,93.88,81.62,89.53,86.94,88.295,2P. Option Close Temp ITM
NTRS,O:NTRS250417P00082500,2025-04-03,P,2025-04-17,Multi Leg auto-electronic trade,82.5,300,102.5,0.985,302.38,0.46,13800.0,5,13437.5,41886.23,2025-04-04,2025-04-17,93.88,81.62,89.53,86.94,88.295,3P. Option Temp ITM
NTRS,O:NTRS250516P00095000,2025-05-05,P,2025-05-16,Multi Leg floor trade,95.0,200,102.5,0.985,302.38,0.85,17000.0,4,13437.5,41886.23,2025-05-06,2025-05-16,108.68,96.28,108.68,106.75,107.9,4P. Option Stay OTM
NTRS,O:NTRS250620C00110000,2025-05-21,C,2025-06-20,Automatic Execution,110.0,250,102.5,0.985,302.38,1.55,38750.0,2,13437.5,41886.23,2025-05-22,2025-06-10,110.85,104.09,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-05-21,C,2025-06-20,Single Leg Auction Non ISO,110.0,124,102.5,0.985,302.38,1.34,16368.0,4,13437.5,41886.23,2025-05-22,2025-06-10,110.85,104.09,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-05-22,C,2025-06-20,Automatic Execution,110.0,102,102.5,0.985,302.38,1.8,18000.0,3,13437.5,41886.23,2025-05-23,2025-06-10,110.85,104.09,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-05-22,C,2025-06-20,Single Leg Auction Non ISO,110.0,130,102.5,0.985,302.38,1.36,17680.0,3,13437.5,41886.23,2025-05-23,2025-06-10,110.85,104.09,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-05-27,C,2025-06-20,Single Leg Auction Non ISO,110.0,304,102.5,0.985,302.38,2.05,53200.0,1,13437.5,41886.23,2025-05-28,2025-06-10,110.85,104.99,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-05-30,C,2025-06-20,Single Leg Auction Non ISO,110.0,115,102.5,0.985,302.38,1.37,15755.0,4,13437.5,41886.23,2025-06-02,2025-06-10,110.85,104.99,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-02,C,2025-06-20,Single Leg Auction Non ISO,110.0,100,102.5,0.985,302.38,1.1,11000.0,6,13437.5,41886.23,2025-06-03,2025-06-10,110.85,104.99,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-02,C,2025-06-20,Automatic Execution,110.0,86,102.5,0.985,302.38,1.0,8600.0,8,13437.5,41886.23,2025-06-03,2025-06-10,110.85,104.99,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-04,C,2025-06-20,Automatic Execution,110.0,143,102.5,0.985,302.38,1.1,15015.0,5,13437.5,41886.23,2025-06-05,2025-06-10,110.85,105.4266,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-04,C,2025-06-20,Intermarket Sweep Order,110.0,100,102.5,0.985,302.38,1.1,11000.0,6,13437.5,41886.23,2025-06-05,2025-06-10,110.85,105.4266,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-05,C,2025-06-20,Automatic Execution,110.0,500,102.5,0.985,302.38,1.3,57500.0,1,13437.5,41886.23,2025-06-06,2025-06-10,110.85,106.86,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-05,C,2025-06-20,Single Leg Auction Non ISO,110.0,80,102.5,0.985,302.38,1.09,8720.0,8,13437.5,41886.23,2025-06-06,2025-06-10,110.85,106.86,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-09,C,2025-06-20,Single Leg Auction Non ISO,110.0,181,102.5,0.985,302.38,2.57,46517.0,1,13437.5,41886.23,2025-06-10,2025-06-10,110.85,108.12,,,,3C. Option Temp ITM
NTRS,O:NTRS250620C00110000,2025-06-09,C,2025-06-20,Automatic Execution,110.0,43,102.5,0.985,302.38,2.5,9460.0,7,13437.5,41886.23,2025-06-10,2025-06-10,110.85,108.12,,,,3C. Option Temp ITM
OZK,O:OZK240920P00042500,2024-08-26,P,2024-09-20,Automatic Execution,42.5,84,191.5,0.985,394.74,1.0,8400.0,8,13460.0,29376.8,2024-08-27,2024-09-20,44.19,38.58,43.57,42.73,42.76,3P. Option Temp ITM
OZK,O:OZK240920C00045000,2024-08-23,C,2024-09-20,Multi Leg auto-electronic trade,45.0,99,191.5,0.985,394.74,0.9,8910.0,7,13460.0,29376.8,2024-08-26,2024-09-20,44.19,38.58,43.57,42.73,42.76,4C. Option Stay OTM
OZK,O:OZK240920P00035000,2024-09-09,P,2024-09-20,Single Leg Floor Trade,35.0,2924,191.5,0.985,394.74,0.15,29240.0,1,13460.0,29376.8,2024-09-10,2024-09-20,44.19,38.58,43.57,42.73,42.76,4P. Option Stay OTM
OZK,O:OZK241018C00042500,2024-10-10,C,2024-10-18,Automatic Execution,42.5,60,191.5,0.985,394.74,1.3,7800.0,10,13460.0,29376.8,2024-10-11,2024-10-18,47.11,42.06,47.11,44.49,44.67,1C. Option Close ITM
OZK,O:OZK241018C00045000,2024-09-30,C,2024-10-18,Automatic Execution,45.0,236,191.5,0.985,394.74,0.4,9440.0,6,13460.0,29376.8,2024-10-01,2024-10-18,47.11,40.9003,47.11,44.49,44.67,2C. Option Close Temp ITM
OZK,O:OZK241115C00047500,2024-10-18,C,2024-11-15,Multi Leg floor trade,47.5,214,191.5,0.985,394.74,0.9,19260.0,2,13460.0,29376.8,2024-10-21,2024-11-15,49.46,42.64,48.64,47.41,48.49,1C. Option Close ITM
OZK,O:OZK241115C00045000,2024-10-21,C,2024-11-15,Automatic Execution,45.0,100,191.5,0.985,394.74,1.8,14500.0,4,13460.0,29376.8,2024-10-22,2024-11-15,49.46,42.64,48.64,47.41,48.49,1C. Option Close ITM
OZK,O:OZK241115C00045000,2024-10-21,C,2024-11-15,Single Leg Auction Non ISO,45.0,61,191.5,0.985,394.74,1.38,8418.0,8,13460.0,29376.8,2024-10-22,2024-11-15,49.46,42.64,48.64,47.41,48.49,1C. Option Close ITM
OZK,O:OZK241115P00045000,2024-10-17,P,2024-11-15,Single Leg Floor Trade,45.0,50,191.5,0.985,394.74,1.65,8250.0,8,13460.0,29376.8,2024-10-18,2024-11-15,49.46,42.64,48.64,47.41,48.49,3P. Option Temp ITM
OZK,O:OZK241115P00042500,2024-10-21,P,2024-11-15,Automatic Execution,42.5,250,191.5,0.985,394.74,1.2,30000.0,1,13460.0,29376.8,2024-10-22,2024-11-15,49.46,42.64,48.64,47.41,48.49,4P. Option Stay OTM
OZK,O:OZK241115P00042500,2024-10-22,P,2024-11-15,Automatic Execution,42.5,60,191.5,0.985,394.74,1.35,8100.0,9,13460.0,29376.8,2024-10-23,2024-11-15,49.46,42.74,48.64,47.41,48.49,4P. Option Stay OTM
OZK,O:OZK241220C00050000,2024-11-20,C,2024-12-20,Automatic Execution,50.0,209,191.5,0.985,394.74,1.05,21945.0,2,13460.0,29376.8,2024-11-21,2024-12-20,51.5,43.21,44.69,43.38,43.83,3C. Option Temp ITM
OZK,O:OZK241220C00050000,2024-11-22,C,2024-12-20,Automatic Execution,50.0,75,191.5,0.985,394.74,1.6,12000.0,5,13460.0,29376.8,2024-11-25,2024-12-20,51.5,43.21,44.69,43.38,43.83,3C. Option Temp ITM
OZK,O:OZK250117C00047500,2024-12-20,C,2025-01-17,Automatic Execution,47.5,210,191.5,0.985,394.74,0.8,16800.0,3,13460.0,29376.8,2024-12-23,2025-01-17,49.84,41.34,49.84,47.14,49.74,1C. Option Close ITM
OZK,O:OZK250117C00045000,2024-12-23,C,2025-01-17,Automatic Execution,45.0,86,191.5,0.985,394.74,1.3,11180.0,5,13460.0,29376.8,2024-12-24,2025-01-17,49.84,41.34,49.84,47.14,49.74,1C. Option Close ITM
OZK,O:OZK250117C00047500,2024-12-31,C,2025-01-17,Multi Leg floor trade,47.5,320,191.5,0.985,394.74,0.5,16000.0,4,13460.0,29376.8,2025-01-02,2025-01-17,49.84,41.34,49.84,47.14,49.74,1C. Option Close ITM
OZK,O:OZK250117C00045000,2025-01-08,C,2025-01-17,Single Leg Auction Non ISO,45.0,200,191.5,0.985,394.74,0.69,13800.0,4,13460.0,29376.8,2025-01-10,2025-01-17,49.84,41.34,49.84,47.14,49.74,1C. Option Close ITM
OZK,O:OZK250117C00045000,2025-01-13,C,2025-01-17,Multi Leg floor trade,45.0,322,191.5,0.985,394.74,0.29,9338.0,7,13460.0,29376.8,2025-01-14,2025-01-17,49.84,42.4,49.84,47.14,49.74,1C. Option Close ITM
OZK,O:OZK250117C00042500,2025-01-13,C,2025-01-17,Automatic Execution,42.5,100,191.5,0.985,394.74,0.8,8000.0,9,13460.0,29376.8,2025-01-14,2025-01-17,49.84,42.4,49.84,47.14,49.74,1C. Option Close ITM
OZK,O:OZK250117P00042500,2024-12-19,P,2025-01-17,Automatic Execution,42.5,51,191.5,0.985,394.74,1.8,8460.0,7,13460.0,29376.8,2024-12-20,2025-01-17,49.84,41.34,49.84,47.14,49.74,3P. Option Temp ITM
OZK,O:OZK250221P00050000,2025-01-28,P,2025-02-21,Single Leg Auction Non ISO,50.0,100,191.5,0.985,394.74,1.0,10000.0,6,13460.0,29376.8,2025-01-29,2025-02-21,53.64,47.145,49.85,47.145,47.45,1P. Option Close ITM
OZK,O:OZK250221P00050000,2025-01-31,P,2025-02-21,Single Leg Auction Non ISO,50.0,200,191.5,0.985,394.74,1.03,20600.0,2,13460.0,29376.8,2025-02-03,2025-02-21,53.64,47.145,49.85,47.145,47.45,1P. Option Close ITM
OZK,O:OZK250221C00052500,2025-01-31,C,2025-02-21,Single Leg Auction Non ISO,52.5,133,191.5,0.985,394.74,0.82,10906.0,5,13460.0,29376.8,2025-02-03,2025-02-21,53.64,47.145,49.85,47.145,47.45,3C. Option Temp ITM
OZK,O:OZK250221C00052500,2025-01-31,C,2025-02-21,Automatic Execution,52.5,79,191.5,0.985,394.74,0.95,7505.0,10,13460.0,29376.8,2025-02-03,2025-02-21,53.64,47.145,49.85,47.145,47.45,3C. Option Temp ITM
OZK,O:OZK250221C00052500,2025-02-03,C,2025-02-21,Automatic Execution,52.5,360,191.5,0.985,394.74,0.45,16200.0,3,13460.0,29376.8,2025-02-04,2025-02-21,53.64,47.145,49.85,47.145,47.45,3C. Option Temp ITM
OZK,O:OZK250221C00052500,2025-02-05,C,2025-02-21,Single Leg Auction Non ISO,52.5,553,191.5,0.985,394.74,0.86,45899.0,1,13460.0,29376.8,2025-02-06,2025-02-21,53.64,47.145,49.85,47.145,47.45,3C. Option Temp ITM
OZK,O:OZK250321P00047500,2025-02-20,P,2025-03-21,Automatic Execution,47.5,210,191.5,0.985,394.74,0.9,18900.0,3,13460.0,29376.8,2025-02-21,2025-03-21,49.85,42.9,44.44,43.395,44.31,1P. Option Close ITM
OZK,O:OZK250321P00042500,2025-03-05,P,2025-03-21,Automatic Execution,42.5,119,191.5,0.985,394.74,0.85,10115.0,6,13460.0,29376.8,2025-03-06,2025-03-21,46.03,42.9,44.44,43.395,44.31,4P. Option Stay OTM
OZK,O:OZK250417C00040000,2025-04-04,C,2025-04-17,Automatic Execution,40.0,210,191.5,0.985,394.74,0.5,10500.0,6,13460.0,29376.8,2025-04-07,2025-04-17,41.885,35.71,41.885,39.895,41.63,1C. Option Close ITM
OZK,O:OZK250417C00040000,2025-04-14,C,2025-04-17,Multi Leg Cross,40.0,250,191.5,0.985,394.74,0.69,17250.0,3,13460.0,29376.8,2025-04-15,2025-04-17,41.885,38.47,41.885,39.895,41.63,1C. Option Close ITM
OZK,O:OZK250417P00042500,2025-03-28,P,2025-04-17,Single Leg Auction Non ISO,42.5,65,191.5,0.985,394.74,1.3,8450.0,7,13460.0,29376.8,2025-03-31,2025-04-17,43.75,35.71,41.885,39.895,41.63,1P. Option Close ITM
OZK,O:OZK250417C00045000,2025-04-02,C,2025-04-17,Multi Leg auto-electronic trade,45.0,245,191.5,0.985,394.74,0.81,19845.0,2,13460.0,29376.8,2025-04-03,2025-04-17,41.885,35.71,41.885,39.895,41.63,4C. Option Stay OTM
OZK,O:OZK250516C00042500,2025-04-17,C,2025-05-16,Automatic Execution,42.5,100,191.5,0.985,394.74,1.25,12500.0,4,13460.0,29376.8,2025-04-21,2025-05-16,47.525,39.82,47.156,46.15,46.93,1C. Option Close ITM
OZK,O:OZK250516C00045000,2025-05-07,C,2025-05-16,Single Leg Auction Non ISO,45.0,125,191.5,0.985,394.74,0.61,7625.0,10,13460.0,29376.8,2025-05-08,2025-05-16,47.525,44.02,47.156,46.15,46.93,1C. Option Close ITM
OZK,O:OZK250516P00042500,2025-04-29,P,2025-05-16,Single Leg Auction Non ISO,42.5,79,191.5,0.985,394.74,1.04,8216.0,8,13460.0,29376.8,2025-04-30,2025-05-16,47.525,41.6861,47.156,46.15,46.93,3P. Option Temp ITM
OZK,O:OZK250620C00045000,2025-06-02,C,2025-06-20,Automatic Execution,45.0,137,191.5,0.985,394.74,0.85,11645.0,5,13460.0,29376.8,2025-06-03,2025-06-10,46.74,43.74,,,,3C. Option Temp ITM
OZK,O:OZK250620C00045000,2025-06-02,C,2025-06-20,Single Leg Auction Non ISO,45.0,100,191.5,0.985,394.74,0.8,8000.0,9,13460.0,29376.8,2025-06-03,2025-06-10,46.74,43.74,,,,3C. Option Temp ITM
OZK,O:OZK250620C00045000,2025-06-05,C,2025-06-20,Single Leg Auction Non ISO,45.0,319,191.5,0.985,394.74,0.99,31581.0,1,13460.0,29376.8,2025-06-06,2025-06-10,46.74,44.59,,,,3C. Option Temp ITM
PB,O:PB241220C00085000,2024-12-04,C,2024-12-20,Automatic Execution,85.0,69,69.0,0.985,69.0,0.7,4830.0,1,4830.0,4830.0,2024-12-05,2024-12-20,83.77,73.5,76.01,73.5,74.95,4C. Option Stay OTM
PFSI,O:PFSI250221P00100000,2025-01-30,P,2025-02-21,Multi Leg floor trade,100.0,750,727.75,0.985,750.0,0.45,33750.0,3,58453.75,119887.5,2025-01-31,2025-02-21,112.75,98.655,102.22,99.31,101.25,2P. Option Close Temp ITM
PFSI,O:PFSI250221P00100000,2025-01-31,P,2025-02-21,Multi Leg floor trade,100.0,500,727.75,0.985,750.0,1.11,55500.0,2,58453.75,119887.5,2025-02-03,2025-02-21,106.39,98.655,102.22,99.31,101.25,2P. Option Close Temp ITM
PFSI,O:PFSI250221C00120000,2025-01-30,C,2025-02-21,Multi Leg floor trade,120.0,750,727.75,0.985,750.0,1.75,131250.0,1,58453.75,119887.5,2025-01-31,2025-02-21,112.75,98.655,102.22,99.31,101.25,4C. Option Stay OTM
PNC,O:PNC240913P00180000,2024-09-04,P,2024-09-13,Automatic Execution,180.0,58,185.0,0.985,478.58,2.3,13340.0,7,16425.0,65625.92,2024-09-05,2024-09-13,184.27,172.89,180.0,176.23,177.24,1P. Option Close ITM
PNC,O:PNC240913C00182500,2024-09-06,C,2024-09-13,Automatic Execution,182.5,123,185.0,0.985,478.58,0.75,9225.0,10,16425.0,65625.92,2024-09-09,2024-09-13,183.57,172.89,180.0,176.23,177.24,3C. Option Temp ITM
PNC,O:PNC240920C00182500,2024-09-13,C,2024-09-20,Automatic Execution,182.5,200,185.0,0.985,478.58,0.45,9000.0,10,16425.0,65625.92,2024-09-16,2024-09-20,187.78,178.23,187.16,185.5521,186.36,1C. Option Close ITM
PNC,O:PNC240920P00175000,2024-08-28,P,2024-09-20,Automatic Execution,175.0,300,185.0,0.985,478.58,1.55,46500.0,2,16425.0,65625.92,2024-08-29,2024-09-20,187.78,172.89,187.16,185.5521,186.36,3P. Option Temp ITM
PNC,O:PNC240920P00172500,2024-09-11,P,2024-09-20,Automatic Execution,172.5,126,185.0,0.985,478.58,2.55,32130.0,3,16425.0,65625.92,2024-09-12,2024-09-20,187.78,175.19,187.16,185.5521,186.36,4P. Option Stay OTM
PNC,O:PNC240920P00172500,2024-09-13,P,2024-09-20,Multi Leg floor trade,172.5,150,185.0,0.985,478.58,0.7,10500.0,8,16425.0,65625.92,2024-09-16,2024-09-20,187.78,178.23,187.16,185.5521,186.36,4P. Option Stay OTM
PNC,O:PNC240920P00177500,2024-09-17,P,2024-09-20,Multi Leg Cross,177.5,159,185.0,0.985,478.58,0.92,14628.0,6,16425.0,65625.92,2024-09-18,2024-09-20,187.78,180.65,187.16,185.5521,186.36,4P. Option Stay OTM
PNC,O:PNC240927P00182500,2024-09-24,P,2024-09-27,Single Leg Auction Non ISO,182.5,135,185.0,0.985,478.58,0.8,10800.0,8,16425.0,65625.92,2024-09-25,2024-09-27,184.715,181.39,184.715,182.34,183.07,2P. Option Close Temp ITM
PNC,O:PNC241004P00180000,2024-09-19,P,2024-10-04,Automatic Execution,180.0,300,185.0,0.985,478.58,0.95,28500.0,3,16425.0,65625.92,2024-09-20,2024-10-04,187.77,176.925,182.9,179.94,182.26,2P. Option Close Temp ITM
PNC,O:PNC241011C00185000,2024-10-10,C,2024-10-11,Automatic Execution,185.0,200,185.0,0.985,478.58,0.55,11000.0,8,16425.0,65625.92,2024-10-11,2024-10-11,189.17,184.705,189.17,184.705,187.77,1C. Option Close ITM
PNC,O:PNC241018C00185000,2024-10-08,C,2024-10-18,Automatic Execution,185.0,40,185.0,0.985,478.58,2.25,9000.0,10,16425.0,65625.92,2024-10-09,2024-10-18,196.64,180.5,191.49,188.01,189.38,1C. Option Close ITM
PNC,O:PNC241018C00195000,2024-10-14,C,2024-10-18,Automatic Execution,195.0,179,185.0,0.985,478.58,1.25,17900.0,5,16425.0,65625.92,2024-10-15,2024-10-18,196.64,188.01,191.49,188.01,189.38,3C. Option Temp ITM
PNC,O:PNC241018C00200000,2024-09-20,C,2024-10-18,Single Leg Auction Non ISO,200.0,640,185.0,0.985,478.58,0.88,56320.0,2,16425.0,65625.92,2024-09-23,2024-10-18,196.64,176.925,191.49,188.01,189.38,4C. Option Stay OTM
PNC,O:PNC241018C00200000,2024-10-14,C,2024-10-18,Multi Leg floor trade,200.0,321,185.0,0.985,478.58,0.32,10272.0,8,16425.0,65625.92,2024-10-15,2024-10-18,196.64,188.01,191.49,188.01,189.38,4C. Option Stay OTM
PNC,O:PNC241018P00180000,2024-10-11,P,2024-10-18,Multi Leg floor trade,180.0,247,185.0,0.985,478.58,1.85,45695.0,2,16425.0,65625.92,2024-10-14,2024-10-18,196.64,186.125,191.49,188.01,189.38,4P. Option Stay OTM
PNC,O:PNC241018P00180000,2024-10-11,P,2024-10-18,Automatic Execution,180.0,150,185.0,0.985,478.58,1.7,25500.0,4,16425.0,65625.92,2024-10-14,2024-10-18,196.64,186.125,191.49,188.01,189.38,4P. Option Stay OTM
PNC,O:PNC241018P00182500,2024-10-14,P,2024-10-18,Multi Leg floor trade,182.5,322,185.0,0.985,478.58,1.98,63756.0,1,16425.0,65625.92,2024-10-15,2024-10-18,196.64,188.01,191.49,188.01,189.38,4P. Option Stay OTM
PNC,O:PNC241018P00175000,2024-10-14,P,2024-10-18,Multi Leg floor trade,175.0,322,185.0,0.985,478.58,0.53,17066.0,5,16425.0,65625.92,2024-10-15,2024-10-18,196.64,188.01,191.49,188.01,189.38,4P. Option Stay OTM
PNC,O:PNC241025P00187500,2024-10-16,P,2024-10-25,Automatic Execution,187.5,300,185.0,0.985,478.58,1.5,45000.0,2,16425.0,65625.92,2024-10-17,2024-10-25,192.929,183.86,190.64,185.63,185.82,1P. Option Close ITM
PNC,O:PNC241025C00195000,2024-10-14,C,2024-10-25,Automatic Execution,195.0,111,185.0,0.985,478.58,1.5,16650.0,6,16425.0,65625.92,2024-10-15,2024-10-25,196.64,183.86,190.64,185.63,185.82,3C. Option Temp ITM
PNC,O:PNC241101P00182500,2024-10-25,P,2024-11-01,Automatic Execution,182.5,300,185.0,0.985,478.58,1.0,30000.0,3,16425.0,65625.92,2024-10-28,2024-11-01,191.87,186.272,191.37,187.0,187.15,4P. Option Stay OTM
PNC,O:PNC241101P00182500,2024-10-28,P,2024-11-01,Automatic Execution,182.5,300,185.0,0.985,478.58,0.3,9000.0,10,16425.0,65625.92,2024-10-29,2024-11-01,191.87,186.77,191.37,187.0,187.15,4P. Option Stay OTM
PNC,O:PNC241108C00190000,2024-10-11,C,2024-11-08,Single Leg Auction Non ISO,190.0,20,185.0,0.985,478.58,4.72,9440.0,9,16425.0,65625.92,2024-10-14,2024-11-08,205.2,183.86,205.2,201.66,203.97,1C. Option Close ITM
PNC,O:PNC241108C00190000,2024-10-14,C,2024-11-08,Single Leg Auction Non ISO,190.0,20,185.0,0.985,478.58,5.25,10500.0,8,16425.0,65625.92,2024-10-15,2024-11-08,205.2,183.86,205.2,201.66,203.97,1C. Option Close ITM
PNC,O:PNC241108P00185000,2024-11-01,P,2024-11-08,Automatic Execution,185.0,150,185.0,0.985,478.58,2.2,33000.0,3,16425.0,65625.92,2024-11-04,2024-11-08,205.2,185.54,205.2,201.66,203.97,4P. Option Stay OTM
PNC,O:PNC241115C00195000,2024-10-16,C,2024-11-15,Automatic Execution,195.0,100,185.0,0.985,478.58,4.5,45000.0,2,16425.0,65625.92,2024-10-17,2024-11-15,214.19,183.86,210.04,206.4,207.68,1C. Option Close ITM
PNC,O:PNC241115C00195000,2024-10-16,C,2024-11-15,Intermarket Sweep Order,195.0,30,185.0,0.985,478.58,4.1,12300.0,7,16425.0,65625.92,2024-10-17,2024-11-15,214.19,183.86,210.04,206.4,207.68,1C. Option Close ITM
PNC,O:PNC241115C00200000,2024-10-23,C,2024-11-15,Single Leg Auction Non ISO,200.0,140,185.0,0.985,478.58,1.13,15820.0,6,16425.0,65625.92,2024-10-24,2024-11-15,214.19,185.54,210.04,206.4,207.68,1C. Option Close ITM
PNC,O:PNC241115C00192500,2024-10-31,C,2024-11-15,Automatic Execution,192.5,29,185.0,0.985,478.58,3.7,10730.0,8,16425.0,65625.92,2024-11-01,2024-11-15,214.19,185.54,210.04,206.4,207.68,1C. Option Close ITM
PNC,O:PNC241115C00210000,2024-11-06,C,2024-11-15,Automatic Execution,210.0,236,185.0,0.985,478.58,1.25,29500.0,3,16425.0,65625.92,2024-11-07,2024-11-15,214.19,200.88,210.04,206.4,207.68,2C. Option Close Temp ITM
PNC,O:PNC241115P00185000,2024-10-31,P,2024-11-15,Automatic Execution,185.0,117,185.0,0.985,478.58,3.2,37440.0,3,16425.0,65625.92,2024-11-01,2024-11-15,214.19,185.54,210.04,206.4,207.68,4P. Option Stay OTM
PNC,O:PNC241115P00200000,2024-11-08,P,2024-11-15,Automatic Execution,200.0,100,185.0,0.985,478.58,1.4,14000.0,6,16425.0,65625.92,2024-11-11,2024-11-15,214.19,206.28,210.04,206.4,207.68,4P. Option Stay OTM
PNC,O:PNC241115P00197500,2024-11-08,P,2024-11-15,Automatic Execution,197.5,149,185.0,0.985,478.58,0.6,8940.0,10,16425.0,65625.92,2024-11-11,2024-11-15,214.19,206.28,210.04,206.4,207.68,4P. Option Stay OTM
PNC,O:PNC241122P00202500,2024-11-15,P,2024-11-22,Automatic Execution,202.5,145,185.0,0.985,478.58,0.9,13050.0,7,16425.0,65625.92,2024-11-18,2024-11-22,210.71,203.4663,210.71,205.72,210.07,4P. Option Stay OTM
PNC,O:PNC241122P00202500,2024-11-15,P,2024-11-22,Multi Leg floor trade,202.5,134,185.0,0.985,478.58,0.8,10720.0,8,16425.0,65625.92,2024-11-18,2024-11-22,210.71,203.4663,210.71,205.72,210.07,4P. Option Stay OTM
PNC,O:PNC241206P00210000,2024-11-27,P,2024-12-06,Multi Leg floor trade,210.0,188,185.0,0.985,478.58,0.8,15040.0,6,16425.0,65625.92,2024-11-29,2024-12-06,216.26,206.64,209.855,207.13,208.63,1P. Option Close ITM
PNC,O:PNC241206C00215000,2024-11-25,C,2024-12-06,Multi Leg auto-electronic trade,215.0,50,185.0,0.985,478.58,2.15,10750.0,8,16425.0,65625.92,2024-11-26,2024-12-06,216.26,206.64,209.855,207.13,208.63,3C. Option Temp ITM
PNC,O:PNC241213P00202500,2024-12-10,P,2024-12-13,Multi Leg auto-electronic trade,202.5,100,185.0,0.985,478.58,0.95,9500.0,9,16425.0,65625.92,2024-12-11,2024-12-13,206.465,200.03,203.06,200.03,201.5,1P. Option Close ITM
PNC,O:PNC241220P00210000,2024-12-02,P,2024-12-20,Automatic Execution,210.0,294,185.0,0.985,478.58,3.0,88200.0,1,16425.0,65625.92,2024-12-03,2024-12-20,212.625,189.0,193.42,189.0,192.76,1P. Option Close ITM
PNC,O:PNC241220C00215000,2024-11-25,C,2024-12-20,Multi Leg Auction,215.0,25,185.0,0.985,478.58,4.34,10850.0,8,16425.0,65625.92,2024-11-26,2024-12-20,216.26,189.0,193.42,189.0,192.76,3C. Option Temp ITM
PNC,O:PNC241220C00222500,2024-11-22,C,2024-12-20,Multi Leg auto-electronic trade,222.5,56,185.0,0.985,478.58,1.8,10080.0,9,16425.0,65625.92,2024-11-25,2024-12-20,216.26,189.0,193.42,189.0,192.76,4C. Option Stay OTM
PNC,O:PNC241220C00217500,2024-11-25,C,2024-12-20,Single Leg Auction Non ISO,217.5,36,185.0,0.985,478.58,3.65,13140.0,7,16425.0,65625.92,2024-11-26,2024-12-20,216.26,189.0,193.42,189.0,192.76,4C. Option Stay OTM
PNC,O:PNC241227C00210000,2024-12-12,C,2024-12-27,Automatic Execution,210.0,300,185.0,0.985,478.58,1.0,30000.0,3,16425.0,65625.92,2024-12-13,2024-12-27,203.06,189.0,195.525,192.21,193.28,4C. Option Stay OTM
PNC,O:PNC250110P00200000,2024-12-13,P,2025-01-10,Automatic Execution,200.0,26,185.0,0.985,478.58,3.9,10140.0,9,16425.0,65625.92,2024-12-16,2025-01-10,201.9,188.61,193.51,188.61,189.02,1P. Option Close ITM
PNC,O:PNC250117C00197500,2025-01-14,C,2025-01-17,Automatic Execution,197.5,278,185.0,0.985,478.58,2.0,55600.0,2,16425.0,65625.92,2025-01-15,2025-01-17,202.2,183.44,202.2,196.79,198.54,1C. Option Close ITM
