security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
CEP,Unclassified,Unclassified,30__2,30,2,2.0,1. p999999_trade_value,86580.0,86580.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CEP,Unclassified,Unclassified,30__2,30,2,2.0,4. p999_trade_value,86250.0,86250.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,2.0,0.0
CEP,Unclassified,Unclassified,30__2,30,2,2.0,5. p99_trade_value,84000.0,58740.0,8.0,9.0,0.8888888888888888,0.55,2. BELOW BASELINE,8.0,11.0,0.7272727272727273
CEP,Unclassified,Unclassified,30__2,30,2,2.0,6. p95_trade_value,54600.0,30000.0,16.0,43.0,0.37209302325581395,0.55,2. BELOW BASELINE,24.0,54.0,0.4444444444444444
CEP,Unclassified,Unclassified,30__2,30,2,2.0,7. p90_trade_value,29900.0,18500.0,25.0,54.0,0.46296296296296297,0.55,2. BELOW BASELINE,49.0,108.0,0.4537037037037037
CEP,Unclassified,Unclassified,30__2,30,2,2.0,8. p75_trade_value,18240.0,8700.0,58.0,161.0,0.36024844720496896,0.55,2. BELOW BASELINE,107.0,269.0,0.39776951672862454
CLBR,Unclassified,Unclassified,25__0,25,2,0.0,1. p999999_trade_value,285000.0,285000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CLBR,Unclassified,Unclassified,25__0,25,2,0.0,5. p99_trade_value,200000.0,43470.0,2.0,5.0,0.4,0.55,2. BELOW BASELINE,2.0,6.0,0.3333333333333333
CLBR,Unclassified,Unclassified,25__0,25,2,0.0,6. p95_trade_value,40470.0,20900.0,6.0,22.0,0.2727272727272727,0.55,2. BELOW BASELINE,8.0,28.0,0.2857142857142857
CLBR,Unclassified,Unclassified,25__0,25,2,0.0,7. p90_trade_value,20655.0,16000.0,9.0,27.0,0.3333333333333333,0.55,2. BELOW BASELINE,17.0,55.0,0.3090909090909091
CLBR,Unclassified,Unclassified,25__0,25,2,0.0,8. p75_trade_value,15840.0,8700.0,17.0,82.0,0.2073170731707317,0.55,2. BELOW BASELINE,34.0,137.0,0.24817518248175183
