security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
APTV,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,236847.99999999994,5. p99_trade_value,5.0,415,25__2,25,2,2.0,49980.0,94800.0,232669.28,431340.0,502134.0,509213.4,509921.34
BLBD,Auto-Tires-Trucks,Automotive - Domestic,0.55,,,,100,20__0,20,2,0.0,11757.0,13190.0,25008.7,25783.87,25861.39,25869.14,25869.91
CHPT,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,,,,95,20__1,20,2,1.0,100000.0,154500.0,401920.0,428992.0,431699.2,431969.92,431996.99
CMI,Auto-Tires-Trucks,Automotive - Internal Combustion Engines,0.55,22000.000000000004,7. p90_trade_value,29.0,286,25__0,25,2,0.0,21530.0,35660.0,108400.0,309237.52,372473.75,378797.38,379429.74
CWH,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,8125.0,8. p75_trade_value,36.0,142,20__1,20,2,1.0,20149.0,59775.0,386297.4,614079.76,630657.98,632315.8,632481.58
DAN,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,,,,145,20__0,20,2,0.0,17617.2,22046.0,83564.76,104967.42,107786.74,108068.67,108096.87
EVGO,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,,,,157,20__0,20,2,0.0,10020.0,12220.0,19220.0,27786.0,28698.6,28789.86,28798.99
F,Auto-Tires-Trucks,Automotive - Domestic,0.55,299760.00000000006,4. p999_trade_value,4.0,3930,35__0,35,2,0.0,15761.0,24968.25,96431.64,282095.99,416157.81,466341.08,471359.41
GM,Auto-Tires-Trucks,Automotive - Domestic,0.55,490000.0,4. p999_trade_value,8.0,7972,40__0,40,2,0.0,15145.1,24879.1,79432.0,399070.7,950511.53,1235174.75,1263641.08
HOG,Auto-Tires-Trucks,Automotive - Domestic,0.55,8320.0,8. p75_trade_value,82.0,326,25__0,25,2,0.0,15248.0,26295.0,57691.25,107581.0,125166.1,126924.61,127100.46
HSAI,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,,,,429,25__0,25,2,0.0,14527.0,18450.0,41218.4,93392.84,99159.28,99735.93,99793.59
LAZR,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,16492.0,6. p95_trade_value,17.0,337,25__0,25,2,0.0,11850.0,16354.4,35268.48,272800.0,333280.0,339328.0,339932.8
LCID,Auto-Tires-Trucks,Automotive - Domestic,0.55,,,,858,30__2,30,2,2.0,9837.0,14018.75,42088.4,519970.0,519970.0,519970.0,519970.0
LEA,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,,,,63,20__3,20,2,3.0,20248.0,52050.0,138000.0,193800.0,199380.0,199938.0,199993.8
LI,Auto-Tires-Trucks,Automotive - Foreign,0.55,242200.0,1. p999999_trade_value,1.0,2595,35__0,35,2,0.0,14000.0,22100.0,52207.5,109085.67,226065.32,240586.53,242038.65
LKQ,Auto-Tires-Trucks,Automotive - Replacement Parts,0.55,,,,75,20__3,20,2,3.0,22066.4,48375.0,190698.4,423025.84,446258.58,448581.86,448814.19
MBLY,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,609960.0,1. p999999_trade_value,1.0,2998,35__0,35,2,0.0,11615.5,16403.75,39206.36,203467.01,515566.49,600520.65,609016.06
MGA,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,,,,149,20__2,20,2,2.0,11908.0,21608.0,127800.0,1586472.0,1811047.2,1833504.72,1835750.47
MOD,Auto-Tires-Trucks,Automotive - Original Equipment,0.55,51165.0,6. p95_trade_value,48.0,951,30__0,30,2,0.0,22250.0,50997.5,198572.5,526350.0,549435.0,551743.5,551974.35
