security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,6500.0,10400.0,O:PHUN241115C00007500,PHUN,C,7.5,2024-11-15,227,0,323,1.3,1730477774961000000,80,10400.0,2024-11-01,3000.0,30,True,Single Leg Auction Non ISO,Computer and Technology,Internet - Software,6.79,7.33,6.45,6.74,7,4.017033339298781,20,3,1,0,0,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,6. p95_trade_value,22350.0,31360.000000000004,O:PHUN241115C00007500,PHUN,C,7.5,2024-11-15,209,0,325,1.5,1730473755422000000,149,22350.0,2024-11-01,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,6.79,7.33,6.45,6.74,3,4.349277527467955,20,1,1,0,0,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,7. p90_trade_value,11050.0,14850.0,O:PHUN241115P00005000,PHUN,P,5.0,2024-11-15,209,0,308,0.65,1730474075014000000,170,11050.0,2024-11-01,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,6.79,7.33,6.45,6.74,6,4.04336227802113,20,2,1,1,1,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,6500.0,10400.0,O:PHUN241115P00005000,PHUN,P,5.0,2024-11-15,209,0,316,0.65,1730481300815000000,158,10270.0,2024-11-01,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,6.79,7.33,6.45,6.74,8,4.011570443597278,20,3,1,1,1,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,6500.0,10400.0,O:PHUN241115P00005000,PHUN,P,5.0,2024-11-15,209,0,323,0.65,1730474075014000000,100,6500.0,2024-11-01,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,6.79,7.33,6.45,6.74,13,3.8129133566428557,20,5,1,1,1,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,6500.0,10400.0,O:PHUN241115P00005000,PHUN,P,5.0,2024-11-15,209,0,316,0.65,1730481300816000000,134,8710.0,2024-11-01,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,6.79,7.33,6.45,6.74,9,3.9400181550076634,20,3,1,1,1,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,6. p95_trade_value,22350.0,31360.000000000004,O:PHUN241115C00007500,PHUN,C,7.5,2024-11-15,209,0,319,1.6,1730818136732000000,196,31360.000000000004,2024-11-05,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,7.36,7.42,6.155,6.37,2,4.4963760540124005,20,1,1,0,0,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,38000.0,38000.0,O:PHUN241115C00007500,PHUN,C,7.5,2024-11-15,209,0,309,1.0,1730836500788000000,380,38000.0,2024-11-05,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,7.36,7.42,6.155,6.37,1,4.57978359661681,20,1,1,0,0,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,7. p90_trade_value,11050.0,14850.0,O:PHUN241115C00007500,PHUN,C,7.5,2024-11-15,227,0,323,1.65,1730817415448000000,90,14850.0,2024-11-05,3000.0,30,True,Single Leg Auction Non ISO,Computer and Technology,Internet - Software,7.36,7.42,6.155,6.37,4,4.171726453653231,20,2,1,0,0,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,6500.0,10400.0,O:PHUN241115C00015000,PHUN,C,15.0,2024-11-15,209,0,325,0.72,1730903483803000000,100,7200.0,2024-11-06,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,7.675,7.88,6.52,7.43,10,3.8573324964312685,20,4,0,0,0,1
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,7. p90_trade_value,11050.0,14850.0,O:PHUN241115C00015000,PHUN,C,15.0,2024-11-15,209,0,325,0.72,1730903485523000000,200,14400.0,2024-11-06,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,7.675,7.88,6.52,7.43,5,4.158362492095249,20,2,0,0,0,1
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,6500.0,10400.0,O:PHUN241115P00005000,PHUN,P,5.0,2024-11-15,227,0,301,0.3,1731090447274000000,236,7080.0,2024-11-08,3000.0,30,True,Single Leg Auction Non ISO,Computer and Technology,Internet - Software,5.86,6.42,5.5,5.6,11,3.850033257689769,20,4,1,1,1,0
PHUN,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,6500.0,10400.0,O:PHUN241115P00005000,PHUN,P,5.0,2024-11-15,209,0,301,0.3,1731090447163000000,220,6600.0,2024-11-08,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,5.86,6.42,5.5,5.6,12,3.8195439355418688,20,4,1,1,1,0
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,8700.0,25000.0,O:PRCH241220C00005000,PRCH,C,5.0,2024-12-20,231,0,300,0.2,1732550230434000000,1250,25000.0,2024-11-25,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Internet - Software,3.53,3.85,3.46,3.59,4,4.3979400086720375,20,2,1,1,1,0
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,8700.0,25000.0,O:PRCH250417C00010000,PRCH,C,10.0,2025-04-17,231,0,302,0.2,1742922519249000000,746,14920.000000000002,2025-03-25,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Internet - Software,6.91,8.0573,6.83,7.96,5,4.17376882313665,20,3,0,0,0,1
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,7. p90_trade_value,32720.000000000004,32720.000000000004,O:PRCH250516C00007500,PRCH,C,7.5,2025-05-16,231,0,302,0.4,1745609582483000000,818,32720.000000000004,2025-04-25,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Internet - Software,5.57,5.985,5.3,5.91,3,4.514813294999286,20,2,1,1,1,0
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,262000.0,262000.0,O:PRCH250516C00007500,PRCH,C,7.5,2025-05-16,231,0,302,0.4,1745609582389000000,6550,262000.0,2025-04-25,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Internet - Software,5.57,5.985,5.3,5.91,1,5.418301291319746,20,1,1,1,1,0
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,6. p95_trade_value,32760.000000000004,32760.000000000004,O:PRCH250516C00007500,PRCH,C,7.5,2025-05-16,231,0,302,0.4,1745609582483000000,819,32760.000000000004,2025-04-25,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Internet - Software,5.57,5.985,5.3,5.91,2,4.515343893088381,20,1,1,1,1,0
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,8700.0,25000.0,O:PRCH250516C00007500,PRCH,C,7.5,2025-05-16,209,0,308,0.3,1746454300649000000,300,9000.0,2025-05-05,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,6.3,6.33,5.9199,6.25,7,3.9542425094393248,20,4,1,1,1,0
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,8700.0,25000.0,O:PRCH250620C00010000,PRCH,C,10.0,2025-06-20,227,0,309,0.87,1747927792555000000,100,8700.0,2025-05-22,3000.0,30,True,Single Leg Auction Non ISO,Computer and Technology,Internet - Software,9.34,9.975,9.3,9.86,8,3.9395192526186187,20,4,1,0,0,0
PRCH,Computer and Technology,Internet - Software,15__0,15,0.0,8. p75_trade_value,8700.0,25000.0,O:PRCH250620C00012500,PRCH,C,12.5,2025-06-20,209,0,320,0.35,1749652105794000000,300,10500.0,2025-06-11,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,11.3,11.93,11.22,11.42,6,4.021189299069938,20,3,0,0,0,1
QNST,Computer and Technology,Internet - Delivery Services,15__0,15,0.0,1. p999999_trade_value,9380.0,9380.0,O:QNST250221C00022500,QNST,C,22.5,2025-02-21,209,0,313,1.4,1737660955514000000,67,9380.0,2025-01-23,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Delivery Services,21.89,22.4902,21.51,21.92,1,3.9722028383790646,20,1,1,0,0,0
QNST,Computer and Technology,Internet - Delivery Services,15__0,15,0.0,7. p90_trade_value,8119.999999999999,8119.999999999999,O:QNST250221C00022500,QNST,C,22.5,2025-02-21,209,0,313,1.4,1737660955514000000,58,8119.999999999999,2025-01-23,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Delivery Services,21.89,22.4902,21.51,21.92,2,3.909556029241175,20,2,1,0,0,0
QTWO,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,54540.00000000001,54540.00000000001,O:QTWO250417P00075000,QTWO,P,75.0,2025-04-17,209,0,302,2.7,1742566906785000000,202,54540.00000000001,2025-03-21,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,77.34,79.38,76.48,79.21,1,4.736715133605611,20,1,1,1,1,0
TENB,Computer and Technology,Internet - Software,15__0,15,0.0,6. p95_trade_value,63180.00000000001,63180.00000000001,O:TENB241018C00040000,TENB,C,40.0,2024-10-18,228,0,302,1.3,1727290036362000000,486,63180.00000000001,2024-09-25,3000.0,30,True,Single Leg Auction ISO,Computer and Technology,Internet - Software,39.98,39.98,39.0,39.7,2,4.80057962156913,20,1,1,1,1,0
TENB,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,144000.0,144000.0,O:TENB241115P00040000,TENB,P,40.0,2024-11-15,231,0,301,1.8,1730215491048000000,800,144000.0,2024-10-29,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Internet - Software,40.46,41.86,40.37,41.8,1,5.158362492095249,20,1,1,0,0,0
VERX,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,97999.99999999999,97999.99999999999,O:VERX250321C00035000,VERX,C,35.0,2025-03-21,231,0,301,0.7,1740769687112000000,1400,97999.99999999999,2025-02-28,3000.0,30,True,Single Leg Floor Trade,Computer and Technology,Internet - Software,33.51,33.9,32.01,32.29,1,4.991226075692495,20,1,1,1,1,0
YELP,Computer and Technology,Internet - Content,15__0,15,0.0,7. p90_trade_value,9000.0,10010.0,O:YELP240920P00033000,YELP,P,33.0,2024-09-20,209,0,323,0.45,1725387552015000000,200,9000.0,2024-09-03,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Content,34.35,34.75,33.545,33.56,6,3.9542425094393248,20,2,1,0,0,0
YELP,Computer and Technology,Internet - Content,15__0,15,0.0,1. p999999_trade_value,25000.0,25000.0,O:YELP241115C00036000,YELP,C,36.0,2024-11-15,209,0,300,1.0,1730400326880000000,250,25000.0,2024-10-31,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Content,34.54,34.84,34.11,34.14,1,4.3979400086720375,20,1,1,1,0,0
YELP,Computer and Technology,Internet - Content,15__0,15,0.0,7. p90_trade_value,9000.0,10010.0,O:YELP250221C00041000,YELP,C,41.0,2025-02-21,233,0,302,1.66,1738343937819000000,55,9130.0,2025-01-31,3000.0,30,True,Multi Leg Auction,Computer and Technology,Internet - Content,40.46,40.86,39.7,39.94,5,3.960470777534299,20,2,0,0,0,1
YELP,Computer and Technology,Internet - Content,15__0,15,0.0,6. p95_trade_value,11000.000000000002,16740.0,O:YELP250221P00039000,YELP,P,39.0,2025-02-21,209,0,308,1.35,1738767622695000000,124,16740.0,2025-02-05,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Content,40.02,40.105,39.415,39.82,2,4.223755453657241,20,1,1,1,1,0
YELP,Computer and Technology,Internet - Content,15__0,15,0.0,7. p90_trade_value,9000.0,10010.0,O:YELP250221P00039000,YELP,P,39.0,2025-02-21,209,0,308,1.1,1739479801198000000,91,10010.0,2025-02-13,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Content,39.83,40.74,39.38,40.55,4,4.000434077479318,20,2,1,1,1,0
YELP,Computer and Technology,Internet - Content,15__0,15,0.0,6. p95_trade_value,11000.000000000002,16740.0,O:YELP250516C00036000,YELP,C,36.0,2025-05-16,235,0,301,1.1,1746469907613000000,100,11000.000000000002,2025-05-05,3000.0,30,True,Multi Leg floor trade,Computer and Technology,Internet - Content,35.05,35.565,34.87,35.03,3,4.041392685158225,20,1,1,1,1,0
BASE,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,13860.000000000002,13860.000000000002,O:BASE250620P00017500,BASE,P,17.5,2025-06-20,209,0,304,1.1,1748352737941000000,126,13860.000000000002,2025-05-27,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,18.65,19.28,18.4,18.47,1,4.141763230275788,20,1,1,0,0,0
BL,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,152950.0,152950.0,O:BL241115C00057500,BL,C,57.5,2024-11-15,227,0,323,1.75,1730831944166000000,874,152950.0,2024-11-05,3000.0,30,True,Single Leg Auction Non ISO,Computer and Technology,Internet - Software,54.87,56.19,54.87,55.99,1,5.184549481320698,20,1,1,1,1,0
BR,Computer and Technology,Internet - Software,15__0,15,0.0,7. p90_trade_value,12782.0,12782.0,O:BR241115C00220000,BR,C,220.0,2024-11-15,232,0,304,5.81,1729278903607000000,22,12782.0,2024-10-18,3000.0,30,True,Multi Leg auto-electronic trade,Computer and Technology,Internet - Software,218.72,219.41,217.65,219.1,3,4.106598813212537,20,2,1,1,1,0
BR,Computer and Technology,Internet - Software,15__0,15,0.0,6. p95_trade_value,14580.000000000002,14580.000000000002,O:BR250321C00240000,BR,C,240.0,2025-03-21,227,0,301,2.43,1740170326731000000,60,14580.000000000002,2025-02-21,3000.0,30,True,Single Leg Auction Non ISO,Computer and Technology,Internet - Software,235.75,235.87,233.9,235.33,2,4.163757523981956,20,1,1,0,0,0
BR,Computer and Technology,Internet - Software,15__0,15,0.0,1. p999999_trade_value,21384.0,21384.0,O:BR250321C00240000,BR,C,240.0,2025-03-21,227,0,301,2.43,1740170326731000000,88,21384.0,2025-02-21,3000.0,30,True,Single Leg Auction Non ISO,Computer and Technology,Internet - Software,235.75,235.87,233.9,235.33,1,4.330088945748481,20,1,1,0,0,0
BSY,Computer and Technology,Internet - Software,15__0,15,0.0,6. p95_trade_value,24000.0,24000.0,O:BSY241115C00050000,BSY,C,50.0,2024-11-15,209,0,313,1.6,1730225893597000000,150,24000.0,2024-10-29,3000.0,30,True,Automatic Execution,Computer and Technology,Internet - Software,48.79,49.65,48.69,49.5,2,4.380211241711606,20,1,1,0,0,0
