security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
NTAP,Computer and Technology,Computer- Storage Devices,30__2,30,2.0,1. p999999_trade_value,292500.0,292500.0,O:NTAP241206C00135000,NTAP,C,135.0,2024-12-06,242,0,323,3.9,1732218371923000000,750,292500.0,2024-11-21,Stock Options floor trade,Computer and Technology,Computer- Storage Devices,125.0,128.04,123.56,126.68,1,5.4661258704182,1,1,0,0,0
SAP,Computer and Technology,Computer - Software,30__2,30,2.0,1. p999999_trade_value,310000.0,310000.0,O:SAP250516C00280000,SAP,C,280.0,2025-05-16,241,0,323,3.1,1744906991314000000,1000,310000.0,2025-04-17,Stock Options Cross,Computer and Technology,Computer - Software,259.43,259.73,256.29,257.4,1,5.491361693834273,1,1,1,1,0
STX,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,1. p999999_trade_value,419244.00000000006,419244.00000000006,O:STX241025P00110000,STX,P,110.0,2024-10-25,233,0,312,3.22,1729605183978000000,1302,419244.00000000006,2024-10-22,Multi Leg Auction,Computer and Technology,Computer - Integrated Systems,111.9,112.75,110.33,112.64,1,5.622466855928004,1,1,1,1,0
HPE,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,5. p99_trade_value,50000.0,216542.99999999997,O:HPE240927C00020000,HPE,C,20.0,2024-09-27,235,0,323,0.75,1724853300993000000,846,63450.0,2024-08-28,Multi Leg floor trade,Computer and Technology,Computer - Integrated Systems,19.0,19.175,18.8,19.0,8,4.802431626430724,1,1,1,1,0
HPE,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,5. p99_trade_value,50000.0,216542.99999999997,O:HPE240906C00021000,HPE,C,21.0,2024-09-06,233,0,323,0.25,1725392381042000000,2000,50000.0,2024-09-03,Multi Leg Auction,Computer and Technology,Computer - Integrated Systems,19.28,19.44,18.96,19.06,14,4.698970004336019,1,0,0,0,1
HPE,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,6. p95_trade_value,21229.0,48000.0,O:HPE240906P00018500,HPE,P,18.5,2024-09-06,209,0,320,0.5,1725371419397000000,500,25000.0,2024-09-03,Automatic Execution,Computer and Technology,Computer - Integrated Systems,19.28,19.44,18.96,19.06,44,4.3979400086720375,1,1,1,1,0
HPE,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,6. p95_trade_value,21229.0,48000.0,O:HPE240906P00018000,HPE,P,18.0,2024-09-06,209,0,309,0.55,1725461531407000000,747,41085.0,2024-09-04,Automatic Execution,Computer and Technology,Computer - Integrated Systems,18.93,19.0211,18.56,18.77,17,4.613683291309643,1,1,1,1,0
HPE,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,5. p99_trade_value,50000.0,216542.99999999997,O:HPE240920C00021000,HPE,C,21.0,2024-09-20,241,0,323,0.3,1725472804473000000,2000,60000.0,2024-09-04,Stock Options Cross,Computer and Technology,Computer - Integrated Systems,18.93,19.0211,18.56,18.77,11,4.778151250383644,1,0,0,0,1
HPE,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,6. p95_trade_value,21229.0,48000.0,O:HPE240920C00023000,HPE,C,23.0,2024-09-20,241,0,323,0.1,1725462073679000000,2500,25000.0,2024-09-04,Stock Options Cross,Computer and Technology,Computer - Integrated Systems,18.93,19.0211,18.56,18.77,45,4.3979400086720375,1,0,0,0,1
HPE,Computer and Technology,Computer - Integrated Systems,30__2,30,2.0,5. p99_trade_value,50000.0,216542.99999999997,O:HPE240920P00017000,HPE,P,17.0,2024-09-20,241,0,323,0.35,1725472804473000000,2000,70000.0,2024-09-04,Stock Options Cross,Computer and Technology,Computer - Integrated Systems,18.93,19.0211,18.56,18.77,7,4.845098040014257,1,1,0,0,0
