security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
EVTC,Business Services,Financial Transaction Services,0__2,0,3,2.0,1. p999999_trade_value,4000.0,4000.0,O:EVTC250321C00035000,EVTC,C,35.0,2025-03-21,209,0,325,0.4,1740508876122000000,100,4000.0,2025-02-25,3000.0,30,True,Automatic Execution,Business Services,Financial Transaction Services,33.15,33.56,32.66,32.66,1,3.6020599913279625,20,1,1,1,1,0
FCFS,Business Services,Financial Transaction Services,5__0,5,3,0.0,1. p999999_trade_value,8080.0,8080.0,O:FCFS250321P00110000,FCFS,P,110.0,2025-03-21,232,0,313,2.02,1740408551532000000,40,8080.0,2025-02-24,3000.0,30,True,Multi Leg auto-electronic trade,Business Services,Financial Transaction Services,114.78,114.94,113.825,114.36,1,3.907411360774586,20,1,1,0,0,0
FCFS,Business Services,Financial Transaction Services,5__0,5,3,0.0,8. p75_trade_value,4160.0,4160.0,O:FCFS250321P00110000,FCFS,P,110.0,2025-03-21,232,0,300,1.6,1740409819117000000,26,4160.0,2025-02-24,3000.0,30,True,Multi Leg auto-electronic trade,Business Services,Financial Transaction Services,114.78,114.94,113.825,114.36,2,3.6190933306267428,20,2,1,0,0,0
PAGS,Business Services,Financial Transaction Services,15__0,15,3,0.0,1. p999999_trade_value,112500.0,112500.0,O:PAGS250516C00010000,PAGS,C,10.0,2025-05-16,235,0,301,0.45,1745609378180000000,2500,112500.0,2025-04-25,3000.0,30,True,Multi Leg floor trade,Business Services,Financial Transaction Services,9.62,9.89,9.57,9.88,1,5.051152522447381,20,1,1,0,0,0
PAR,Business Services,Financial Transaction Services,15__0,15,3,0.0,1. p999999_trade_value,67725.0,67725.0,O:PAR241115C00070000,PAR,C,70.0,2024-11-15,209,0,308,2.15,1730999581260000000,315,67725.0,2024-11-07,3000.0,30,True,Automatic Execution,Business Services,Financial Transaction Services,65.97,67.06,64.89,66.53,1,4.830749013705206,20,1,1,1,1,0
PAR,Business Services,Financial Transaction Services,15__0,15,3,0.0,6. p95_trade_value,66250.0,66250.0,O:PAR250321C00065000,PAR,C,65.0,2025-03-21,209,0,308,2.65,1740512680495000000,250,66250.0,2025-02-25,3000.0,30,True,Automatic Execution,Business Services,Financial Transaction Services,62.03,62.425,61.06,61.52,2,4.821185882608845,20,1,1,0,0,0
PAYO,Business Services,Financial Transaction Services,10__0,10,3,0.0,8. p75_trade_value,13888.0,15719.0,O:PAYO240920P00007000,PAYO,P,7.0,2024-09-20,235,0,313,0.11,1724863821794000000,1429,15719.0,2024-08-28,3000.0,30,True,Multi Leg floor trade,Business Services,Financial Transaction Services,7.18,7.18,7.02,7.1,2,4.196424913949195,20,2,1,0,0,0
PAYO,Business Services,Financial Transaction Services,10__0,10,3,0.0,1. p999999_trade_value,23968.0,23968.0,O:PAYO250221C00011000,PAYO,C,11.0,2025-02-21,227,0,309,0.32,1738680355408000000,749,23968.0,2025-02-04,3000.0,30,True,Single Leg Auction Non ISO,Business Services,Financial Transaction Services,10.68,10.84,10.51,10.83,1,4.379631796019372,20,1,1,0,0,0
PAYO,Business Services,Financial Transaction Services,10__0,10,3,0.0,8. p75_trade_value,13888.0,15719.0,O:PAYO250221C00011000,PAYO,C,11.0,2025-02-21,227,0,309,0.31,1738680355408000000,448,13888.0,2025-02-04,3000.0,30,True,Single Leg Auction Non ISO,Business Services,Financial Transaction Services,10.68,10.84,10.51,10.83,3,4.142639707832417,20,3,1,0,0,0
PSFE,Business Services,Financial Transaction Services,15__0,15,3,0.0,1. p999999_trade_value,64000.0,64000.0,O:PSFE250321C00020000,PSFE,C,20.0,2025-03-21,209,0,320,1.6,1740148856148000000,400,64000.0,2025-02-21,3000.0,30,True,Automatic Execution,Business Services,Financial Transaction Services,19.85,19.91,19.02,19.23,1,4.8061799739838875,20,1,1,0,0,0
