security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
APA,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,909,30__0,30,2,0.0,11263.0,15571.6,134760.0,683740.0,761374.0,769137.4,769913.74
AR,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,510,25__0,25,2,0.0,14354.0,22228.8,93502.4,178533.58,186495.36,187291.54,187371.15
BKR,Oils-Energy,Oil and Gas - Field Services,0.55,84000.0,5. p99_trade_value,3.0,261,25__0,25,2,0.0,14145.0,28275.0,70560.0,140637.6,147479.76,148163.98,148232.4
BP,Oils-Energy,Oil and Gas - Integrated - International,0.55,,,,1585,30__0,30,2,0.0,19143.6,31915.2,169805.4,700536.04,830297.6,835429.76,835942.98
CHRD,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,64,20__0,20,2,0.0,7122.5,18375.0,65100.0,82110.0,83811.0,83981.1,83998.11
CIVI,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,166,20__3,20,2,3.0,42000.0,46000.0,126360.0,262627.67,264944.57,265176.26,265199.43
CLMT,Oils-Energy,Oil and Gas - Integrated - United States,0.55,168750.0,5. p99_trade_value,8.0,713,30__0,30,2,0.0,18164.0,40156.8,167085.84,440000.0,440000.0,440000.0,440000.0
CNQ,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,0.55,55319.99999999999,1. p999999_trade_value,1.0,149,20__0,20,2,0.0,13200.0,18085.0,34031.2,52457.68,55033.77,55291.38,55317.14
CNX,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,250000.0,5. p99_trade_value,2.0,130,20__3,20,2,3.0,23826.5,92750.0,249275.0,345810.0,358581.0,359858.1,359985.81
COP,Oils-Energy,Oil and Gas - Integrated - United States,0.55,,,,2542,35__0,35,2,0.0,16139.7,24997.4,97994.34,340889.5,540078.26,567450.63,570187.86
CRC,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,57,20__0,20,2,0.0,11730.0,12920.0,17985.6,23398.56,23939.86,23993.99,23999.4
CRK,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,132,20__3,20,2,3.0,18054.0,24870.75,93658.38,289232.77,313323.28,315732.33,315973.23
CTRA,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,33000.0,5. p99_trade_value,2.0,101,20__0,20,2,0.0,15350.0,25449.0,33000.0,104064.0,111170.4,111881.04,111952.1
CVE,Oils-Energy,Oil and Gas - Integrated - Canadian,0.55,95800.0,1. p999999_trade_value,1.0,111,20__0,20,2,0.0,12900.0,20930.0,87644.0,95646.0,95784.6,95798.46,95799.85
