security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AAP,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,,,,1663,30__2,30,2.0,14290.6,24192.4,67657.08,238815.14,308854.32,321135.43,322363.54
ABG,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,8800.0,8. p75_trade_value,7.0,25,15__0,15,0.0,31500.0,46620.0,56936.0,58793.6,58979.36,58997.94,58999.79
AN,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,16554.0,6. p95_trade_value,8.0,146,20__0,20,0.0,9870.0,16165.5,34660.5,54102.03,56710.2,56971.02,56997.1
AZO,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,,,,4423,35__0,35,0.0,12600.0,19295.0,62354.4,170917.13,281471.6,290227.16,291102.72
DRVN,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,4320.0,1. p999999_trade_value,1.0,4,5__0,5,0.0,4302.0,4311.0,4318.2,4319.82,4319.98,4320.0,4320.0
GPC,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,565000.0,1. p999999_trade_value,1.0,329,25__0,25,0.0,13920.0,24839.0,273514.0,483734.72,556873.47,564187.35,564918.73
GPI,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,,,,89,20__0,20,0.0,40000.0,57240.0,73560.0,83856.0,84885.6,84988.56,84998.86
KMX,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,645000.0,4. p999_trade_value,2.0,1111,30__1,30,1.0,14720.0,24030.0,50391.0,620250.0,1005045.0,1045504.5,1049550.45
LAD,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,192030.00000000003,1. p999999_trade_value,1.0,139,20__0,20,0.0,20688.0,35541.0,100150.8,181675.86,190994.59,191926.46,192019.65
ORLY,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,,,,1166,30__2,30,2.0,16912.5,27212.5,62073.2,206436.75,219187.48,219387.75,219407.77
PAG,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,82225.0,1. p999999_trade_value,1.0,30,15__0,15,0.0,22982.3,26118.6,66148.85,80617.39,82064.24,82208.92,82223.39
SAH,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,4030.0000000000005,8. p75_trade_value,2.0,5,5__3,5,3.0,11188.0,13574.0,15482.8,15912.28,15955.23,15959.52,15959.95
TITN,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,,,,12,10__0,10,0.0,15000.0,17659.5,20259.9,20844.99,20903.5,20909.35,20909.93
VVV,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0.65,6000.0,1. p999999_trade_value,1.0,4,5__0,5,0.0,5850.0,5925.0,5985.0,5998.5,5999.85,5999.99,6000.0
WKSP,Retail-Wholesale,Automotive - Retail and Whole Sales,0.65,4140.000000000001,1. p999999_trade_value,1.0,1,0__2,0,2.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0
