security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ABR,Finance,REIT and Equity Trust,0.55,315000.0,1. p999999_trade_value,1.0,259,25__2,25,2,2.0,29251.2,72613.5,170644.5,290490.0,312549.0,314754.9,314975.49
ADC,Finance,REIT and Equity Trust - Retail,0.55,,,,4,5__0,5,3,0.0,6622.0,6811.0,6962.2,6996.22,6999.62,6999.96,7000.0
AGNC,Finance,REIT and Equity Trust,0.55,100000.0,5. p99_trade_value,4.0,379,25__0,25,2,0.0,16343.6,34993.0,92200.0,116220.0,119622.0,119962.2,119996.22
AHR,Finance,REIT and Equity Trust - Other,0.55,,,,2,5__0,5,3,0.0,10047.5,10336.25,10567.25,10619.23,10624.42,10624.94,10624.99
AHT,Finance,REIT and Equity Trust - Other,0.55,,,,1,0__2,0,3,2.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0
AKR,Finance,REIT and Equity Trust - Retail,0.55,5824.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,5824.0,5824.0,5824.0,5824.0,5824.0,5824.0,5824.0
ALEX,Finance,REIT and Equity Trust - Other,0.55,,,,1,0__0,0,3,0.0,9280.0,9280.0,9280.0,9280.0,9280.0,9280.0,9280.0
AMH,Finance,REIT and Equity Trust - Residential,0.55,3680.0000000000005,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0
AMT,Finance,REIT and Equity Trust - Other,0.55,,,,577,30__0,30,2,0.0,26224.8,54575.0,123342.4,462405.6,605950.56,620305.06,621740.51
ARE,Finance,REIT and Equity Trust - Other,0.55,95250.0,1. p999999_trade_value,1.0,106,20__0,20,2,0.0,16260.0,39611.25,88562.5,94698.75,95194.88,95244.49,95249.45
ARR,Finance,REIT and Equity Trust,0.55,16379.999999999998,7. p90_trade_value,4.0,33,15__0,15,3,0.0,16294.0,20888.8,28359.2,29781.92,29924.19,29938.42,29939.84
AVB,Finance,REIT and Equity Trust - Residential,0.55,14100.0,1. p999999_trade_value,1.0,17,10__0,10,3,0.0,11652.0,13380.0,13956.0,14085.6,14098.56,14099.86,14099.99
BIP,Finance,REIT and Equity Trust - Other,0.55,8910.0,1. p999999_trade_value,1.0,3,5__0,5,3,0.0,7828.0,8369.0,8801.8,8899.18,8908.92,8909.89,8909.99
BXMT,Finance,REIT and Equity Trust,0.55,,,,32,15__0,15,3,0.0,12316.5,17307.15,20127.0,20127.0,20127.0,20127.0,20127.0
BXP,Finance,REIT and Equity Trust - Other,0.55,7285.000000000001,8. p75_trade_value,31.0,123,20__0,20,2,0.0,14946.0,20572.0,73964.72,145257.88,153328.29,154135.33,154216.03
CCI,Finance,REIT and Equity Trust - Other,0.55,340000.0,1. p999999_trade_value,1.0,396,25__0,25,2,0.0,15070.5,19755.0,36336.1,270875.0,333087.5,339308.75,339930.87
CHCT,Finance,REIT and Equity Trust - Other,0.55,,,,7,10__0,10,3,0.0,8400.0,8700.0,8940.0,8994.0,8999.4,8999.94,8999.99
CIM,Finance,REIT and Equity Trust,0.55,,,,20,15__0,15,3,0.0,24900.0,33050.0,33810.0,33981.0,33998.1,33999.81,33999.98
CMCT,Finance,REIT and Equity Trust - Other,0.55,,,,2,5__0,5,3,0.0,6790.0,6910.0,7006.0,7027.6,7029.76,7029.98,7030.0
COLD,Finance,REIT and Equity Trust - Other,0.55,,,,3,5__3,5,3,3.0,12816.0,13855.5,14687.1,14874.21,14892.92,14894.79,14894.98
CPT,Finance,REIT and Equity Trust - Residential,0.55,5220.0,1. p999999_trade_value,1.0,2,5__0,5,3,0.0,5181.0,5200.5,5216.1,5219.61,5219.96,5220.0,5220.0
CTO,Finance,REIT and Equity Trust - Other,0.55,3465.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3465.0,3465.0,3465.0,3465.0,3465.0,3465.0,3465.0
CTRE,Finance,REIT and Equity Trust - Other,0.55,,,,2,5__0,5,3,0.0,5921.0,6060.5,6172.1,6197.21,6199.72,6199.97,6200.0
CUBE,Finance,REIT and Equity Trust - Other,0.55,,,,2,5__0,5,3,0.0,4330.0,4365.0,4393.0,4399.3,4399.93,4399.99,4400.0
CXW,Finance,REIT and Equity Trust - Other,0.55,6880.0,8. p75_trade_value,34.0,139,20__0,20,2,0.0,11221.0,15941.4,94350.0,145860.0,149586.0,149958.6,149995.86
DBRG,Finance,REIT and Equity Trust,0.55,8200.0,8. p75_trade_value,42.0,165,20__0,20,2,0.0,20304.0,38270.0,137600.0,169697.6,171409.76,171580.98,171598.1
DEA,Finance,REIT and Equity Trust - Other,0.55,,,,1,0__2,0,3,2.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
DEI,Finance,REIT and Equity Trust - Other,0.55,,,,22,15__0,15,3,0.0,14532.0,17546.0,19512.8,19951.28,19995.13,19999.51,19999.95
DLR,Finance,REIT and Equity Trust - Other,0.55,,,,976,30__2,30,2,2.0,14155.0,22620.0,46075.0,208264.62,568552.96,604581.8,608184.68
DOC,Finance,REIT and Equity Trust - Other,0.55,6675.0,8. p75_trade_value,16.0,62,20__0,20,2,0.0,13689.0,16550.4,32811.48,42656.15,43640.61,43739.06,43748.91
EFC,Finance,REIT and Equity Trust,0.55,19980.0,1. p999999_trade_value,1.0,2,5__3,5,3,3.0,18382.0,19181.0,19820.2,19964.02,19978.4,19979.84,19979.98
